"FilingID","ReferenceID","SubreferenceID","Name of General Partner, etc."
1041447,174310,117315,"JORG-PETER LUHMANN"
1041447,174310,117315,"NEIL DEACON"
1041447,174154,117275,"JORG-PETER LUHMANN"
1041447,174154,117275,"NEIL DEACON"
1041447,174189,117284,"JORG-PETER LUHMANN"
1041447,174189,117284,"NEIL DEACON"
1041447,60506,117291,"NEIL DEACON"
1041447,60506,117291,"JORG-PETER LUHMANN"
1041447,174265,117306,"JORG-PETER LUHMANN"
1041447,174279,117308,"NEIL DEACON"
1029171,170127,116615,"PTQ CAPITAL LIMITED"
1029171,170127,116616,"PTQ CAPITAL LIMITED"
1029171,170127,116616,"JORGE RAFAEL CHANG"
1029171,170127,116615,"GUAN SENG ENG"
1029171,170127,116615,"JORGE RAFAEL CHANG"
1029171,170127,116615,"KUANGWEI TAN"
1029171,170127,116616,"GUAN SENG ENG"
1029171,170127,116616,"KUANGWEI TAN"
1030166,68041,13952,"ACION HOLDINGS LIMITED (INVESTMENT MANAGER)"
1030166,68041,13952,"GARY CHARLES LINFORD (DIRECTOR)"
1030166,68041,13952,"JAMES WALKER (DIRECTOR)"
1030166,68041,13953,"GARY CHARLES LINFORD (DIRECTOR)"
1030166,68041,13952,"FENG JIMMY HSIUNG (DIRECTOR)"
1030166,68041,13953,"JAMES WALKER (DIRECTOR)"
1030166,68041,13953,"FENG JIMMY HSIUNG (DIRECTOR)"
1030166,68041,13953,"ACION HOLDINGS LIMITED (INVESTMENT MANAGER)"
1032696,178866,118104,"PAUL KAJU"
1032696,178866,118104,"PETER HUBER"
1032696,178866,118104,"ANDREW WRIGHT"
1026599,171153,116748,"DMS OFFSHORE MANAGEMENT SERVICES (EUROPE) LIMITED"
1026599,171153,116747,"DMS OFFSHORE MANAGEMENT SERVICES (EUROPE) LIMITED"
1026599,171153,116746,"DMS OFFSHORE MANAGEMENT SERVICES (EUROPE) LIMITED"
1026599,171153,116745,"DMS OFFSHORE MANAGEMENT SERVICES (EUROPE) LIMITED"
1026599,171153,116746,"KEVIN OBRIEN"
1026599,171153,116746,"CONOR MACGUINNESS"
1026599,171153,116746,"PAUL SHARMAN"
1026599,171153,116746,"TREVOR SIMON"
1026599,171153,116747,"KEVIN OBRIEN"
1026599,171153,116747,"CONOR MACGUINNESS"
1026599,171153,116747,"PAUL SHARMAN"
1026599,171153,116747,"TREVOR SIMON"
1026599,171153,116748,"KEVIN OBRIEN"
1026599,171153,116748,"CONOR MAGUINNESS"
1026599,171153,116748,"PAUL SHARMAN"
1026599,171153,116748,"TREVOR SIMON"
1026599,171153,116745,"CONOR MACGUINNESS"
1026599,171153,116745,"PAUL SHARMAN"
1026599,171153,116745,"KEVIN O'BRIEN"
1026599,171153,116745,"TREVOR SIMON"
1029409,23030,4360,"HPEF6 GP LIMITED"
1031125,56601,11247,"PETER HEAPS"
1031125,56601,11247,"GERARD JOSEPH SATUR"
1031125,56601,11247,"SIMON COX"
1031014,178731,118070,"HOSEN INVESTMENT FUND III GP, LTD."
1031014,178731,118070,"HANG WANG"
1031014,178731,118070,"ALEX TIANLI ZHANG"
1026219,178345,118023,"JOHN VAUGHN PRIDJIAN - DIRECTOR"
1026219,178345,118023,"HUGH CARNABY FORWARD - DIRECTOR"
1029196,174582,117361,"IAN GOODALL"
1029196,174582,117361,"RYAN MELKONIAN"
1029196,174582,117361,"KARL O'REILLY"
1029196,174582,117360,"LTE MANAGEMENT, LLC"
1029196,174582,117361,"LTE MANAGMENT, LLC"
1038793,159126,109600,"SPRINGBOK INVESTMENT MANAGEMENT LP"
