"FilingID","Miscellaneous"
628151,"THE APPLICANT IS REQUIRED BY FORM ADV TO ENTER AN AMOUNT OF AT LEAST US$1 IN SCHEDULE D, SECTION 2B; HOWEVER, AS THE APPLICANT DOES NOT HAVE A PLACE OF BUSINESS IN THE UNITED STATES, IT DOES NOT HAVE ANY PRIVATE ASSETS UNDER MANAGEMENT ""IN THE UNITED STATES."""
628399,"AS TO ITEM 7.A, BOX 11 IS CHECKED BECAUSE FOUNDERS FUND, LLC EMPLOYS AN IN-HOUSE LAWYER.  THIS LAWYER IS IDENTIFIED AT ITEM 1.K."
616950,"DUE TO THE PROGRAMMING OF THIS FORM, THE EXEMPT REPORTING ADVISER WAS NOT ABLE TO INDICATE $0 IN SCHEDULE D, SECTION 2.B."
633183,"VINTAGE CAPITAL FUNDS ARE COMPRISED OF THREE ENTITIES:  VINTAGE CAPITAL PARTNERS, L.P., VINTAGE CAPITAL PARTNERS SIDE, L.P. AND VINTAGE SUBSIDIARY L.P. VINTAGE CAPITAL PARTNERS L.P. AND VINTAGE CAPITAL PARTNERS SIDE, L.P. ARE PARALLEL FUNDS THAT HAVE INVESTED PRO RATA.  VINTAGE SUBSIDIARY, L.P. IS A WHOLLY OWNED LIMITED PARTNERSHIP, AND IT HOLDS 100% OF THE INVESTMENTS OF VINTAGE CAPITAL PARTNERS. IN CONNECTION WITH THE FORMATION OF ITS FUNDS, VINTAGE HAS RELIED UPON THE EXEMPTION FROM REGISTRATION UNDER SECTION 4(2) OF THE SECURITIES ACT AS WELL AS ON REGULATION D UNDER THE ACT.  BECAUSE THE RECORDS OF ITS HISTORICAL FILINGS ARE NOT COMPLETE, VINTAGE HAS ELECTED NOT TO CHECK THE BOX WITH RESPECT TO ITS FORM D FILINGS."
622927,"SECTION 2.B, ASSETS MANAGED IN THE UNITED STATES IS $0, HOWEVER THE FORM DOES NOT PERMIT $0, THEREFORE $1 WAS ENTERED."
632851,"THE FILING ENTITY IS AFFILIATED THROUGH COMMON CONTROL WITH DN CAPITAL (UK) LLP, DN CAPITAL ADVISORS LIMITED, DN CAPITAL LIMITED, DN CAPITAL - GVC GPLP, AND DN CAPITAL MANAGEMENT LP, EACH OF WHICH IS FULLY DISCLOSED IN SECTION 7.A OF SCHEDULE D.  EACH OF THESE AFFILIATED ENTITIES IS CONTROLLED BY THE INDIVIDUALS SET FORTH IN SCHEDULE A."
627026,"SECTION 2.B. PRIVATE FUND ASSETS  THE AMOUNT SHOULD BE NIL AS WE DO NOT MANAGE ANY ASSETS AT A PLACE OF BUSINESS IN THE UNITED STATES."
614963,"THE ANSWER TO SCHEDULE D, SECTION 2.B., PRIVATE FUND ASSETS SHOULD BE $0."
618034,"ALLEGIS CAPITAL, LLC AND A RELATED ADVISER, MEDIATECH ADMINISTRATIVE V, LLC, ARE FILING A SINGLE FORM ADV IN RELIANCE ON THE JANUARY 18, 2012 SEC NO-ACTION LETTER.  THE RELATED ADVISER, MEDIATECH ADMINISTRATIVE V, LLC, IS UNDER COMMON CONTROL WITH ALLEGIS CAPITAL, LLC AND IS LISTED IN ITEM 1.B OF SCHEDULE D.  DIRECT OWNERS OF THE RELATED ADVISER ARE LISTED WITH ALLEGIS CAPITAL LLC'S DIRECT OWNERS ON SCHEDULE A. THE RESPONSES TO ITEM 7.B(1) OF THIS FORM USE INTERNAL DESIGNATIONS RATHER THAN NAMES, AS APPROPRIATE, TO PRESERVE THE ANONYMITY OF THE ADVISER'S PRIVATE FUNDS AND THEIR RESPECTIVE GENERAL PARTNER (OR CORRESPONDING) ENTITIES."
623685,"SECTION 2.B. -- $1 IS INDICATED AS THE AMOUNT OF THE PRIVATE FUND ASSETS WHEN THE ACTUAL AMOUNT IS $0.  THE IARD SYSTEM REJECTED THE $0 ANSWER, SO $1 WAS INDICATED INSTEAD. SECTION 7.B. -- THE CAYMANS MASTER INVESTS IN CERTAIN SECURITIES MARKETS IN ASIA THROUGH ONE OR MORE SUBSIDIARIES  WHICH ARE 100% OWNED BY THE CAYMANS MASTER.    SECTION 7.B.(1)A.(15) -- THE ANSWER IS BASED ON FTIM SOURCES WHICH HAVE NOT BEEN VERIFIED, AS THIS INFORMATION IS NOT REQUIRED TO BE COLLECTED FROM INVESTORS AT THE TIME OF SUBSCRIPTION OR SUBSEQUENTLY.  THE CATEGORIES OF INVESTORS, SUCH AS THE ""FUND OF FUNDS"" CATEGORY, IS BASED ON CLASSIFICATIONS DEVELOPED BY FTIM, WHICH MAY BE DIFFERENT FROM CLASSIFICATIONS DEVELOPED BY THIRD PARTIES. SECTION 7.B.(1)A.(25) -- KOTAK MAHINDRA BANK LIMITED ACTS AS A CUSTODIAN FOR A SUBSIDIARY OF THE CAYMANS MASTER (RATHER THAN THE CAYMANS MASTER). SECTION 7.B.(1)A.(26) -- LACROSSE GLOBAL FUND SERVICES LLC HAS DELEGATED SUBSTANTIALLY ALL OF ITS DAY TO DAY RESPONSIBILITIES WITH RESPECT TO THE CAYMANS MASTER AND CAYMANS FEEDER TO LACROSSE GLOBAL FUND SERVICES (ASIA) PTE. LTD., A SINGAPORE BASED SUBSIDIARY OF LACROSSE GLOBAL FUND SERVICES LLC. IN ADDITION, AT THE REQUEST OF LACROSSE GLOBAL FUND SERVICES LLC, WE INDICATE THAT LACROSSE  CALCULATES NET ASSET VALUES FOR THE CAYMANS MASTER AND CAYMANS FEEDER IN ACCORDANCE WITH THE PROVISIONS OF THE CAYMANS MASTER'S AND THE CAYMANS FEEDER'S GOVERNING DOCUMENTS AND WRITTEN VALUATION PROCEDURES, INCLUDING AS DESCRIBED IN SUCH FUNDS' PLACING MEMORANDUMS IN PART VII IN THE SECTION ""NET ASSET VALUATION"".   SCHEDULE A -- ADAM MCCREIGHT FIORE WAS APPOINTED AS CHIEF OPERATING OFFICER AND CHIEF COMPLIANCE OFFICER FOR FTIM IN SEPTEMBER 2008, BUT WAS ONLY APPOINTED AS A MEMBER OF THE BOARD OF DIRECTORS OF FTIM IN MARCH 2012."
626425,"THE ANSWER TO SCHEDULE D, SECTION 2.B., PRIVATE FUND ASSETS SHOULD BE $0. SFP VALUE REALIZATION CO., LTD. OWNS 100% OF SFP PRIORITY CO., LTD., A BRITISH VIRGIN ISLANDS ENTITY THAT HOLDS SHARES IN A PRIVATE COMPANY.  SYMPHONY FINANCIAL PARTNERS CO., LTD. OWNS 100% OF SYMPHONY RESEARCH CO., LTD., A JAPANESE ENTITY THAT IS CURRENTLY DORMANT."
625747,"IN RESPONSE TO SECTION 2.B.(2) THE ANSWER SHOULD BE $0, RATHER THAN $1. UNISON CAPITAL MANAGEMENT PTE LTD DOES NOT MANAGE ANY ASSETS IN THE UNITED STATES."
624450,"REGARDING SECTION 7.(B).(1) - SCHEDULE D - QUESTION 18 - IEGF INVESTMENT MANAGEMENT LIMITED (""IEGF"") SERVES AS THE INVESTMENT MANAGER OF THE PRIVATE FUND.  IN THIS CAPACITY, IEGF APPOINTED RELIANCE ASSET MANAGEMENT (SINGAPORE) PTE. LTD. TO ADVISE THE PRIVATE FUND.  SEE ALSO ITEM 7.A.(1).    REGARDING SECTION 2.B. PRIVATE FUND ASSETS - THE TOTAL AMOUNT MANAGED FROM A U.S. LOCATION IS $0.00.  DUE TO IARD SYSTEM CONSTRAINTS, $1.00 WAS INSERTED.  REGARDING SECTION 7.B.(1) - QUESTION 23.(A)(2), THE PRIVATE FUNDS' FINANCIAL STATEMENTS ARE PREPARED IN ACCORDANCE WITH INTERNATIONAL FINANCIAL REPORTING STANDARDS (IFRS)."
611664,"EACH RELYING ADVISER IS AN EXEMPT REPORTING ADVISER.  ITEM 7.B(1) USES INTERNAL DESIGNATIONS RATHER THAN LEGAL NAMES TO PRESERVE THE ANONYMITY OF REGISTRANT'S PRIVATE FUNDS AND THEIR RESPECTIVE GENERAL PARTNER (OR CORRESPONDING) ENTITIES."
627271,"THE APPLICANT IS REQUIRED BY FORM ADV TO ENTER AN AMOUNT OF AT LEAST US$1 IN SCHEDULE D, SECTION 2B; HOWEVER, AS THE APPLICANT DOES NOT HAVE A PLACE OF BUSINESS IN THE UNITED STATES, IT DOES NOT HAVE ANY PRIVATE ASSETS UNDER MANAGEMENT ""IN THE UNITED STATES."""
631190,"STRATEGIC INVESTMENT ADVISORS, PTE. LTD. AND EACH OF ITS RELATED PERSONS THAT IS, OR IS DEEMED TO BE, AN INVESTMENT ADVISER AND IS EXEMPTED FROM REGISTRATION IN RELIANCE UPON THE PRIVATE FUND ADVISER EXEMPTION (EACH, A RELYING ADVISER) ARE TOGETHER FILING A SINGLE FORM ADV.  FOR SECTION 2.B THE CORRECT ANSWER IS ""0"", BUT IARD WILL NOT ACCEPT THIS NUMBER."
625804,"THE APPLICANT IS REQUIRED BY FORM ADV TO ENTER AN AMOUNT OF AT LEAST US $1 IN SCHEDULE D, SECTION 2B; HOWEVER, AS THE APPLICANT DOES NOT HAVE A PLACE OF BUSINESS IN THE UNITED STATES, IT DOES NOT HAVE ANY PRIVATE ASSETS UNDER MANAGEMENT ""IN THE UNITED STATES.""  EACH OF IRONBRIDGE CAPITAL GP LIMITED AND IRONBRIDGE CAPITAL II GP LIMITED IS A SPECIAL PURPOSE VEHICLE OF THE REGISTRANT."
622767,"THE FIRM DOES NOT MANAGE ANY ASSETS IN THE UNITED STATES. DUE TO A PROGRAMMING FLAW WE HAVE BEEN ADVISED TO POPULATE ITEM SCHEDULE D 2(B) WITH $1 TO ENSURE COMPLETENESS AND THE ABILITY TO SUBMIT THE FORM"
630406,"CERTAIN OF THE PRIVATE FUNDS LISTED IN SECTION 7.B(1) OF SCHEDULE D HOLD CERTAIN INVESTMENTS THROUGH, OR IN PARALLEL WITH, SPECIAL PURPOSE HOLDING COMPANIES OR ALTERNATIVE INVESTMENT VEHICLES ORGANIZED TO ADDRESS TAX, REGULATORY OR STRUCTURAL CONSIDERATIONS IN CONNECTION WITH CERTAIN TRANSACTIONS (COLLECTIVELY, ""SPVS""). TO AVOID ANY PERCEIVED DUPLICATION OF ASSETS, THE ASSETS OF ANY SPVS ORGANIZED IN CONNECTION WITH PRIVATE FUNDS ARE INCLUDED IN THE VALUE OF THE TOTAL ASSETS OF THE APPLICABLE PRIVATE FUND(S) TO WHICH SUCH SPVS RELATE AND THEREFORE THE SPVS ARE NOT LISTED SEPARATELY IN SCHEDULE D.   WITH RESPECT TO THE GENERAL PARTNER VEHICLES / MANAGEMENT COMPANIES LISTED IN SECTION 7.A OF SCHEDULE D, MARTIJN KLEIJWEGT IS DIRECTLY OR INDIRECTLY THE 100% OWNER OF EACH OF LIFE SCIENCES PARTNERS MANAGEMENT BV AND LSP II MANAGEMENT BV.  ALL OTHER GENERAL PARTNER VEHICLES / MANAGEMENT COMPANIES LISTED IN SECTION 7.A OF SCHEDULE D ARE DIRECTLY OR INDIRECTLY OWNED BY MARTIJN KLEIJWEGT (WHO OWNS IN EXCESS OF 25% OF SUCH ENTITIES), RENE KUIJTEN, MARK WEGTER AND JOACHIM ROTHE (WHO EACH OWN BETWEEN 5% AND 25% OF SUCH ENTITIES)."
635481,"IN RELATION TO SECTION 1.B OF SCHEDULE D, HEADLAND CAPITAL PARTNERS (SHANGHAI) LIMITED CARRIES ON BUSINESS SOLELY IN CHINA. THE ONLY REASON THE BOXES WHERE THE PRIVATE FUNDS HAVE INVESTORS HAVE BEEN SELECTED IS BECAUSE THE SYSTEM DOES NOT ALLOW THE SELECTION OF NON-U.S. JURISDICTIONS.   THE CORRECT ANSWER TO SECTION 2.B OF SCHEDULE D SHOULD BE ZERO BUT THE SYSTEM WOULD NOT ACCEPT THAT ANSWER.  IN RELATION TO SECTIONS 1.B, 7.A AND 7.B OF SCHEDULE D, THE LEGAL NAME OF HEADLAND CAPITAL PARTNERS (SHANGHAI) LIMITED IS IN CHINESE, WHICH THE SYSTEM IS UNABLE TO ACCEPT. THE ENGLISH NAME IS AN UNOFFICIAL NAME."
612260,"SCHEDULE D, SECTION 2.B: THE AMOUNT OF THE ""PRIVATE FUND ASSETS"" MANAGED BY THE ADVISER IS $0.  $1 WAS ENTERED IN RESPONSE TO THIS ITEM BECAUSE THE FORM WOULD NOT ACCEPT $0 AS A RESPONSE.  SCHEDULE D, SECTION 7.A: INFORMATION HAS BEEN PROVIDED FOR 3I GC GP LIMITED, THE GENERAL PARTNER OF 3I GROWTH CAPITAL B LP.  THE OTHER PRIVATE FUNDS DESCRIBED HEREIN HAVE VARIOUS GENERAL PARTNERS, THE INFORMATION FOR EACH OF WHICH IS IDENTICAL TO THAT OF 3I GC GP LIMITED EXCEPT FOR THE NAME AND FORM OF ORGANIZATION.  AS A RESULT INFORMATION FOR THESE OTHER GENERAL PARTNERS HAS NOT BEEN PROVIDED BECAUSE IT WOULD BE REDUNDANT. SCHEDULE B: THERE ARE NO SHAREHOLDERS OF 3I GROUP PLC WHO OWN 25% OR MORE OF A CLASS OF ITS VOTING SECURITIES.  3I GROUP PLC IS NOT A PUBLIC REPORTING COMPANY WITHIN SECTION 12 OR 15(D) OF THE EXCHANGE ACT.  SECTION 7.B (1) 'OWNERSHIP' - NOTES IN THE CLO FUNDS ARE LISTED AND HELD IN THE CLEARING HOUSE OF THE IRISH STOCK EXCHANGE.  AS A RESULT INVESTOR/NOTEHOLDER INFORMATION IS NOT KNOWN BY THE ADVISER UNLESS AN INVESTOR HAS NOTIFIED THE ADVISER OF ITS HOLDINGS.  THE ADVISER HAS PROVIDED THE INFORMATION IN THIS FORM BASED ON THE INFORMATION IN ITS POSSESSION AS OF THE DATE IT FILED THIS FORM."
635485,"IN RELATION TO SECTION 1.B OF SCHEDULE D, HEADLAND INVESTMENT CONSULTING (SHANGHAI) CORPORATION LIMITED CARRIES ON BUSINESS SOLELY IN CHINA, HEADLAND CAPITAL PARTNERS (MAURITIUS) LIMITED CARRIES ON BUSINESS SOLELY IN MAURITIUS AND HEADLAND CAPITAL PARTNERS (INDIA) PRIVATE LIMITED CARRIES ON BUSINESS SOLELY IN INDIA. THE ONLY REASON THE BOXES WHERE THE PRIVATE FUNDS HAVE INVESTORS HAVE BEEN SELECTED IS BECAUSE THE SYSTEM DOES NOT ALLOW THE SELECTION OF NON-U.S. JURISDICTIONS.  THE CORRECT ANSWER TO SECTION 2.B OF SCHEDULE D SHOULD BE ZERO BUT THE SYSTEM WOULD NOT ACCEPT THAT ANSWER.  IN RELATION TO SECTIONS 1.B, 7.A AND 7.B OF SCHEDULE D, THE LEGAL NAME OF HEADLAND INVESTMENT CONSULTING (SHANGHAI) CORPORATION LIMITED IS IN CHINESE, WHICH THE SYSTEM IS UNABLE TO ACCEPT. THE ENGLISH NAME IS AN UNOFFICIAL NAME."
635484,"PLEASE NOTE THAT THE FIGURE IN SECTION 2B OF SCHEDULE D SHOULD BE $0 BUT THIS WAS UNABLE (DUE TO A SYSTEM FAULT) TO BE CORRECTLY INPUT."
628211,"FOR SCHEDULE A & B, CHINA EVERBRIGHT LIMITED, THE DIRECT OWNER OF CHINA EVERBRIGHT INVESTMENT MANAGEMENT LIMITED, IS A LISTED COMPANY IN HONG KONG. FROM CHINA EVERBRIGHT LIMITED'S ANNUAL REPORT ENDED 31 DECEMBER 2011, ITS SUBSTANTIAL SHAREHOLDER IS CHINA EVERBRIGHT HOLDINGS COMPANY LIMITED.  FOR SECTION 2B OF SCHEDULE D, CHINA EVERBRIGHT INVESTMENT MANAGEMENT LIMITED'S PRINCIPAL OFFICE AND PLACE OF BUSINESS IS IN HONG KONG AND DOES NOT HAVE A US PLACE OF BUSINESS, THEREFORE WE ENTERED US$1 FOR THE AMOUNT OF PRIVATE FUND ASSETS."
627368,"THE PRIVATE FUND LISTED IN ITEM 7.B AND HEREIN HAVE BEEN REPORTED ON A CODED BASIS PURSUANT TO INSTRUCTIONS TO THIS FORM ADV"
632499,"SHUNWEI CAPITAL PARTNERS ADVISOR LIMITED AND EACH OF ITS RELATED PERSONS THAT IS, OR IS DEEMED TO BE, AN INVESTMENT ADVISER AND IS EXEMPT FROM REGISTRATION IN RELIANCE UPON THE PRIVATE FUND ADVISER EXEMPTION (EACH, A RELYING ADVISER) ARE TOGETHER FILING A SINGLE FORM ADV. SHUNWEI CAPITAL PARTNERS ADVISOR (HK) LIMITED IS CONTROLLED BY SHUNWEI CAPITAL PARTNERS ADVISOR LIMITED.  ALL MEMBERS OF SHUNWEI CAPITAL PARTNERS ADVISOR LIMITED LISTED UNDER SCHEDULE A ARE INDIRECT OWNERS OF SHUNWEI CAPITAL PARTNERS ADVISOR (HK) LIMITED.  IN SCHEDULE D SECTION 2.B. PRIVATE FUND ASSETS, THE AMOUNT OF THE PRIVATE FUND ASSETS THAT WE MANAGE SHOULD BE ""$0"". DUE TO SYSTEM REASON, WE INPUT ""$1"" IN THE FORM."
626571,"SCHEDULE D SECTION 2.B. PRIVATE FUND ASSETS NO ASSETS (= 0 USD) ARE MANAGED FROM OUT OF THE USA BY THE CMP GMBH. DUE TO THE FACT THAT YOUR SYSTEM DOES NOT ALLOW TO ENTER 0 USD WE ENTERED 1 USD."
619896,"THE GENERAL PARTNER OF THE FUND, DISCLOSED IN SECTION 7A WAS FORMED FOR TAX AND REGULATORY PRUPOSES, HAS NO EMPLOYEES AND IF DEEMED TO BE AN INVESTMENT ADVISER WOULD BE EXEMPT FROM REGISTRATATION UNDER THE TERMS OF THE 2005 AND 2012 ABA NO-ACTION LETTERS APPLYING TO SPECIAL PURPOSE VEHICLES, AS STATED THEREIN.  ITEM 2B HAS BEEN ANSWERED WITH 1 DUE TO A PROBLEM WITH THE IARD SYSTEM, THE ANSWER IS ACTUALLY 0.  IN DISCLOSING INFORMATION ABOUT THE FUND IN SECTION 7B.1 OF SCHEDULE D WE NOTE THAT THE FUND IS CLOSED TO NEW INVESTORS."
629027,"THE APPLICANT IS REQUIRED BY FORM ADV TO ENTER AN AMOUNT OF AT LEAST US$1 IN SCHEDULE D, SECTION 2B; HOWEVER AS THE APPLICANT DOES NOT HAVE A PLACE OF BUSINESS IN THE UNITED STATES, IT DOES NOT HAVE ANY PRIVATE ASSETS UNDER MANAGEMENT ""IN THE UNITED STATES"""
631293,"VINTAGE VENTURES ADVISORS LTD IS AN ISRAELI CORPORATION UNDER COMMON CONTROL WITH THE APPLICANT VINTAGE VENTURES MANAGMENT LTD.  VINTAGE VENTURES ADVISORS IS THE ADVISOR FOR THE FOLLOWING PRIVATE FUNDS LISTED ON SCEDULE D: VINTAGE VENTURE PARTNERS III (CAYMAN) LP VINTAGE VENTURE PARTNERS IV (CAYMAN) LP VINTAGE INVESTMENT PARTNERS V (CAYMAN) LP. B.YUVAL TECHNOLOGIES LTD AND ABRAHAM FINKELSTEIN ARE SHARE HOLDERS OF THIS AFFILIATED ADVISOR (I.E. VINTAGE VENTURES ADVISORS LTD)"
634439,"1.THE FILING ADVISER AND THE RELYING ADVISERS IDENTIFIED IN SECTION 1.B OF SCHEDULE D ARE TOGETHER FILING A SINGLE FORM ADV.  EACH OF THE RELYING ADVISERS ADHERES, AND CAUSES ITS EMPLOYEES AND PERSONS ACTING ON ITS BEHALF TO ADHERE, TO THE POLICIES AND PROCEDURES ADOPTED BY THE FILING ADVISER IN COMPLIANCE WITH APPLICABLE REQUIREMENTS UNDER THE U.S. INVESTMENT ADVISERS ACT OF 1940, AS AMENDED.  THE DIRECT OWNERS OF MANASLU PARTNERS LTD. ARE  (1) MP-MF HOLDINGS, LP (DOMESTIC ENTITY, OWNERSHIP CODE: E) AND (2) RAGUNDA JAPAN I LLC (DOMESTIC ENTITY, OWNERSHIP CODE: B).  THE DIRECT OWNERS OF SONORA PARTNERS, LTD. AND SHEPHERDS HILL PARTNERS,LTD. ARE (1) HIDEMI MOUE (INDIVIDUAL, OWNERSHIP CODE: C), (2) SHINICHI INAGAKI (INDIVIDUAL, OWNERSHIP CODE: B), (3) KATSU HARASHIMA (INDIVIDUAL, OWNERSHIP CODE: B) AND (4) TERUKI MOROHASHI (INDIVIDUAL, OWNERSHIP CODE: B).  (FURTHER DETAILS OF THESE INDIVIDUALS CAN BE FOUND IN SCHEDULE A.)  THE DIRECT OWNER OF SHEPHERDS HILL CAPITAL PARTNERS IS SHEPHERDS HILL PARTNERS, LTD (FOREIGN ENTITY, OWNERSHIP CODE E). 2. TO CLARIFY THE RESPONSES PROVIDED FOR QUESTIONS 17 AND 18 OF SECTION 7.B.(1) A. OF SCHEDULE D, THE FILING ADVISER ACTS AS THE INVESTMENT ADVISER TO EACH OF THE PRIVATE FUNDS LISTED THEREUNDER. 3. FOR ADMINISTRATIVE CONVENIENCE, SHEPHERDS HILL CAPITAL PARTNERS ENGAGES THE SERVICES OF CITCO TRUSTEES (IRELAND) LIMITED AS ITS ADMINISTRATOR, AND SHEPHERDS HILL FUND L.P. ENGAGES THE SERVICES OF CITCO TRUSTEES (CAYMAN) LTD., THE PARENT COMPANY OF CITCO TRUSTEES (IRELAND) LIMITED, AS ITS ADMINISTRATOR. 4. THE FILING ADVISER DOES NOT USE THE NAMES OF THE RELYING ADVISERS IN THE JURISDICTIONS LISTED UNDER SECTION 1.B. OF SCHEDULE D, BUT HAS SELECTED A JURISDICTION SOLELY FOR PURPOSES OF COMPLETING THIS ELECTRONIC FILING.  5. THE GROSS ASSETS FOR THE PRIVATE FUNDS UNDER THE SECTION7.B(1) ARE AS OF DEC 31, 2011 AND ARE CONVERTED AT THE FX RATE OF JPY 83/USD AS OF MARCH 29, 2012. 6. THE FIGURE GIVEN IN THE SECTION 2.B SHOULD BE ZERO SINCE NO ASSETS ARE MANAGED IN THE UNITED STATES."
606443,"AH FUND MANAGEMENT LLC HAS SOUGHT TO MAINTAIN THE ANONYMITY OF EACH PRIVATE FUND CLIENT BY USING AN ALPHABETIC CODE RATHER THAN EACH FUND'S LEGAL NAME. BECAUSE USE OF EACH FUND'S GENERAL PARTNER'S NAME COULD SIMILARLY REVEAL THE FUND'S IDENTITY, A PSEUDONYM HAS ALSO BEEN USED FOR EACH GENERAL PARTNER AT QUESTION 3 OF ITEM 7.B(1) OF SCHEDULE D."
623627,"IN RESPONSE TO SECTION 2.B. PRIVATE FUNDS ASSETS, PLEASE BE ADVISED THAT LGT CAPITAL PARTNERS LTD DOES NOT HAVE A PLACE OF BUSINESS IN THE UNITED STATES, BUT IS OTHERWISE REQUIRED TO FILE AS AN EXEMPT REPORTING ADVISER.  REGARDLESS OF NOT HAVING ANY ASSETS MANAGED FROM A PLACE OF BUSINESS IN THE UNITED STATES, IN ORDER TO PROCEED WITH THE FILING AND ACCOMMODATE THE SOFTWARE REQUIREMENTS CONTAINED IN SECTION 2.B., LGT CAPITAL PARTNERS LTD IS REQUIRED TO ENTER THE AMOUNT OF $1.00 IN SUCH SECTION."
630014,"BLACKBERRY PARTNERS FUND II LP IS DBA AS RELAY VENTURES FUND II  BLACKBERRY PARTNERS PARALLEL FUND II LP IS DBA AS RELAY VENTURES PARALLEL FUND II"
627976,"IN RESPONSE TO SECTION 2.B. PRIVATE FUNDS ASSETS, PLEASE BE ADVISED THAT LGT CAPITAL PARTNERS (IRELAND) LIMITED DOES NOT HAVE A PLACE OF BUSINESS IN THE UNITED STATES, BUT IS OTHERWISE REQUIRED TO FILE AS AN EXEMPT REPORTING ADVISER.  REGARDLESS OF NOT HAVING ANY ASSETS MANAGED FROM A PLACE OF BUSINESS IN THE UNITED STATES, IN ORDER TO PROCEED WITH THE FILING AND ACCOMMODATE THE SOFTWARE REQUIREMENTS CONTAINED IN SECTION 2.B., LGT CAPITAL PARTNERS (IRELAND) LIMITED IS REQUIRED TO ENTER THE AMOUNT OF $1.00 IN SUCH SECTION."
633196,"THE VALUE OF ""PRIVATE FUND ASSETS"" MANAGED AT A PLACE OF BUSINESS IN THE UNITED STATES IS $0, RATHER THAN $1 AS INDICATED IN SECTION 2.B. DUE TO LIMITATIONS IN THE IARD SYSTEM. > ALTHOUGH THE APPLICANT IS FILING THIS APPLICATION IN ADVANCE OF 30 MARCH 2012, THE APPLICANT HEREBY REQUESTS YOU DO NOT ACCELERATE ITS EFFECTIVE DATE AND LET THE REGISTRATION BECOME EFFECTIVE BY LAPSE OF TIME PURSUANT TO THE INVESTMENT ADVISERS ACT. > THE VALUE OF THE ""CURRENT GROSS ASSET VALUE OF THE PRIVATE FUND"" FOR ANY/ALL MASTER FUNDS IN THIS FORM IS THE VALUE SHOWN IN ITS RESPECTIVE FEEDER FUND."
630425,"- PLEASE NOTE THAT OUR ANSWER ""1"" TO THE QUESTION UNDER SECTION 2.B. OF SCHEDULE D IS ACTUALLY ""0"". DUE TO TECHNICAL ISSUES WITH THE IARD SYSTEM, WE WERE NOT ABLE TO ENTER ""0"" IN THAT FIELD. - FOR PURPOSES OF SECTION 7.B.(1).23(B) OF SCHEDULE D FOR LAURO VENTIDUE S.P.A., PLEASE NOTE THAT THE BOARD OF STATUTORY AUDITORS IS A CORPORATE BODY AUTHORIZED, PURSUANT TO ITALIAN LAW, TO AUDIT THE FINANCIAL STATEMENTS OF LAURO VENTIDUE S.P.A.."
609154,"ADDENDUM TO SCHEDULE D, ITEM 7.A.: THE FILING ADVISER AND THE RELYING ADVISERS ARE FILING A SINGLE FORM ADV IN GOOD FAITH RELIANCE ON AND ANALOGY TO THE AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION, SEC NO-ACTION LETTER (JANUARY 19, 2012)."
625118,"SECTION 2.B. THE PRIVATE FUND ASSETS MANAGED IN THE U.S. IS $0. THE REGULATORY CONTACT FOR ETHOS CAPITAL V GP (JERSEY)LIMITED AND ETHOS CAPITAL VI GP (JERSEY) LIMITED IS SOLEY CRAIG DREYER. BOTH ETHOS CAPITAL V GP (JERSEY) LIMITED AND ETHOS CAPITAL VI GP (JERSEY) LIMITED ARE ORGANIZED AS LIMITED LIABILITY COMPANIES UNDER THE LAWS OF JERSEY AND HAVE THEIR ADDRESS AT 26 NEW STREET, ST. HELIER, JERSEY JE2 3RA.  ITEM 12: ALTHOUGH THE MINIMUM INVESTMENT COMMITMENT REQUIRED OF AN INVESTOR IN A PRIVATE FUND IS US$ 10 MILLION THE GENERAL PARTNER MAY AT ITS SOLE DISCRETION TO ACCEPT COMMITMENTS BELOW THIS AMOUNT."
635525,"THE PRIVATE FUND LISTED IN ITEM 7.B AND HEREIN HAVE BEEN REPORTED ON A CODED BASIS PURSUANT TO INSTRUCTIONS TO THIS FORM ADV"
630290,"""THE RESPONSES TO ITEM 7(B)1 OF SCHEDULE D USE INTERNAL DESIGNATIONS, INSTEAD OF NAMES, AS APPROPRIATE TO PRESERVE THE ANONYMITY OF THE PRIVATE FUNDS AND THEIR RESPECTIVE GENERAL PARTNER (OR CORRESPONDING) ENTITIES.  THE ENTITIES REFERRED TO IN ITEM 7.A OF SCHEDULE D ARE GENERAL PARTNERS OF THE FUNDS REFERRED TO IN ITEM 7.B OF SCHEDULE D AND SPECIAL PURPOSE VEHICLES FOR PURPOSES OF THE ABA LETTER.  THE FILING ADVISER AND THE SPECIAL PURPOSE VEHICLES ARE FILING A SINGLE FORM ADV IN RELIANCE ON AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION, SEC NO-ACTION LETTER (JAN. 18, 2012) (THE ""ABA LETTER"")."
635512,"ADDENDUM TO SCHEDULE D, ITEM 7.A.: THE FILING ADVISER AND THE RELYING ADVISERS ARE FILING A SINGLE FORM ADV IN GOOD FAITH RELIANCE ON AND ANALOGY TO THE AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION, SEC NO-ACTION LETTER (JANUARY 19, 2012)."
