"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1051938,"ABERDEEN ASSET MANAGEMENT INC","1735 MARKET ST #32","","PHILADELPHIA","PA","United States","19103","N","215-405-5700","","One of your branch offices or affiliates","AFFILIATE AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1051938,"ABERDEEN ASSET MANAGEMENT PLC","1 UNION WYND","UNION PLAZA 4TH FLOOR","ABERDEEN","","United Kingdom","AB10 1SL","N","+44 1224 631 9","","One of your branch offices or affiliates","ABERDEEN ASSET MANAGEMENT PLC IS THE PARENT COMPANY AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1051938,"ABERDEEN ASSET MANAGEMENT PLC","40 PRINCES STREET","","EDINBURGH","","United Kingdom","EH2 2BY","N","44 131 528 400","","One of your branch offices or affiliates","ABERDEEN ASSET MANAGEMENT PLC IS THE PARENT COMPANY AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1051938,"ABERDEEN ASSET MANAGEMENT PLC","EDINBURGH ONE","60 MORRISON STREET","EDINBURGH","","United Kingdom","EH3 8BE","N","+44 131 655510","","One of your branch offices or affiliates","ABERDEEN ASSET MANAGEMENT PLC IS THE PARENT COMPANY AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1051938,"ABERDEEN ASSET MANAGEMENT LTD.","LEVEL 10, 255 GEORGE STREET","","SYDNEY","","Australia","2000","N","612-9950-2888","612-9950-280","One of your branch offices or affiliates","AFFILIATE AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1050843,"CITCO CORPORATE SERVICES (IRELAND) LIMITED","CUSTOM HOUSE PLAZA BLOCK 6","INTERNATIONAL FINANCIAL SERVICES CENTRE","DUBLIN","","Ireland","DUBLIN 1","N","+353 1 6367810","+353 1 6367801","A third-party unaffiliated record keeper","GENERAL ADMINISTRATIVE FILES, COPIES OF CORPORATE AND ORGANIZATIONAL DOCUMENTS, DOCUMENTS RELATING TO INVESTMENTS, COMPUTATION OF REGULATORY ASSETS UNDER MANAGEMENT, PORTFOLIO COMPANIES, AFFILIATED COMPANIES AND PRIVATE FUNDS."
1044007,"LEVERPOINT MANAGEMENT, LLC","5 MAXWELL DRIVE","SUITE #135","CLIFTON PARK","NY","United States","12065","N","518-373-5500","","A third-party unaffiliated record keeper","BOOKS AND RECORDS ASSOCIATED WITH PRIVATE FUND MANAGED BY REGISTRANT."
1050561,"APPLEBY","22 VICTORIA STREET","","HAMILTON","","Bermuda","HMEX","N","441 2952244","441 2928666","A third-party unaffiliated record keeper","OFFICIAL BOOKS AND RECORDS, BOARD MEETING MINUTES"
1043331,"ACTINVER WEALTH MAN","5075 WESTHEIMER","SUITE 650","HOUSTON","TX","United States","77056","N","713-885-9843","713-885-9849","One of your branch offices or affiliates","FUND DOCUMENTS, CLIENT RECORDS, ACCOUNTING, INVESTOR INFORMATION"
1041727,"SS&C TECHNOLOGIES, INC.","80 LAMBERTON ROAD","","WINDSOR","CT","United States","06095","N","8602984500","8602984500","A third-party unaffiliated record keeper","SS&C TECHNOLOGIES, INC. IS THE INDEPENDENT FUND ADMINISTRATOR TO THE PRIVATE FUNDS ADVISED BY COALESCENCE PARTNERS INVESTMENT MANAGEMENT, LP AND MAINTAINS CERTAIN OF THE PRIVATE FUNDS' ACCOUNTING BOOKS AND RECORDS."
1051170,"EAGLE EQUITY HOLDINGS, LLC","1706 NE 10TH TERRACE","SUITE 1","CAPE CORAL","FL","United States","33909","N","732-233-7358","239-458-8883","One of your branch offices or affiliates","BANKING RECORDS; PROFIT/LOSS RECORDS AND ALL ACCOUNTING RECORDS"
1045262,"PEF SERVICES LLC","300 EXECUTIVE DRIVE","SUITE 150","WEST ORGANGE","NJ","United States","07052","N","9737958610","","A third-party unaffiliated record keeper","PEF SERVICES IS A THIRD PARTY FUND ADMINISTRATOR WHO ASSIST WITH THE ACCOUNTING AND RECORD KEEPING FOR THE PRIVATE FUNDS MANAGED BY FEF MANAGEMENT SERVICES LLC AND OTHER RELYING ADVISERS"
1031422,"CDH INVESTMENTS MANAGEMENT (HONG KONG) LIMITED","1503 LEVEL 15, INTERNATIONAL COMMERCE CENTRE","1 AUSTIN ROAD WEST","HONG KONG","","China","","N","852 35188000","852 28107083","One of your branch offices or affiliates","ACCOUNTING BOOKS AND RECORDS"
1031422,"ABOGADO PTE LTD","8 MARINA BOULEVARD #05-02","MARINA BAY FINANCIAL CENTRE TOWER 1","SINGAPORE","","Singapore","018981","N","65 63381888","65 63375100","A third-party unaffiliated record keeper","CORPORATE BOOKS AND RECORDS ARE KEPT IN THE COMPANY SECRETARY'S OFFICE"
1050336,"IRON MOUNTAIN","NORMAN ROAD","PICKARDY MANOR WAY","BELVEDERE, KENT","","United Kingdom","DA17 6JY","N","+44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS & RECORDS AS REQUIRED UNDER RULE 204-2 OF THE ADVISERS ACT."
1050432,"GORDIAN COMPLIANCE SOLUTIONS","235 MONTGOMERY STREET","SUITE 1120","SAN FRANCISCO","CA","United States","94104","N","415-762-2845","","A third-party unaffiliated record keeper","RECORDS RELATING TO COMPLIANCE PROGRAM"
1044457,"BUSINESS RECORDS MANAGEMENT","1018 WESTERN AVENUE","","PITTSBURGH","PA","United States","15233-2024","N","412-321-0505","412-321-0305","A third-party unaffiliated record keeper","DUE DILIGENCE AND PORTFOLIO COMPANY RECORDS AND CLIENT FILES."
1044457,"ZANTAZ INC.","5758 WEST LAS POSITAS BLVD.","","PLEASANTON","CA","United States","94588","N","(415) 243-9955","","A third-party unaffiliated record keeper","EMAIL RECORDS AND ELECTRONIC MESSAGING SYSTEM RECORDS."
1044457,"SMARSH, INC.","921 SW WASHINGTON STREET, 6TH FLOOR","","PORTLAND","OR","United States","97205","N","(503) 946-5980","","A third-party unaffiliated record keeper","EMAIL RECORDS AND ELECTRONIC MESSAGING SYSTEM RECORDS."
1044457,"PNC BANK NATIONAL ASSOCIATION","ONE PNC PLAZA, 249 FIFTH AVENUE, 6TH FLOOR","","PITTSBURGH","PA","United States","15222-2707","N","(412) 467-1507","(412) 762-4157","One of your branch offices or affiliates","CORPORATE AND COMPLIANCE RECORDS"
1052717,"CITCO FUND SERVICES (IRELAND) LIMITED","TELLENGANA HOUSE","","CORK","","Ireland","","N","+3530215005143","","Other","THE FIRM ACTS AS ADMINISTRATOR TO THE PRIVATE FUND. ""CITCO IS THE INDEPENDENT FUND ADMINISTRATOR TO THE PRIVATE FUNDS ADVISED BY TOWER HOUSE PARTNERS LLP AND MAINTAINS CERTAIN OF THE PRIVATE FUNDS' ACCOUNTING BOOKS AND RECORDS."""
1056860,"CITCO (CANADA) INC.","2 BLOOR STREET EAST, SUITE 2700","","TORONTO, ONTARIO","","Canada","M4W 1A8","N","416-966-9200","416-966-9210","A third-party unaffiliated record keeper","IN ITS CAPACITY AS THIRD-PARTY ADMINISTRATOR FOR THE ADVISORY CLIENTS OF O.S.S. CAPITAL MANAGEMENT LP, CITCO (CANADA) INC. MAINTAINS CERTAIN BOOKS AND RECORDS FOR THE FUNDS."
1056860,"CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","WINDWARD 1, 2ND FLOOR","REGATTA OFFICE PARK, WEST BAY ROAD","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","345-949-3977","345-949-3877","A third-party unaffiliated record keeper","IN ITS CAPACITY AS THIRD-PARTY ADMINISTRATOR FOR THE ADVISORY CLIENTS OF O.S.S. CAPITAL MANAGEMENT LP, CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED MAINTAINS CERTAIN BOOKS AND RECORDS FOR CERTAIN OF THE FUNDS."
1056860,"QUEENSGATE BANK & TRUST COMPANY LTD.","QUEENSGATE HOUSE, 113 SOUTH CHURCH STREET","GEORGE TOWN","GRAND CAYMAN","","Cayman Islands","","N","345-945-2187","345-945-2197","Other","QUEENSGATE BANK & TRUST COMPANY LTD. (""QUEENSGATE"") IS THE REGISTERED OFFICE OF THE INDEPENDENT DIRECTORS OF THE OFFSHORE FUNDS.  QUEENSGATE MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO THE OFFSHORE FUNDS INCLUDING, BUT NOT LIMITED TO, DIRECTORS' RESOLUTIONS AND MEETING MINUTES."
1056860,"INTERTRUST CORPORATE SERVICES (CAYMAN) LIMITED","190 ELGIN AVENUE","","GRAND CAYMAN","","Cayman Islands","KY1-9005","N","345-943-3100","345-945-4757","Other","INTERTRUST CORPORATE SERVICES (CAYMAN) LIMITED (""INTERTRUST"") IS THE REGISTERED OFFICE OF THE OFFSHORE FUNDS.  INTERTRUST MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO THE OFFSHORE FUNDS."
1050950,"CIBC CAYMAN","11 DR. ROY'S DRIVE","P.O. BOX 694","GRAND CAYMAN","","Cayman Islands","","N","345 949-8666","","Other","CIBC CAYMAN MAINTAINS THE ACCOUNTING RECORDS FOR CERTAIN OF PHOENICIAN'S CLIENTS. SHADOW ACCOUNTING RECORDS ARE MAINTAINED AT PHOENICIAN'S OFFICE."
1040308,"MAITLAND ADMINISTRATION US LLC","295 MADISON AVENUE","","NEW YORK","NY","United States","10017","N","6465326694","","A third-party unaffiliated record keeper","ALL FUND DOCUMENTS, FUND BANK ACCOUNT INFORMATION, AND INVESTOR INFORMATION AND DOCUMENTS."
1039785,"UMB FUND SERVICES","2225 WASHINGTON BLVD.","SUITE 300","OGDEN","UT","United States","84401","N","(801) 737-4000","","A third-party unaffiliated record keeper","FINANCIAL, ACCOUNTING AND INVESTOR RECORDS FOR THE PRIVATE INVESTMENT FUND MANAGED BY THE REGISTRANT."
1047424,"CITY ARCHIVES","499 MILL ROAD","","EDISON","NJ","United States","08837","N","888-CITYSIDE","732-429-1656","A third-party unaffiliated record keeper","OFFSITE STORAGE FACILITY WHICH HOUSES A HARD COPY OF THE FIRM'S BOOKS AND RECORDS."
1047424,"PARSSIPANY II DATA CENTER","200 WEBRO RD","","PARSIPPANY","NJ","United States","07054","N","800-638-6336","973-590-5000","A third-party unaffiliated record keeper","PROVIDES BACK-UP AND STORAGE OF ALL THE FIRM'S ELECTRONIC DATA."
1048192,"MG STOVER & CO.","1350 17TH STREET","SUITE 200","DENVER","CO","United States","80202-1525","N","(303) 410-4400","(303) 648-4864","A third-party unaffiliated record keeper","PRINCIPAL LOCATION OF ACCOUNTING RECORDS AND GENERAL LEDGER"
1049906,"MAPLES CORPORATE SERVICES LIMITED","UGLAND HOUSE","","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","+1 345 9498066","+1 345 9498080","A third-party unaffiliated record keeper","CORPORATE BOOKS AND CONSTITUTIONAL DOCUMENTS OF LIWA CAPITAL ADVISORS LTD. AND ITS SHAREHOLDER."
1057881,"SCHONFELD TOOLS LLC","3500 SUNRISE HIGHWAY","","GREAT RIVER","NY","United States","11739","N","212-832-0900","","One of your branch offices or affiliates","ADMINISTRATIVE AND FINANCIAL BOOKS AND RECORDS OF THE APPLICANT; TRANSACTIONAL BOOKS AND RECORDS OF PRIVATE INVESTMENT FUNDS"
1057881,"GLOBEOP FINANCIAL SERVICES LLC","156 W 5TH STREET","","NEW YORK","NY","United States","10019","N","212-319-9730","212-319-7690","A third-party unaffiliated record keeper","PRIVATE INVESTMENT FUND BOOKS AND RECORDS TO BE MAINTAINED BY ADMINISTRATOR"
1057881,"GLOBAL RELAY COMMINCATIONS INC.","220 CAMBIE STREET","","VANCOUVER","","Canada","V6B 2M9","N","866-484-6630","","A third-party unaffiliated record keeper","BACK-UP OF ELECTRONIC CORRESPONDENCE OF THE APPLICANT"
1047823,"CITCO FUND SERVICES (SAN FRANCISCO), INC.","560 MISSION STREET, 26TH FLOOR","","SAN FRANCISCO","CA","United States","94105","N","415.228.0390","415.228.0335","A third-party unaffiliated record keeper","FINANCIAL STATEMENTS AND SUPPORTING DOCUMENT AND BOOKS AND RECORDS NECESSARY TO CALCULATE NET ASSET VALUE OF THE PARTNERSHIP AND EACH INVESTOR HOLDINGS."
1047823,"CITCO (CANADA) INC.","2 BLOOR STREET EAST, SUITE 2700","","TORONTO","","Canada","M4W 1A8","N","416.966.9200","416.966.9210","A third-party unaffiliated record keeper","MAINTAINING A REGISTER OF INVESTORS; DOCUMENTS NECESSARY FOR ISSUANCE, TRANSFER AND INVESTOR WITHDRAWAL REQUESTS; UNAUDITED INVESTOR STATEMENTS; AND PARTNERSHIP FINANCIAL STATEMENTS."
1052222,"SS&C FUND SERVICES (CAYMAN) LTD.","45 MARKET STREET","SUITE 3205, 2ND FLOOR, GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-9003","N","345-943-3330","","A third-party unaffiliated record keeper","FUND-RELATED BOOKS AND RECORDS."
1052222,"INTERNATIONAL FUND SERVICES (IRELAND) LIMITED","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN","","Ireland","","N","35(0)317075000","35(0)317075100","A third-party unaffiliated record keeper","FUND-RELATED BOOKS AND RECORDS"
1046487,"KARMEL CAPITAL LLC","2330 COUSTEAU COURT","","VISTA","CA","United States","92081","N","858-208-3588","","One of your branch offices or affiliates","FINANCIAL RECORDS AND LEGAL DOCUMENTS"
1047649,"IKONIC FUND SERVICES","15801 JOHN J. DELANEY DRIVE,","SUITE 540","CHARLOTTE","NC","United States","28277","N","704.927.1859","704.927.1879","A third-party unaffiliated record keeper","CERTAIN RECORDS OF OUR PRIVATE FUNDS ARE MAINTAINED AT THIS ADDRESS."
1046528,"INVESTEC ASSET MANAGEMENT LIMITED","WOOLGATE EXCHANGE","25 BASINGHALL STREET","LONDON","","United Kingdom","EC2V 5HA","N","00442075972000","00442075972001","One of your branch offices or affiliates","PORTFOLIO HOLDINGS, TRADING RECORDS AND MARKETING DOCUMENTS"
1044593,"PANOPTIC FUND SERVICES","2400 BROADWAY","SUITE 220","SANTA MONICA","CA","United States","90404","N","(310) 573-8520","(310) 573-8315","A third-party unaffiliated record keeper","FUND BOOKS AND RECORDS"
1044593,"CONSTELLATION ADVISERS, LLC","1212 AVENUE OF THE AMERICAS","9TH FLOOR","NEW YORK","NY","United States","10036","N","212-300-6250","212-300-7849","A third-party unaffiliated record keeper","MANAGEMENT COMPANY BOOKS AND RECORDS"
1044593,"CAS INVESTMENT PARTNERS, LLC","1745 BROADWAY","17TH FLOOR","NEW YORK","NY","United States","10019","N","212-804-7660","","One of your branch offices or affiliates","CERTAIN MANAGEMENT COMPANY BOOKS AND RECORDS."
1047588,"SWIGEL CAPITAL MANAGEMENT LLC","16301 NE 8TH ST.","SUITE 161","BELLEVUE","WA","United States","98008-3962","N","4255027521","","One of your branch offices or affiliates","CASH JOURNAL, FINANCIAL STATEMENTS,INCOME AND EXPENSE ACCOUNT RECORDS,ORIGINAL BILLS/RECEIPTS, INTERNAL AUDIT PAPERWORK, DISCRETIONARY ACCOUNT RECORDS, SEPARATE CLIENT ACCOUNT LEDGERS, ALL WRITTEN AGREEMENTS, ALL WRITTEN AND ELECTRONIC CLIENT COMMUNICATION, ALL FUND OFFERING DOCUMENTS, ALL ADVISER LLC DOCUMENTS AND CONTACT INFO."
1041958,"LEVERPOINT MANAGEMENT LLC","5 MAXWELL DRIVER","SUITE 135","CLIFTON PARK","NY","United States","12065","N","(518) 373-5500","","A third-party unaffiliated record keeper","FULL FINANCIAL STATEMENTS, PAYROLL, AND ACCOUNT PAYABLE INFORMATION"
1047795,"SS&C TECNOLOGIES, INC","80 LAMBERTON ROAD","","WINDSOR","CT","United States","06095","N","800-234-0556","","A third-party unaffiliated record keeper","ADMINISTRATION RECORDS"
1049254,"SEI INVESTMENTS","1 FREEDOM VALLEY DRIVE","","OAKS","PA","United States","19456","N","610-676-1000","484-676-3694","A third-party unaffiliated record keeper","BOOKS AND RECORDS PRIMARILY INCLUDE INVESTOR SUBSCRIPTIONS, TRANSFER AND REDEMPTION DOCUMENTATION, INVESTOR AML DOCUMENTS, ACCOUNTING RECORDS IN SUPPORT OF THE CALCULATION OF EACH MONTH-END NAV, FINANCIAL RECORDS UTILIZED FOR THE PREPARATION OF YEAR-END FINANCIAL STATEMENTS AND AUDITED FINANCIAL STATEMENTS OF THE INDIVIDUAL FUNDS MANAGED BY EVERSEPT, DOCUMENTATION RELATED TO THE OPENING, ADMINISTRATION AND MAINTENANCE OF CUSTODY ACCOUNTS OF FUNDS MANAGED BY EVERSPET"
1049254,"FRANKEL LOUGHRAN STARR & VALLONE LLP","1475 FRANKLIN AVENUE","","GARDEN CITY","NY","United States","11530","N","516-874-8800","212-683-5121","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATED TO EVERSEPT PARTNERS, LLC AND EVERSEPT GP, LLC"
1054870,"BNY MELLON FUND SERVICES (IRELAND) LIMITED","GUILD HOUSE","GUILD STREET, IFSC","DUBLIN","","Ireland","1","N","+ 353 15427920","","A third-party unaffiliated record keeper","THIRD PARTY ADMINISTRATOR. THE ABOVE NAMED THIRD-PARTY ADMINISTRATOR IS THE PRIMARY BOOKS OF RECORD AND INCLUDES RECORDS IN RELATION TO ANTI-MONEY LAUNDERING IDENTIFICATION VERIFICATION DOCUMENTS CONCERNING THE INVESTORS IN THE FUNDS"
1048224,"XIO (UK) LLP","SUITE 1502","32 LONDON BRIDGE STREET","LONDON","","United Kingdom","SE1 9SG","N","+44 2036081278","","One of your branch offices or affiliates","RELEVANT DOCUMENTATION IN RESPECT OF THE XIO SKY LP"
1052244,"SS&C FUND SERVICES (CAYMAN) LTD.","45 MARKET STREET, SUITE 3205, 2ND FLOOR","GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-9003","N","345-943-3330","","A third-party unaffiliated record keeper","FUND-RELATED BOOKS AND RECORDS."
1052244,"CAPULA INVESTMENT MANAGEMENT LLP","8 LANCELOT PLACE","","LONDON","","United Kingdom","SW7 1DR","N","4420-7071-0900","","One of your branch offices or affiliates","CERTAIN CAPULA INVESTMENT JAPAN LIMITED BOOKS AND RECORDS."
1046273,"GERVAN BIZ PTE. LTD.","138 CECIL STREET","#12-01A CECIL COURT","SINGAPORE","","Singapore","069538","N","+65 6534 0181","","A third-party unaffiliated record keeper","STATUTORY BOOKS AND RECORDS"
1046273,"MAITLAND ADMINISTRATION LTD.","30 DAMASCUS ROAD","SUITE 202","BEDFORD, NOVA SCOTIA","","Canada","B4A 0C1","N","902 442 9450","345 949 0705","A third-party unaffiliated record keeper","MAITLAND ACTS AS ADMINISTRATOR TO PRIVATE FUNDS AND HOLDS ACCOUNTING AND INVESTOR RECORDS, AML DOCUMENTATION AND SUBSCRIPTION DOCUMENTS."
1054073,"BARING NORTH AMERICA LLC","INDEPENDENCE WHARF","470 ATLANTIC AVENUE","BOSTON","MA","United States","02210","N","617-946-5200","","One of your branch offices or affiliates","BARING NORTH AMERICA LLC MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO A FEW CLIENTS OF BARING ASSET MANAGEMENT LIMITED."
1054073,"RESTORE PLC","8 BEAM REACH","COLDHARBOUR LANE","RAINHAM ESSEX","","United Kingdom","RM13 9YB","N","01708 527 600","01708 527651","A third-party unaffiliated record keeper","RESTORE PLC IS USED TO RETAIN CERTAIN BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE KEPT ON-SITE.  SUCH BOOKS AND RECORDS ARE ARCHIVED AT RESTORE PLC."
1054073,"INSTITUTIONAL SHAREHOLDER SERVICES","702 KING FARM BOULEVARD","SUITE 400","ROCKVILLE","MD","United States","20850-4045","N","405.366.5101","405.366.5050","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATING TO APPLICANT'S PROXY VOTING ACTIVITIES ARE MAINTAINED BY INSTITUTIONAL SHAREHOLDER SERVICES"
1054073,"BARING ASSET MANAGEMENT (ASIA) LIMITED","19/F EDINBURGH TOWER, 15 QUEEN'S ROAD","THE LANDMARK","HONG KONG","","China","","N","852-2841-1411","852-2845-9050","One of your branch offices or affiliates","BARING ASSET MANAGEMENT (ASIA) LIMITED MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO CERTAIN TRADE ACTIVITY UNDERTAKEN."
1058323,"BT DATA CENTRE","8/F WARWICK HOUSE, WEST WING","TAIKOO PLACE, 979 KING'S ROAD, QUARRY BAY","HONG KONG","","China","NA","N","852 2590 7300","852 2590 7390","A third-party unaffiliated record keeper","FILING"
1058323,"CROWN DATA CENTRE","CROWN WORLDWIDE BUILDING, 9-11 YUEN ON STREET","SIU LEK YUEN, NEW TERRITORIES","HONG KONG","","China","","N","852 2636 8388","852 2637 1677","A third-party unaffiliated record keeper","FILING"
1058323,"PANER HOSAKA & YPIL, ATTORNEYS AT LAW","502 PACIFIC CENTER BUILDING","33 SAN MIGUEL AVENUE, ORTIGAS CENTER","PASIG CITY","","Philippines","1603","N","(632) 633 3611","","Other","FILING"
1045429,"CENTAUR FUND SERVICES LIMITED","2ND FLOOR, 2 CUSTOM HOUSE PLAZA","HARBOURMASTER PLACE, IFSC","DUBLIN 1","","Ireland","","N","+353 18992422","+353 18992499","A third-party unaffiliated record keeper","THIS FIRM ACTS AS THE ADMINISTRATOR TO THE PRIVATE FUND"
1044369,"SS&C FUND SERVICES ASIA LIMITED","CENTRAL PLAZA, SUITE 706","18 HARBOUR ROAD, WAN CHAI","HONG KONG","","Hong kong","00000","N","+852 2589 5729","+852 2581 2089","A third-party unaffiliated record keeper","RELEVANT DOCUMENTATION IN RESPECT OF EACH OF THE TORQ MASTER FUND LTD. AND TORQ OFFSHORE FUND LTD."
1057031,"DATA SAFE","37580 FILBERT STREET","","NEWARK","CA","United States","94560","N","650-989-3291","","A third-party unaffiliated record keeper","ALL PAPER RECORDS OF THE FIRM"
1044528,"MILES ALEXANDER","16 BURNETT ROAD","","MENDHAM","NJ","United States","07945","Y","908-879-4852","","One of your branch offices or affiliates","ALL ACCOUNTING, TAX, INSURANCE AND BANKING BOOKS AND RECORDS"
1045608,"BDO AS","MUNKEDAMSVEIEN","45","OSLO","","Norway","0250","N","004723119100","","A third-party unaffiliated record keeper","BDO IS THE COMPANIES ACCOUNTANT AND SOME OF THE RECORDS WILL BE AT BDO OFFICE."
1045608,"RECALL AS","DELIVEIEN","5","VESTBY","","Norway","154","N","004764986630","","A third-party unaffiliated record keeper","STORAGE COMPANY"
1043956,"CHAMBERS RESOURCES PTE. LTD.","150 CECIL STREET","#03-00","SINGAPORE","","Singapore","069543","N","+65.65971858","+65.6538.4123","A third-party unaffiliated record keeper","ALL STATUTORY RECORDS REQUIRED TO BE MAINTAINED UNDER THE SINGAPORE COMPANIES ACT. CHAMBERS IS APPOINTED CORPORATE SECRETARIAL AGENT."
1048429,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY","2ND FLOOR","CAMANA BAY, GRAND CAYMAN","","Cayman Islands","KY1-1205","N","345-949-3977","","A third-party unaffiliated record keeper","SUBSCRIPTION DOCUMENTS, REDEMPTION AND FINANCIAL RECORDS FOR THE FUNDS MANAGED BY THE ADVISER."
1048429,"CITCO (CANADA) INC","2 BLOOR STREET EAST","SUITE 2700","TORONTO","","Canada","M4W 1A8","N","(416) 969-6700","(416) 966-0925","A third-party unaffiliated record keeper","SUBSCRIPTION DOCUMENTS, REDEMPTION AND FINANCIAL RECORDS FOR THE FUNDS MANAGED BY THE ADVISER."
1048429,"CITCO FUND SERVICES (SAN FRANCISCO), INC.","560 MISSION STREET","26TH FLOOR","SAN FRANCISCO","CA","United States","94105","N","(415) 228 0366","","A third-party unaffiliated record keeper","SUBSCRIPTION DOCUMENTS, REDEMPTION AND FINANCIAL RECORDS FOR THE FUNDS MANAGED BY THE ADVISER."
1048429,"SMARSH","921 SW WASHINGTON ST","SUITE 540","PORTLAND","OR","United States","97205","N","866 SMARSH 1","","A third-party unaffiliated record keeper","ELECTRONIC COMMUNICATIONS."
1048429,"ABACUS GROUP, LLC","101 CALIFORNIA STREET","SUITE 3610","SAN FRANCISCO","CA","United States","94111","N","4158206000","","A third-party unaffiliated record keeper","MAINTAINS DISASTER RECOVERY BACK-UP DATA."
1047692,"SS&C FUND SERVICES (ASIA) LIMITED","SUITE 706 - 7, CENTRAL PLAZA, 18 HARBOUR ROAD","WANCHAI","HONG KONG","","Hong kong","","N","+65 6595 8620","+65 6595 8687","Other","THE ADMINISTRATOR WILL MAINTAIN RECORDS SUCH AS SUBSCRIPTION DOCUMENTS AND NAV CALCULATIONS."
1043771,"APAX PARTNERS BRAZIL CONSULTORIA LTDA.","AV. BRIGADEIRO FARIA LIMA, 2277 CJ 1704","","SAO PAULO","","Brazil","","N","55 11 4949 370","55 11 4949 379","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1043771,"TELECITY GROUP LONDON","VOLT AVENUE","POWERGATE, UNIT 1","LONDON","","United Kingdom","NW10 6PW","N","+4402070010000","","A third-party unaffiliated record keeper","A FULLY REPLICATED GLOBAL IT INFRASTRUCTURE IS SUPPORTED"
1043771,"APAX PARTNERS HONG KONG LTD.","16/F NEXXUS BUILDING","41 CONNAUGHT ROAD","CENTRAL","","Hong kong","","N","+85222005813","","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1043771,"APAX PARTNERS INDIA ADVISERS PRIVATE LTD.","2ND FLOOR, DEVCHAND HOUSE","SHIVSAGAR ESTATE, DR ANNIE BESANT ROAD, WORLI","MUMBAI","","India","","N","+912240508400","","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1043771,"APAX PARTNERS BETEILIGUNGSBERATUNG GMBH","MOEHLSTR. 10","","MUNICH","","Germany","81675","N","+49899989090","49 89 99 89 09","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1043771,"APAX PARTNERS, L.P.","601 LEXINGTON AVENUE","53RD FLOOR","NEW YORK","NY","United States","10022","N","212753630","","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1043771,"APAX INVESTMENT MANAGEMENT (SHANGHAI) COMPANY LTD.","65TH FLOOR, SHANGHAI WORLD FINANCIAL CENTER","100 CENTURY AVENUE","SHANGHAI","","China","","N","+862151985656","","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1043771,"APAX PARTNERS (ISRAEL) LTD.","MUSEUM TOWER","4 BERKOWITZ STREET","TEL AVIV","","Israel","","N","+97237774400","","One of your branch offices or affiliates","THE OVERSEAS OFFICES OF APAX PARTNERS MAINTAIN BOOKS AND RECORDS RELATED TO THE SERVICES THEY PERFORM FOR EACH OF THE PRIVATE FUNDS."
1049008,"RESOURCE FINANCIAL FUND MANAGEMENT, INC.","ONE CRESCENT DRIVE","SUITE 203","PHILADELPHIA","PA","United States","19112","N","215-717-3386","215-553-8449","One of your branch offices or affiliates","ACCOUNTING RECORDS."
