"FilingID","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Telephone Number","Facsimile Number"
"893571","136 HEBER AVENUE","SUITE 204","PARK CITY","UT","United States","84060","N","435-655-3605",""
"897115","ORIZABA","31 COL. ROMA","MEXICO, D.F.","","Mexico","06700","N","55-1168-9759","55-2789-5971"
"878099","610 NEWPORT CENTER DRIVE","SUITE 1220","NEWPORT BEACH","CA","United States","92660","N","(949) 209-6202","(949) 209-2629"
"887103","396 WASHINGTON STREET","#278","WELLESLEY HILLS","MA","United States","02481","N","6178217520",""
"868083","444 MADISON AVENUE","38TH FLOOR","NEW YORK","NY","United States","10022-6919","N","646-278-6113","646-278-6112"
"884338","806 IBM TOWER, PACIFIC CENTURY PL","2A GONGTIBEILU, CHAOYANG DISTRICT","BEIJING","","China","100027","N","861065391366","861065391367"
"884338","10F-2, 76 TUN HUA SOUTH RD","SECTION 2","TAIPEI","","Taiwan,  Republic of China","106","N","886227556033","886227092127"
"886120","63 FOREST AVE., SUITE 7A","","LOCUST VALLEY","NY","United States","11560","N","516-813-0831","516-676-2401"
"886120","89 MEDINAT HAYEHUDIM STREET","HERZLIYA BUSINESS PARK, BUILDING E, 14TH FL","HERZLIYA","","Israel","46766","N","972-983-44133",""
"894570","LEVEL 29, 35 COLLINS PLACE","","MELBOURNE","","Australia","VIC 3000","N","612-9257-7027",""
"894570","ALMOAYYED TOWER, SUITE 2113, 21ST FLOOR","BUILDING 2504, ROAD 2832, BLOCK 428, AL SEEF DISTR","MANAMA","","Bahrain","","N","+973 1756 8168",""
"895361","927 INDUSTRIAL AVE","","PALO ALTO","CA","United States","94303","N","650-352-3819",""
"879448","3000 SAND HILL ROAD","BLDG 2 SUITE 180","MENLO PARK","CA","United States","94025","N","650-627-7749","650-727-7755"
"894424","26 MARKET SQUARE","","PORTSMOUTH","NH","United States","03801","N","603-319-1565",""
"886622","WASHINGTON PLAZA - BATIMENT ARTOIS","44 RUE DE WASHINGTON","75008 PARIS","","France","","N","+442077433000","+442077431000"
"886622","SQUARE DE MEEUS 35, 1ST FLOOR","","1000 BRUSSELS","","Belgium","","N","+442077433000","+442077431000"
"886622","HARBOUR HOUSE","SUNDKROGSGADE","2100 COPENHAGEN","","Denmark","","N","+442077433000","+442077431000"
"886622","OPERA TOWER BOCKENHEIMER","LANDSTRASSE 2-4, 23RD FLOOR","D-60306 FRANKFURT","","Germany","","N","+442077433000","+442077431000"
"886622","MAX-JOSEPH-STRASSE 6","","D-80333 MUNICH","","Germany","","N","+442077433000","+442077431000"
"886622","PLAZA PABLO RUIZ PICASSO NO1","TORRE PICASSO, 14TH FLOOR","MADRID 28020","","Spain","","N","+442077433000","+442077431000"
"886622","VIA BRERA 3/5","","MILAN","","Italy","","N","+442077433000","+442077431000"
"886622","MASTER SAMUELSGATAN 1","BOX 609","114 11 STOCKHOLM","","Sweden","","N","+442077433000","+442077431000"
"886622","GRABEN 19/9","","VIENNA 1010","","Austria","","N","+442077433000","+442077431000"
"886622","DAGO CENTRUM 2ND FLOOR","RONDO ONZ 1","WARSAW","","Poland","","N","+442077433000","+442077431000"
"886622","REGUS CONVENTION TOWERS","HEERENGRACHT AND COEN, STEYTLER STREET","CAPETOWN","","South Africa","8001","N","44 131 472 720",""
"886622","LAGOUMITZI 24","","KALLITHEA","","Greece","17671","N","44 131 472 720",""
"886622","EXCHANGE PLACE ONE","1 SEMPLE STREET","EDINBURGH","","United Kingdom","EH3 8BL","N","+44 314727200",""
"886622","REMBRANDT TOWER, AMSTELPLEIN 1","1096 HA AMSTERDADM","NETHERLANDS","","Netherlands","","N","+442077433000","+442077431000"
"896301","2705, NO 2 JIANGUOMENWAI AVENUE","","BEIJING","","China","100022","N","8610-85171799","8610-85171215"
"896301","2750 SAND HILL ROAD","","MENLO PARK","CA","United States","94025","N","6502332750","6502330300"
"872912","SUITE #32, LEVEL 16, MAN YEE BUILDING","60-68 DES VOEUX ROAD","CENTRAL","","Hong kong","","N","852 3796 3012","852 3796 3013"
"872912","1ST FLOOR, UNION HOUSE","12-16 ST. MICHAEL'S STREET","OXFORD","","United Kingdom","OX1 2DU","N","44018655922",""
"872915","ONE TEMASEK AVENUE","#11-01 MILLENIA TOWER","SINGAPORE","","Singapore","039192","N","65 6705 1666",""
"872917","ONE TEMASEK AVENUE","#11-01 MILLENIA TOWER","SINGAPORE","","Singapore","039192","N","+65-6705 1666","+65-6738 0780"
"898595","ROOM 2361, 5 CORPORATE AVENUE","150 HUBIN ROAD","SHANGHAI","","China","200021","N","86 21 80135016",""
"898595","UNIT 802, OFFICE TOWER 1, CHINA CENTRAL PLACE","NO.81 JIANGUO ROAD, CHAOYANG DISTRICT","BEIJING","","China","100081","N","86 10 59695680",""
"898595","SUITE 811, 300-6 YOMGOK-DONG","SEOCHO-GU","SEOUL","","Korea, South","137-170","N","82 2 3497 1880",""
"870995","1000 SHERBROOKE STREET WEST","SUITE 1730","MONTREAL, QUEBEC","","Canada","H3A 3G4","N","514 8435128",""
"886462","1250 PROSPECT STREET","OCEAN - 4","SAN DIEGO","CA","United States","92037","N","858-551-4880","858-459-0466"
"899145","12211 TECHNOLOGY BLVD","","AUSTIN","TX","United States","78727","N","512-236-0450",""
"885215","43-45 ALLEE SCHEFFER","","LUXEMBOURG","","Luxembourg","L2520","N","+3522626977177","+3522626973000"
"885215","1 ROYAL PLAZA","ROYAL AVENUE","ST PETER PORT","","Guernsey","GY12HL","N","+441841713843",""
"887499","QUARDRIGA CAPITAL BETEILIGUNGSBERATUNG GMBH","HAMBURGER ALLEE 4","FRANKFURT","","Germany","60486","N","4969-795-0000",""
"894854","419 KIPLING","","PALO ALTO","CA","United States","94301","N","650-326-0550","650-326-0707"
"902210","4 ALBEMARLE STREET","","LONDON","","United Kingdom","W1S 4GA","N","00442077585500",""
"870352","1208, 12TH FLOOR, CORE F, CYBERPORT 3","100 CYBERPORT ROAD","HONG KONG","","China","","N","+852 22309800","+852 22309898"
"883905","1375 EAST 6TH STREET, UNIT 1","","LOS ANGELES","CA","United States","90021","N","(310) 566-5960","(310) 260-2147"
"879359","1954 GREENSPRING DRIVE","SUITE 600","TIMONIUM","MD","United States","21093","N","410-842-4000","410-842-4100"
"879359","2855 SAND HILL ROAD","","MENLO PARK","CA","United States","94025","N","650-854-9499","650-854-9397"
"872125","EXCHANGE WEST","SUITE 429","CHAPEL HILL","NC","United States","27517","N","650-796-8659",""
"885274","VERNO INVESTMENT RESEARCH LTD.","IVANA FRANKO, 8","MOSCOW","","Russia","121108","N","7 495 980 7373","7 495 980 7376"
"885274","VERNO ADVISERS AG","STUTZSTRASSE 48","SCHINDELLEGI","","Switzerland","8834","N","+41 79 6255385",""
"885274","VERNO CAPITAL LLC","400 MADISON AVENUE, SUITE 17A","NEW YORK","NY","United States","10017","N","646-412-5771",""
"885274","VERNO CAPITAL UK LLP","94 GOSDEN HILL ROAD","GUILDFORD","","United Kingdom","GU4 7JB","Y","+44 7801 14447",""
"882628","54 LAFAYETTE PLACE","","GREENWICH","CT","United States","06830","N","212.716.2650",""
"895131","C/O KARMA MGMT ADVISORY SERVICES PVT LTD","32 SHIVJI MARG, WESTEND GREENS","NEW DELHI","","India","110037","Y","+91 11 4150-3870","+91 11 4166-7135"
"895131","C/O KARMA MGMT ADVISORY SERVICES PVT LTD","B-24, QUEST OFFICES, G-BLOCK, BANDRA KURLA COMPLEX","MUMBAI","","India","400051","N","+9122 33040670","+1 203 6213229"
"893135","1ST AND 2ND FLOORS, ELIZABETH HOUSE","LES ROUETTES BRAYE","ST PETER PORT","","Guernsey","GY1 1EW","N","+97124174200","+97124174300"
"896988","470 ATLANTIC AVENUE, 10TH FLOOR","","BOSTON","MA","United States","02210","N","617-761-6550","617-761-6552"
"882714","814 MISSION STREET","","SAN FRANCISCO","CA","United States","94105","N","N/A",""
"896732","1127 JUDSON ROAD","SUITE 126","LONGVIEW","TX","United States","75601","N","903-758-2370",""
"865844","26 COURT ST.","SUITE 1104","BROOKLYN","NY","United States","11242","N","718-875-0605",""
"895103","BELLERIVESTRASSE 29","","ZURICH","","Switzerland","CH8008","N","011 41 44 215",""
"896127","INNOVATION CTR-6795 EDMOND ST","SUITE 300 - BOX 10","LAS VEGAS","NV","United States","89118","N","858 864-9212",""
"892476","ONE LETTERMAN DRIVE","BUILDING C, SUITE C3600","SAN FRANCISCO","CA","United States","94129","N","855-787-3500",""
"892476","35 BARROW STREET","GRAND CANAL DOCK","DUBLIN","","Ireland","","N","353-1-901-0336",""
"892476","ONE MARINA PARK DRIVE","10TH FLOOR","BOSTON","MA","United States","02210","N","781-290-0770",""
"886852","4306 YOAKUM BOULEVARD","SUITE 360","HOUSTON","TX","United States","77006","N","(281) 407-4845",""
"889742","RM 616, TOWER A, COFCO PLAZA","8 JIANGUOMENNEI AVENUE","BEIJING","","China","100005","N","8610- 65266655","8610-65260700"
"889742","RM. 1105, AETNA TOWER","NO. 107 ZUNYI ROAD","SHANGHAI","","China","200051","N","8621-62375408","8621-62375899"
"889742","RM. 2506, SOUTH TOWER, POLY INTERNATIONAL PLAZA","NO. 1 EAST PAZHOUDADAO","GUANGZHOU","","China","510308","N","8620-84120357","8620-84120490"
"889742","RM. 2901B, JINZHONGHUAN BUSINESS BLDG.","NO. 3037 JINTIAN ROAD","SHENZHEN","","China","518048","N","86755-82805462","86755-82805475"
"889742","RM.2209, BANCO LUSO INT'L BLD.","1-3 RUA DR. PEDRO JOSE","MACAU","","China","","N","(853)28717306","(853)28717289"
"890655","UNIT 3904, K. WAH CENTER","1010 HUAI HAI MIDDLE ROAD","SHANGHAI","","China","200031","N","8621-5404-8787","8621-5404-8996"
"890655","4TH FLOOR, AKASAKA INTERCITY","1-11-44 AKASAKA, MINATO-KU","TOKYO","","Japan","107-0052","N","813-6229-7960","813-6229-7969"
"902403","500 W. PUTNAM AVE.","SUITE 400","GREENWICH","CT","United States","06830","N","203-625-7500","203-625-7503"
"896176","ARROYO 880, 6TH FLOOR, OF. 11-12","CAPITAL FEDERAL (1007)","BUENOS AIRES","","Argentina","","N","541143280758","541143280758"
"896176","CARRERA 9, Nº 80-45, OF. 801","","BOGOTÁ","","Colombia","110221","N","571-530-5177","571-530-5175"
"896176","GUILLERMO GONZÁLEZ CAMARENA 1600, OF. 4B","COL. CENTRO SANTA FE","MÉXICO 01210 DF","","Mexico","","N","5255-5292-6348","5255-5292-6316"
"894246","27 SOUTH PARK AVE","SUITE 200","SAN FRANCISCO","CA","United States","94107","N","+16503192150",""
"900553","399 PARK AVENUE","5TH FLOOR","NEW YORK","NY","United States","10022","N","(212) 907-6041",""
"902734","308 W. ROSEMARY ST.","SUITE 308","CHAPEL HILL","NC","United States","27516","N","919-928-8005","919-928-8006"
"897796","DACHAUER STRASSE 65","","MUNICH","","Germany","80335","N","+49 89 3306660",""
"897796","WELLESLEY OFFICE PARK - BUILDING 5","303 WYMAN STREET, SUITE 300","WALTHAM","MA","United States","02451","N","781 235 0321",""
"872444","ONE MARITIME","SUITE 1610","SAN FRANCISCO","CA","United States","94111","N","415-872-3900",""
"888150","564 UNIVERSITY AVENUE","","PALO ALTO","CA","United States","95126","N","6506185900","6506185950"
"888150","295 LAFAYETTE STREET","SUITE 703","NEW YORK","NY","United States","10012","N","347-334-6533",""
"902377","160 BOVET ROAD, SUITE 400","","SAN MATEO","CA","United States","94402-3114","N","650-566-9060","650-838-9383"
"902906","55 EAST 3RD AVENUE","","SAN MATEO","CA","United States","94402","N","6502819059",""
"900971","1600 WILSON BLVD. SUITE 1210","","ARLINGTON","VA","United States","22209","N","703-752-5880",""
"879224","45 S. 7TH ST.","SUITE 3060","MINNEAPOLIS","MN","United States","55402-4436","N","612-465-8660","612-465-8661"
"879224","3333 N. TORREY PINES COURT","SUITE 300","LA JOLLA","CA","United States","92037-1025","N","858-373-5800",""
"892749","330 EAST 79TH STREET","SUITE 1D","NEW YORK","NY","United States","10075","N","212-472-1473",""
"893799","UNIT 601, 6TH FLOOR, TOWER 3, CHINA CENTRAL PLACE","NO. 77 JIAN GUO ROAD, CHAO YANG DISTRICT","BEIJING","","China","100025","N","86-10-6598-965","86-10-6598-988"
"902215","580 BROADWAY","SUITE 303","NEW YORK","NY","United States","10012","N","6174532250",""
"891720","730 FIFTH AVE","15TH FLOOR","NEW YORK","NY","United States","10019","N","212-218-8284","212-218-8207"
"903067","123 W. 3RD ST.","SUITE 5","CHASKA","MN","United States","55318","N","952-454-1745","952-400-8734"
"903052","330 S. NAPERVILLE RD.  #401","","WHEATON","IL","United States","60187","N","6304800143",""
"903169","123 W. 3RD ST.","SUITE 5","CHASKA","MN","United States","55318","N","952-454-1745","952-400-8734"
"890796","727 SANSOME ST.","3RD FLOOR","SAN FRANCISCO","CA","United States","94111","N","650-853-1700","650-853-1717"
"890796","20 CUSTOM HOUSE STREET","SUITE 830","BOSTON","MA","United States","02110","N","617-330-7872","617-330-7975"
"899013","LEVEL 16, NO. 207, SECTION 2","DUN HUA SOUTH ROAD","TAIPEI","","Taiwan,  Republic of China","106","N","886-287-220-05",""
"902681","66 HUDSON AVENUE","SUITE 201","HOBOKEN","NJ","United States","07030","N","(973) 488-7112","(973) 488-7118"
"892482","2882 SAND HILL ROAD","SUITE 106","MENLO PARK","CA","United States","94025","N","650-687-5600","650-687-5699"
"878472","300 - 70 YORK STREET","","TORONTO, ONTARIO","","Canada","M5J 1S9","N","4168688500","4163616345"
"878472","3RD FLOOR, 885 WEST GEORGIA STREET","","VANCOUVER, BC","","Canada","V6C 3E8","N","6042571081","6042571049"
"878472","300 - 2001 MCGILL COLLEGE AVENUE","","MONTREAL, QUEBEC","","Canada","H3A 1G1","N","5148611151","5148611026"
"892044","1680 MICHIGAN AVE","SUITE 1000","MIAMI BEACH","FL","United States","33139","N","1 786 319 9549",""
"892044","CRA 9 #77-67","OF 1001","BOGOTA","","Colombia","","N","+57 1 321 6355","+57 1 321 6445"
"892044","LIBERTADOR 602","PISO 5","BUENOS AIRES","","Argentina","C1001ABT","N","+54 1151295400","+54 1148162469"
"892044","BLVD. MANUEL AVILA CAMACHO NO 40 TORRE ESMERALDA I","18TH FLOOR 180-2","COLONIA LOMAS DE CHAPULTEPEC, MEXICO D.F.","","Mexico","11000","N","+52 5580009200","+52 5580009202"
"892044","AV. BRIGADEIRO FARIA LIMA 2277","CONJUNTO 604","SAO PAULO","","Brazil","CEP01452000","N","+55 1130398050","+55 1130398052"
"892044","MISIONES 1481","PISO 3","MONTEVIDEO","","Uruguay","CP11.000","N","+54 1151295453","+54 1151295403"
"894573","UNIT 1209 CHINA WORLD OFFICE 1","NO. 1 JIAN GUO MEN WAI AVENUE","BEIJING","","China","100004","N","+86 13 9103297",""
"894573","KARAPORTTI 3","","ESPOO","","Finland","02610","N","+358718008000",""
"894573","BLDG 5, TOWER C, LEVEL 20","DLF EPITOME, PHASE III, DLF CYBER CITY","GURGAON","","India","122002","N","+911244833000",""
"894573","11-13 BOULEVARD DE LA FOIRE","","LUXEMBOURG","","Luxembourg","L-1528","N","+352 262743-1",""
"894573","19 RUE EUGENE RUPPERT","","LUXEMBOURG","","Luxembourg","L-2453","N","+352 266448-1",""
"903126","85 RICHMOND STREET WEST","SUITE 520","TORONTO","","Canada","M5H 2C9","N","416.640.5411","416.640.5412"
"863626","RUA JERÔNIMO DA VEIGA, 384, 11º ANDAR, ITAIM BIBI","","SÃO PAULO - SP","","Brazil","04536001","N","55 21 35269966","55 21 32069001"
"886340","1250 PROSPECT STREET","SUITE 200","LA JOLLA","CA","United States","92037","N","858-557-1174","858-551-1175"
"902307","5605 CARNEGIE BOULEVARD SUITE 410","","CHARLOTTE","NC","United States","28209","N","704-409-3334","704-409-3330"
"902307","10955 LOWELL AVENUE, SUITE 600","","OVERLAND PARK","KS","United States","66210-2363","N","913-253-2225","913-253-2221"
"891754","309 SOUTH MAIN STREET","","SOUTHAMPTON","NY","United States","11968","Y","(212) 972-1095","(212) 972-0890"
"891754","60 EAST 42ND STREET","ROOM 721","NEW YORK","NY","United States","10165","N","212-586-7740","212-953-0890"
"896295","60 EAST 42ND STREET","50TH FLOOR","NEW YORK","NY","United States","10165","N","2128474333","2128474336"
"896295","1301 MCKINNEY STREET","SUITE 3550","HOUSTON","TX","United States","77010","N","8329249950",""
"886688","138 SPRING STREET","6TH FLOOR","NEW YORK","NY","United States","10012-3854","N","917-243-4200",""
"886688","368 CLEMENTINA STREET","","SAN FRANCISCO","CA","United States","94103","N","4155939002",""
"900014","600 CONGRESS AVENUE","SUITE 200","AUSTIN","TX","United States","78701","N","512-505-4500",""
"883790","AV. LA ENCALADA 1388 OFICINA 605","(ED. CEN. EMPRES. POLO HUNT) SANTIAGO DE SURCO","LIMA 33","","Peru","","N","(511) 434 2103",""
"883790","CALLE 116 NO. 7-15","INT. 2, OF 403","BOGOTA","","Colombia","","N","(571) 275 8340",""
"900907","TWO HARRISON STREET","SUITE 180","SAN FRANCISCO","CA","United States","94105","N","415-348-8868",""
"893787","229 W 43RD ST.","5TH FLOOR","NEW YORK","NY","United States","10036","N","917-522-0065",""
"902558","1ST FLOOR, COMMERICAL ANNEX, HOTEL GRAND","NELSON MANDELA ROAD, VASANT KUNJ II","NEW DELHI","","India","110 070","N","911149800800",""
"902558","OKEANUS BUILDING","50 RAMAT YAM STREET","HERZLIYA PITUACH","","Israel","46851","N","97299561634",""
"902357","8A WORLD TRUST CENTRE","50 STANLEY STREET, CENTRAL","HONG KONG","","Hong kong","","N","(852) 28348000","(852) 28348866"
"899613","201 SANTA MONICA BLVD.","SUITE 450","SANTA MONICA","CA","United States","90401","N","4243227084",""
"893845","UNIT 1702 TOWER 2 KERRY CENTER","1539 NANJING WEST ROAD","SHANGHAI","","China","","N","862161038400","862160671991"
"893845","A101, BUILDING 1, NO.345 FENGLI STREET","INDUSTRIAL PARK","SUZHOU","","China","","N","86512-6696 991","86512-6696 991"
"893845","UNIT 1407, EAST BLOCK, COASTAL BUILDING","HAI DE SAN DAO, NANSHAN DISTRICT","SHENZHEN","","China","518054","N","(86755) 369927","(86755) 368821"
"893845","2855 SAND HILL ROAD","","MENLO PARK","CA","United States","94025","N","+1-650-585-545","+1-650-585-545"
"893845","32F, TOWER 2 OF CHINA CENTRAL PLACE","NO.79 JIANGUO ROAD, CHAOYANG DISTRICT","BEIJING","","China","","N","8610-5769 650","8610-5969 618"
"889522","NO: 36-01 LEVEL 36, MENARA DION","27 JALAN SULTAN ISMAIL","KUALA LUMPUR","","Malaysia","50250","N","603-2072-0110","601-2072-0330"
"894680","SUITE 1609, 16/F, JARDINE HOUSE,","1 CONNAUGHT PLACE, CENTRAL,","HONG KONG","","Hong kong","","N","+852 2165 9000","+852 2165 9090"
"904643","HAREC BUILDING, 12TH FLOOR","4A LANG HA STREET, BA DINH DISTRICT","HANOI","","Vietnam","70000","N","+84437724888","+84437724868"
"904643","CAPITAL PLACE, 8TH FLOOR","6 THAI VAN LUNG, DISTRICT 1","HO CHI MINH CITY","","Vietnam","70000","N","+84838273161","+84838273162"
"894669","15F AIA CENTRAL BUILDING","1 CONNAUGHT ROAD, CENTRAL","HONG KONG","","Hong kong","","N","852-37193306","852-29180881"
"894669","TORANOMON TOWERS OFFICE 20F","4-1-28 TORANOMON, MINATO-KU","TOKYO","","Japan","105-0001","N","813-57761300",""
"894669","4501, TOWER 2, PLAZA 66","1366 NANJING ROAD WEST","SHANGHAI","","China","200040","N","8621-62883788","8621-61135806"
"894669","2405, TOWER 2, CHINA CENTRAL PLACE","79 JIANGUO ROAD, CHAOYANG DISTRICT","BEIJING","","China","100025","N","8610-85882998","8610-85882996"
"894669","32F AIA CENTRAL BUILDING","1 CONNAUGHT ROAD","HONG KONG","","Hong kong","","N","852-37193300",""
"894669","UNIT 2604, HANTANG BUILDING","OVERSEAS CHINA TOWN, NANSHAN DISTRICT","SHENZHEN","","China","518053","N","86-75526543900","86-75526543909"
"897538","ROOM 1102, 11/F, CHINA RESOURCES BUILDING","8 JIANGUOMEN NORTH STREET","BEIJING","","China","","N","+8610 85191954",""
"904646","TOWER 1, 30A ONE SILVER SEA","18 HOI FAI ROAD, TAI KOK TSUI","KOWLOON","","Hong kong","","N","+85225177232",""
"902776","26-28 HAMMERSMITH GROVE","","LONDON","","United Kingdom","W6 7BA","N","44 20 71824620",""
"902776","BELOHORSKA 34","","PRAGUE","","Czech Republic","6,169 00","N","+420 606487757","420 296 370271"
"902776","UL. EMILII PLATER 28","","WARSAW","","Poland","00-688","N","48 22 6303031","48 22 6303033"
"902776","1121 BUDAPEST","IRHAS AROK 93","BUDAPEST","","Hungary","","N","+36 305 000263",""
"886535","1 KIM SENG PROMENADE #18-07/12","GREAT WORLD CITY WEST TOWER","SINGAPORE","","Singapore","237994","N","+65 6672 7600","+65 6672 7601"
"886535","SUITE 4101, TOWER 2, PLAZA 66","1266 NANJING ROAD WEST","SHANGHAI","","China","200040","N","+862160321688","+862161135705"
"886535","303, THIRD FLOOR TOWER WING,","TAJ MAHAL PALACE & TOWER APOLLO BUNDER","MUMBAI","","India","400001","N","+912261563200",""
"886535","SUITE 2704, 27TH FLOOR, OXFORD HOUSE, TAIKOO PLACE","979 KING'S ROAD","HONG KONG","","Hong kong","","N","+852 2106 3966","+852 2523 7355"
"886535","LEVEL 18 420 GEORGE STREET SYDNEY","NSW 2000","SYDNEY","","Australia","","N","IN PROCESS","IN PROCESS"
"902178","SUITE 5601, WHEELOCK SQUARE","NO. 1717 NANJING WEST ROAD","SHANGHAI","","China","","N","+86-2152925218","+86-2152925216"
"893504","OFFICE 424, 4TH FLOOR EBENE HEIGHTS","34 CYBERCITY","EBENE","","Mauritius","","N","230-403-4331","230-403-4469"
"891823","55 OLD FIELD POINT ROAD","2ND FLOOR","GREENWICH","CT","United States","06830","N","203-629-8700","203-629-9293"
"900097","23 BEREKLEY SQ.","","LONDON","","United Kingdom","W1J 6HE","N","02033728601",""
"894092","530 FIFTH AVENUE","22ND FLOOR","NEW YORK","NY","United States","10036","N","212 444-4100","212 444-4101"
"894092","470 ATLANTIC AVENUE","4TH FLOOR","BOSTON","MA","United States","02210","N","617 995-2000","617 995-2001"
"894092","34 FARNSWORTH STREET","3RD FLOOR","BOSTON","MA","United States","02210","N","617 995-2000","617 995-2001"
"898694","3 STAMFORD LANDING","46 SOUTHFIELD AVE, SUITE 330","STAMFORD","CT","United States","06902","N","12033239118","12033239119"
"898694","12-14 ROND POINT DES CHAMPS","ELYSEES","PARIS","","France","75008","N","33153531488","33153531400"
"898694","GRAND BUILDINGS","1-3 STRAND","LONDON","","United Kingdom","WC2N 5HR","N","442070242200","442070242201"
"898694","HERENGRACHT 424 111","","AMSTERDAM","","Netherlands","1017 BZ","N","31206243699","31206279886"
"902240","KOHLMARKT 5/6","","VIENNA","","Austria","A1010","N","431528990","431532899020"
"902240","ZLOTA 79 SKYLIGHT BUILDINGS","39","WARSAW","","Poland","00/120","N","48226546415","48226546418"
"902240","56 ROMA STR. GROUND FLOOR FLAT 1","","BUCHAREST","","Romania","011775","N","40212303219","40212303226"
"902240","KAROLY KORUT","5/A","BUDAPEST","","Hungary","1075","N","36303036781","3614751111"
"902240","4 IVANA LEPSE BLVD","4TH FLOOR","KIEV","","Ukraine","03680","N","380952711747",""
"902240","HERENGRACHT","","AMSTERDAM","","Netherlands","1017BZ","N","31206243699","31206279886"
"898748","151 10TH STREET","","SAN FRANCSICO","CA","United States","94103","N","415-646-0072","415-646-0074"
"898748","60 MADISON AVENUE","SUITE 1001","NEW YORK","NY","United States","10010","N","646-597-5791","212-228-1669"
"889364","C/O FOLEY HOAG LLP, SEAPORT WEST","155 SEAPORT BOULEVARD","BOSTON","MA","United States","02210","N","617-832-1000","617-832-7000"
"900715","330 MADISON AVENUE","34TH FLOOR","NEW YORK","NY","United States","10017","N","212-231-0088",""
"902177","2200 SAND HILL ROAD, SUITE 230","","MENLO PARK","CA","United States","94025","N","650 233 0700",""
"901016","WALKERS CORPORATE SERVICES LIMITED,","WALKER HOUSE, 87 MARY STREET,","GEORGE TOWNGRAND CAYMAN, KY1-9005,","","Cayman Islands","","N","852-39619700",""
"901016","MAPLES CORPORATE SERVICES LIMITED,","PO BOX 309, UGLAND HOUSE","GRAND CAYMAN, KY1-1104","","Cayman Islands","","N","852-39619700",""
"900995","SUITES 2701-03","ONE EXCHANGE SQUARE, CENTRAL","HONG KONG","","Hong kong","","N","852-39619700",""
"900995","6/F, SOUTH TOWER C, RAYCOM INFO TECK PARK,","NO.2 KEXUEYUAN SOUTH ROAD, HAIDIAN DISTRICT","BEIJING","","China","","N","8610-82655888",""
"900410","5 LLOYDS AVENUE","3RD FLOOR","LONDON","","United Kingdom","EC3N 3AE","N","+442079771273",""
"885093","3925 BRAKER LANE","3RD FLOOR - MCC BUILDING","AUSTIN","TX","United States","78759","N","713-715-6820","713-715-6826"
"887325","10 GRESHAM STREET","","LONDON","","United Kingdom","EC2V 7AE","N","02076261500",""
"878800","3 COLUMBUS CIRCLE, SUITE 604","","NEW YORK","NY","United States","10019","N","(212) 247-4590","(212) 247-4801"
"878800","19925 STEVENS CREEK BLVD","","CUPERTINO","CA","United States","95014","N","(408) 973-7861","(408) 973-7261"
"892801","1350 AVENUE OF THE AMERICAS","SUITE 2802","NEW YORK","NY","United States","10019","N","212-218-6800",""
"874900","800 BOYLSTON STREET","SUITE 3310","BOSTON","MA","United States","02199","N","3134320321",""
"899877","SUITE 1, LEVEL 9","139 MACQUARIE STREET","SYDNEY","","Australia","NSW 2000","N","+612 8248 1100","+612 9251 7530"
"899964","60 EAST 42 STREET","SUITE 2800","NEW YORK","NY","United States","10017","N","212-247-1777",""
"893745","320 PARK AVENUE, 33RD FLOOR","","NEW YORK","NY","United States","10022-4690","N","212 386 7480",""
"893745","80 PALL MALL","","LONDON","","United Kingdom","SW1Y 5ES","N","4420 7632 1000",""
"893745","BOCKENHEIMER LANDSTRASSE 33","","FRANKFURT AM MAIN","","Germany","60325","N","49 69 97 14660",""
"893745","VIA SAN PAOLO, 10 PL.","","MILAN","","Italy","20121","N","39 02 76004740",""
"893745","28/F ONE EXCHANGE SQUARE, 8 CONNAUGHT PLACE","","HONG KONG","","Hong kong","","N","852 3972 0800",""
"903151","1107 INVESTMENT BOULEVARD","SUITE 180","EL DORADO HILLS","CA","United States","95762","N","916-941-1400","916-941-7551"
"892951","5010 WOODROW AVE.","WC142 LYLES CENTER","FRESNO","CA","United States","93740","N","559-294-6668","559-294-6655"
"896451","463 PACIFIC AVENUE","","SAN FRANCISCO","CA","United States","94133","N","415-373-6250","415-373-6255"
"893499","156 2ND STREET, SUITE 402","","SAN FRANCISCO","CA","United States","94105","N","415-702-0120",""
"899084","5404 WISCONSIN AVENUE, STE 1000","","CHEVY CHASE","MD","United States","20815","N","240-200-3355","410-537-6412"
"865266","CALLE 50 & VIA PORRAS AVE","BMW BUILDING PLAZA, 8TH FLOOR, SUITE 8B","PANAMA CITY","","Panama","","N","507-209-3800",""
"865266","CALLE ROBERTO PASTORIZA","NO. 16, SUITE 6","SANTO DOMINGO","","Dominican Republic","","N","1 809 227 0139",""
"865266","EL DERBY 055 AVENUE","CRONOS BUILDING, TOWER 1, 7TH FLOOR","LIMA","","Peru","","N","511-716-2746",""
"865266","PRIME HOLDING SERVICE BUILDING","CALLE 90 NO 12-28 PISO 2","BOGOTA","","Colombia","","N","571-638-1083",""
"904792","299 PARK AVENUE","6TH FLOOR","NEW YORK CITY","NY","United States","10171","N","+1646681490",""
"879416","2719 E THIRD AVE","","DENVER","CO","United States","80206","N","303-726-7633",""
"894776","122 S. MAIN STREET","SUITE 230","ANN ARBOR","MI","United States","48104-1929","N","734-926-9783",""
"905249","2, RUE PASQUIER","","PARIS","","France","75008","N","+33156885488",""
