"FilingID","Initial/Amended","11.C(1)","11.C(2)","11.C(3)","11.C(4)","11.C(5)","11.D(1)","11.D(2)","11.D(3)","11.D(4)","11.D(5)","11.E(1)","11.E(2)","11.E(3)","11.E(4)","11.F.","11.G.","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiator Type","Initiated By","Principal Sanction","Other Sanctions","Date Initiated","Date Initiated Exact","Date Initiated Explanation","Case Number","Employing Firm","Principal Product","Other Product","Allegations","Status","Appeal Details","Resolution","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions Ordered","Sanction Detail","Summary"
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019439,"","","","","N","Other Federal","U.S DEPARTMENT OF TREASURY OFFICE OF FOREIGN ASSET CONTROL","Civil and Administrative Penalt(ies) /Fine(s)","","06/12/2011","Y","ON OR AROUND JUNE 16, 2011","FAC NO.IA-468138","","No Product","","WITHOUT ADMITTING ANY FINDINGS OF FAULT, SOCIETE GENERALE NEW YORK BRANCH AGRRED TO PAY THE AMOUNT OF $111,359.00 IN CONNECTION WITH ALLEGATIONS THAT IT VIOLATED SECTIONS 560.206 AND 560.208 OF THE IRANIAN TRANSACTIONS REGULATIONS, 31C.F.R. PART 560, ON OR ABOUT DECEMBER 27, 2006 AND , MAY 9,2007.","Final","","Settled","06/29/2011","N","ON OR AROUND JUNE 29, 2011","Y",111358,"","","","","","","","SOCIETE GENERALE NEW YORK BRACH AGRRED TO PAY $111,359.00 FINE","SOCIETE GENERALE NEW YORK BRANCH AGREED TO PAY $111,359.00 FINE"
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019442,"","","","","N","Foreign","THE SECURITIES AND FUTURES COMMISSION (SFC) (HONG KONG)","Reprimand","REIMBURSEMENT OF CUSTOMERS; ENGAGEMENT OF INDEPENDENT REVIEWER","07/17/2012","N","ON OR AROUND 7/17/2012","","","Other","OVER-THE-COUNTER BONDS, OPTIONS AND STRUCTURED NOTES.","THE SECURITIES AND FUTURES COMMISSION (""SFC"") ALLEGED THAT, IN OVER 3,000 TRANSACTIONS BETWEEN APRIL 2003 AND JANUARY 2006, SOCIETE GENERALE, HONG KONG BRANCH FAILED TO ADEQUATELY DISCLOSE TO CUSTOMERS OF ITS WEALTH MANAGEMENT UNIT CERTAIN FEES AND CHARGES IN SECONDARY MARKET TRANSACTIONS OF OVER-THE-COUNTER BONDS, OPTIONS AND STRUCTURED NOTES (""OTC TRANSACTIONS"").","Final","","Other","07/17/2012","N","ON OR AROUND","",,"","Y","","Y","","","ENGAGEMENT OF INDEPENDENT REVIEWER","WITHOUT ADMITTING LIABILITY, SOCIETE GENERALE AGREED TO ACCEPT A REPRIMAND FROM THE SFC AND TO REIMBURSE AFFECTED CUSTOMERS THE FULL VALUE OF THE ALLEGEDLY UNDISCLOSED FEES, TOGETHER WITH INTEREST. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO ASSESS THE AMOUNT TO BE PAID TO ELIGIBLE CUSTOMERS. THE TOTAL AMOUNT TO BE REIMBURSED IS EXPECTED TO BE IN EXCESS OF $11 MILLION USD. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO REVIEW THE CONTROLS, SYSTEMS AN PROCEDURES OF ITS WEALTH MANAGEMENT UNIT IN HONG KONG IN RELATION TO ITS CURRENT PRACTICE IN CHARGING CUSTOMERS IN OTC TRANSACTIONS TO ENSURE THAT THEY ARE COMPLIANT WITH LEGAL AND REGULATORY REQUIREMENTS.","WITHOUT ADMITTING LIABILITY, SOCIETE GENERALE AGREED TO ACCEPT A REPRIMAND FROM THE SFC AND TO REIMBURSE AFFECTED CUSTOMERS THE FULL VALUE OF THE ALLEGEDLY UNDISCLOSED FEES, TOGETHER WITH INTEREST. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO ASSESS THE AMOUNT TO BE PAID TO ELIGIBLE CUSTOMERS. THE TOTAL AMOUNT TO BE REIMBURSED IS EXPECTED TO BE IN EXCESS OF $11 MILLION USD. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO REVIEW THE CONTROLS, SYSTEMS AN PROCEDURES OF ITS WEALTH MANAGEMENT UNIT IN HONG KONG IN RELATION TO ITS CURRENT PRACTICE IN CHARGING CUSTOMERS IN OTC TRANSACTIONS TO ENSURE THAT THEY ARE COMPLIANT WITH LEGAL AND REGULATORY REQUIREMENTS."
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019443,"","","","","N","Foreign","AUTORITE DES MARCHES FINANCIERS (""AMF"")","Civil and Administrative Penalt(ies) /Fine(s)","","11/01/2010","N","APPROXIMATIVE DATE THE INVESTIGATION WAS SENT TO THE SANCTIONS COMMISSION","","","No Product","","THE AMF FINED SOCIETE GENERALE AND ANOTHER FRENCH BANK 500,000 EUROS ($651,200.00 USD) EACH FOR FAILING TO ENSURE THE CONFIDENTIALITY OF INFORMATION WHEN TESTING INTEREST IN BOND SALES IN 2009.","Final","","Decision","03/22/2012","N","APPROXIMATIVE DATE","Y",651200,"","","","","","","","THE AMF FINED SOCIETE GENERALE AND ANOTHER FRENCH BANK 500,000 EUR ($651,200.00 USD) EACH FOR FAILING TO ENSURE THE CONFIDENTIALITY OF INFORMATION WHEN TESTING IN BOND SALES IN 2009.","THE AMF FINED SOCIETE GENERALE AND ANOTHER FRENCH BANK 500,000 EUROS ($651,200.00 USD) EACH FOR FAILING TO ENSURE THE CONFIDENTIALITY OF INFORMATION WHEN TESTING INTEREST IN BOND SALES IN 2009."
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019445,"","","","","N","Foreign","AUTORITE DES MARCHES FINANCIERS (AMF)","Civil and Administrative Penalt(ies) /Fine(s)","","11/22/2011","N","ON OR ABOUT 11/22/2011","","","No Product","","FOLLOWING AN INVESTIGATION, THE AMF ISSUED A DECISION FINDING THAT, IN CONNECTION WITH SELLING ASSETS BETWEEN JUNE 2007 AND JUNE 2008, SG ASSET MANAGEMENT (""SGAM"") FAILED TO EXECUTE OR EFFECTIVELY FULFIL CERTAIN RISK CONTROL AND COMPLIANCE FUNCTIONS. FOLLOWING AN INVESTIGATION, THE AMF ISSUED A DECISION FINDING THAT SG ASSET MANAGAMENT ALTERNATIVE INVESTMENTS (""SGAM AI"") FAILED TO EXECUTE OR EFFECTIVELY FULFIL CERTAIN RISK CONTROL AND COMPLIANCE FUNCTIONS IN CONNECTION WITH OVERTAKING RATIOS AND CONFLICTS OF INTEREST WITH AFFILIATE SGAM BANK. IN ADDITION, IN CONNECTION WITH ONE INVESTEMENT FUND THE AMF FOUND THAT SGAM AI PUTS ITS INTERETS BEFORE THOSE OF THE INVESTORS IN THE FUND BY MAINTAINING THE FUND'S INVESTMENT IN SGAM AI CREDIT COURT TERME.","Final","","Settled","11/22/2011","N","ON OR ABOUT 11/22/2011","Y",3280000,"","","","","","","SGAM WAS FINED 1 MILLION EUROS. SGAM AI WAS FINED 1.5 MILLION EUROS. TOTAL FINE OF BOTH ENTITIES WAS FOR 2.5 MILLION EUROS = $3,280,000 US DOLLARS.","SGAM WAS FINED 1 MILLION EUROS. SGAM AI WAS FINED 1.5 MILLION EUROS. TOTAL FINE OF BOTH ENTITIES WAS FOR 2.5 MILLION EUROS = $3,280,000 US DOLLARS.","SGAM WAS FINED 1 MILLION EUROS. SGAM AI WAS FINED 1.5 MILLION EUROS. TOTAL FINE OF BOTH ENTITIES WAS FOR 2.5 MILLION EUROS = $3,280,000 US DOLLARS."
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019446,"","","","","N","Foreign","FINANCIAL SERVICES AUTHORITY (FSA) UNITED KINGDOM","Civil and Administrative Penalt(ies) /Fine(s)","","08/25/2010","Y","","","SOCIETE GENERALE","No Product","","DURING THE PERIOD FROM NOVEMBER 2007 TO FEBRUARY 2010, SOCIETE GENERALE IN THE UNITED KINGDOM (I) DID NOT SUBMIT TRADE REPORTING DATA FOR REPORTABLE TRANSACTIONS OR SUBMITTED INACCURATE DATA IN SUCH REPORTS IN 18.8 MILLION OF ITS 23.5 MILLION REPORTABLE TRANSACTIONS, AND (II) DID NOT RETAIN AND HAVE AVAILABLE SUCH TRADE REPORTING DATA, IN VIOLATION OF FSA RULES.","Final","","Settled","08/25/2010","Y","","Y",2420000,"","","","","","","","SOCIETE GENERALE WAS FINED 1.575 MILLION BRITISH POUNDS","SEE ABOVE"
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019448,"","","","","N","Foreign","THE FRENCH COMPETITION AUTHORITY (AUTORITE DE LA CONCURRENCE).","Civil and Administrative Penalt(ies) /Fine(s)","FINE","09/20/2010","Y","","","SOCIETE GENERALE","Banking Products (Other than CD(s))","","FOLLOWING AN INVESTIGATION, THE FRENCH COMPETITION AUTHORITY (AUTORITE DE LA CONCURRENCE) ISSUED A DECISION FINDING THAT (11) MAJOR FRENCH RETAIL BANKS, INCLUDING SOCIETE GENERALE AND ITS SUBSIDIARY, CREDIT DU NORD, HAD ENGAGED IN ANTICOMPETITIVE ACTIVITY IN CONNECTION WITH FEES ASSOCIATED WITH ELECTRONIC CHECK PROCESSING SERVICES AND CERTAIN OTHER FEES FOR RELATED SERVICES IN FRANCE. THE FRENCH COMPETITION AUTHORITY FOUND THAT A FEE OF 0.043 EUROS PER CHECK WAS UNJUSTIFIED AND AN INFRINGEMENT OF COMPETITION RULES IN FRANCE AND THAT CERTAIN OTHER FEES WERE NOT PROPORTIONATE TO COSTS INCURRED BY THE BANKS. THE PRIMARY PROCESSING FEES WERE CHARGED BETWEEN JANUARY 2002 AND JULY 2007. THE GROUP OF ELEVEN BANKS WAS FINED A TOTAL OF 384.92 MILLION EUROS. SOCIETE GENERALE WAS FINED 53.47 MILLION EUROS AND CREDIT DU NORD WAS FINED 6.98 MILLION EUROS.","On Appeal","COURT OF APPEALS OF PARIS (COUR D'APPEL DE PARIS)","Decision","09/20/2010","Y","","Y",0,"","","","","","","FINE OF 53.47 MILLION EUROS FOR SOCIETE GENERALE AND 6.98 MILLION EUROS FOR CREDIT DU NORD","SOCIETE GENERALE WAS FINED 53.47 MILLION EUROS. CREDIT DU NORD WAS FINED 6.98 MILLION EUROS.","THE MATTER IS CURRENTLY BEING APPEALED."
1028898,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019449,"","","","","N","Foreign","COMMISSION BANCAIRE (FRANCE)","Reprimand","FINE","06/20/2008","N","HEARING ON 6/20/2008, DECISION ANNOUNCED ON 7/03/2008","N/A","SOCIETE GENERALE, S.A.","Options","FUTURES, STOCKS","FOLLOWING THE ANNOUNCEMENT ON JANUARY 24, 2008 BY SOCIETE GENERALE OF SIGNIFICANT LOSSES FROM CERTAIN UNAUTHORIZED TRADING ACTIVITY IN ITS PARIS OFFICE, THE FRENCH COMMISSION BANCAIRE REPRIMANDED AND FINED SOCIETE GENERALE EURO 4 MILLION FOR BREACHING REGULATORY PROVISIONS CONCERNING INTERNAL CONTROL PROCEDURES (FRENCH BANKING AND REGULATORY COMMITTEE REGULATION NO 97-02). THE REFERENCED REGULATORY ACTION RELATES SOLELY TO THE ULTIMATE PARENT COMPANY OF THE REGISTRANT IN PARIS, FRANCE AND HAS NO BEARING ON OR RELATIONSHIP TO THE BUSINESS OF THE REGISTRANT.","Final","N/A","Decision","07/03/2008","Y","","Y",6000000,"","","","","","","THE AMOUNT OF THE FINE WAS EURO 4 MILLION. THE $6 MILLION REFLECTED ABOVE IS THE APPROXIMATE CURRENT VALUE OF THE FINE IN THE UNITED STATES.","THE FRENCH COMMISSION BANCAIRE REPRIMANDED AND FINED SOCIETE GENERALE EURO 4 MILLION.","SEE EXPLANATION ABOVE."
1028898,"AMENDED","","","","","","","","","","","","Y","","","","","Affiliates",1019441,"","","","","N","SRO","ICE CLEAR CREDIT LLC","Civil and Administrative Penalt(ies) /Fine(s)","","01/25/2016","Y","","2015-404B-046","","No Product","","ICE CLEAR CREDIT LLC (""ICE CLEAR"") ISSUED A $129,000 ASSESSMENT TO SOCIETE GENERALE FOR MISSED END OF DAY CREDIT DEFAULT SWAP PRICING SUBMISSION ON NOVEMBER 27,2015. THE ASSESSMENT WAS CALCULATED ACCORDING TO ICE CLEAR'S SCHEDULE OF ASSESSMENTS UNDER ICE CLEAR RULE 702(E), PURSUANT TO WHICH ASSESSMENT AMOUNTS ARE ISSUED ACCORDING TO A ""PER MISSED PRICE"" SCHEDULE, SUBJECT TO CERTAIN DAILY MAXIMUMS.","Final","","Other","01/25/2016","Y","","Y",129000,"","","","","","","","ICE CLEAR ISSUED AND ASSESSMENT OF $129,000 WHICH WAS CALCULATED ACCORDING TO ITS RULE 702(E) SCHEDULE OF ASSESSEMENTS FOR MISSED SUBMISSIONS.","ICE CLEAR ISSUED AND ASSESSMENT OF $129,000 WHICH WAS CALCULATED ACCORDING TO ITS RULE 702(E) SCHEDULE OF ASSESSEMENTS FOR MISSED SUBMISSIONS."
1028907,"AMENDED","","","","","","","Y","Y","","","","","","","","","Affiliates",1019463,"","","","","N","Foreign","FINANCIAL SERVICES AGENCY (FSA) (JAPAN)","Suspension","","10/16/2012","Y","","","","Other","CORPORATE PENSION FUND BUSINESS & PRIVATE BANKING ACTIVITIES","THE FSA HAS SUSPENDED BUSINESS OPERATIONS RELATED TO THE TRUST BUSINESS IN THE CORPORATION DIVISION OF SOCIETE GENERALE PRIVATE BANKING JAPAN, LTD. FROM OCTOBER 23,2012 TO JANUARY 22, 2013. THE FSA HAS SUSPENDED BUSINESS OPERATIONS IN THE PRIVATE BANKING DIVISION FROM OCTOBER 23, 2012 TO NOVEMBER 22, 2012.","Final","","Decision","10/16/2012","Y","","",,"","","","","","Y","","THE FSA HAS SUSPENDED BUSINESS OPERATIONS RELATED TO THE TRUST BUSINESS IN THE CORPORATION DIVISION OF SOCIETE GENERALE PRIVATE BANKING JAPAN, LTD. FROM OCTOBER 23, 2012 TO JANUARY 22, 2013. THE FSA HAS SUSPENDED BUSINESS OPERATIONS IN THE PRIVATE BANKING DIVISION FROM OCTOBER 23, 2012 TO NOVEMBER 22, 2012.","THE FSA HAS SUSPENDED BUSINESS OPERATIONS RELATED TO THE TRUST BUSINESS IN THE CORPORATION DIVISION OF SOCIETE GENERALE PRIVATE BANKING JAPAN, LTD. FROM OCTOBER 23, 2012 TO JANUARY 22, 2013. THE FSA HAS SUSPENDED BUSINESS OPERATIONS IN THE PRIVATE BANKING DIVISION FROM OCTOBER 23, 2012 TO NOVEMBER 22, 2012."
1028907,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates",1019459,"","","","","N","Foreign","ACPR (PRUDENTIAL SUPERVISORY AUTHORITY) FRENCH REGULATOR","Other","A FINE, A REPRIMAND AND PUBLICATION OF THE DECISION","05/22/2013","Y","","N/A","","Other","THE RESOURCES AND PROCEDURES DEPLOYED BY SOCIETE GENERALE PURSUANT TO THE LEGAL REQUIREMENTS RELATING TO THE ""RIGHT TO A BANK ACCOUNT"" (""DROIT AU COMPTE"")","ON MAY 22,2013, THE ACPR (FRENCH PRUDENTIAL SUPERVISORY AND RESOLUTION AUTHORITY) LAUNCHED DISCIPLINARY PROCEEDINGS AGAINST SOCIETE GENERALE IN RELATION TO THE RESOURCES AND PROCEDURES DEPLOYED BY IT PURSUANT TO THE LEGAL REQUIREMENTS RELATING TO THE THE ""RIGHT TO A BANK ACCOUNT"" (""DROIT AU COMPTE""). ON APRIL 11,2014 THE ACPR SANCTIONS COMMISSION IMPOSED THE FOLLOWING SANCTIONS ON SOCIETE GENERALE : A FINE OF EUR 2 MILLION, A REPRIMAND, AND THE PUBLICATION OF THE DECISION","On Appeal","IN MAY 2014, SOCIETE GENERALE REFERRED THIS DECISION TO THE CONSEIL D'ETAT (THE COUNCIL OF STATE).","Other","10/22/2014","N","BY A JUDGMENT HANDED DOWN ON OCTOBER 22,2014, THE COUNCIL OF STATE CANCELED THE ACPR'S APRIL 2014 PENALTY. BY A LETTER DATED NOVEMBER 9,2015, THE ACPR INFORMED SOCIETE GENERALE THAT IT WILL RESUME THE PROCEEDINGS BEFORE THE SANCTIONS COMMISSION.","Y",2584600,"","","","","","","BY A JUDGMENT HANDED DOWN ON OCTOBER 22,2014, THE COUNCIL OF STATECANCELED THE ACPR'S APRIL 2014 PENALTY. BY A LETTER DATED NOVEMBER 9,2015, THE ACPRINFORMED SOCIETE GENERALE THAT IT WILL RESUME THE PROCEEDINGS BEFORE THE SANCTIONS COMMISSION","BY A JUDGMENT HANDED DOWN ON OCTOBER 22,2014, THE COUNCIL OF STATECANCELED THE ACPR'S APRIL 2014 PENALTY. BY A LETTER DATED NOVEMBER 9,2015, THE ACPRINFORMED SOCIETE GENERALE THAT IT WILL RESUME THE PROCEEDINGS BEFORE THE SANCTIONS COMMISSION","BY A JUDGMENT HANDED DOWN ON OCTOBER 22,2014, THE COUNCIL OF STATECANCELED THE ACPR'S APRIL 2014 PENALTY. BY A LETTER DATED NOVEMBER 9,2015, THE ACPRINFORMED SOCIETE GENERALE THAT IT WILL RESUME THE PROCEEDINGS BEFORE THE SANCTIONS COMMISSION"
1028907,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates",1019466,"","","","","N","Foreign","FINANCIAL MARKET AUTHORITY","","","09/11/2008","Y","","N/A","SOCIETE GENERALE","Other","EQUITY LISTED ON EURONEXT","THE FINANCIAL MARKET AUTHORITY (AMF) FINED SOCIETE GENERALE 500,000 EUROS FOR (I) BREACHING ARTICLE 332-6 OF THE GENERAL REGULATION OF AMF BY FAILING TO PROVE THE EXISTENCE OF CLIENT INSTRUCTIONS FOR A SIGNIFICANT NUMBER OF SUBSCRIPTIONS TO THE PUBLIC OFFERING BY THE EDF GROUP AND (II) BREACHING ARTICLES 321-24. 321-42, 321-43, 321-47, AND 321-76 OF THE GENERAL REGULATION OF THE AMF BY REDUCING THE SIZE OF CERTAIN SUBSCRIPTION ORDERS AND FAILING TO HAVE IN PLACE SUFFICIENT SUPERVISORY TOOLS IN THIS AREA.","Final","","Decision","09/11/2008","Y","","Y",696700,"","","","","","","","THE AMF FINED SOCIETE GENERALE 500,000 EUROS = $696,700 AS OF 09/11/2008","PLEASE SEE EXPLANATION ABOVE. THE MATTER IS FINAL."
1028907,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates",1019469,"","","","","N","Foreign","EUROPEAN COMMISSION","Other","FINE OF EUR 445.9 MILLION","12/04/2013","N","DATE ORIGINAL DECISION WAS ISSUED BY EUROPEAN COMMISSION","DECISION NO C(2013) 8512","SOCIETE GENERALE S.A.","Other","EURIBOR RATE","INTERNAL INVESTIGATION CARRIED OUT BY THE BANK FOR NEARLY TWO YEARS IN CLOSE COOPERATION WITH THE EUROPEAN COMMISSION UNCOVERED SOME ATTEMPTS TO MANIPULATE THE EURIBOR RATE, DATING BACK TO A LIMITED TIME PERIOD BETWEEN MARCH 2006 AND MAY 2008. HOWEVER, THE EVENTS OCCURRED FOR THE MOST PART OVER ONE YEAR, BETWEEN MARCH 2006 AND MARCH 2007. ON 4 DECEMBER 2013, THE EUROPEAN COMMISSION ISSUED A DECISION FURTHER TO ITS INVESTIGATION INTO THE EURIBOR RATE, THAT PROVIDES FOR THE PAYMENT BY SOCIETE GENERALE OF AN AMOUNT OF EUR 445.9 MILLION IN RELATION TO EVENTS THAT OCCURRED BETWEEN MARCH 2006 AND MAY 2008. SOCIETE GENERALE HAS FILED AN APPEAL WITH THE EU GENERAL COURT REGARDING THE METHOD USED TO DETERMINE THE VALUE OF THE SALES THAT SERVED AS A BASIS FOR THE CALCULATION OF THE FINE.","On Appeal","APPEAL FILED WITH THE EU GENERAL COURT ON FEBRUARY 14, 2014, CASE T-98/14, SOCIÉTÉ GÉNÉRALE V COMMISSION","Other","12/04/2013","N","DATE OF DECISION: DECEMBER 4, 2013; DATE OF APPEAL: FEBRUARY 14, 2014","Y",606625547,"","","","","","","EUR 445.9 MILLION, ON APPEAL CHALLENGING METHOD USED TO DETERMINE FINE.","EUR 445.9 MILLION, ON APPEAL CHALLENGING METHOD USED TO DETERMINE FINE.","PLEASE SEE EXPLANATION ABOVE. THE MATTER IS ON APPEAL"
1028907,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019458,"","","","","N","Other Federal","U.S DEPARTMENT OF TREASURY OFFICE OF FOREIGN ASSET CONTROL","Civil and Administrative Penalt(ies) /Fine(s)","","06/12/2011","Y","ON OR AROUND JUNE 16, 2011","FAC NO.IA-468138","","No Product","","WITHOUT ADMITTING ANY FINDINGS OF FAULT, SOCIETE GENERALE NEW YORK BRANCH AGRRED TO PAY THE AMOUNT OF $111,359.00 IN CONNECTION WITH ALLEGATIONS THAT IT VIOLATED SECTIONS 560.206 AND 560.208 OF THE IRANIAN TRANSACTIONS REGULATIONS, 31C.F.R. PART 560, ON OR ABOUT DECEMBER 27, 2006 AND , MAY 9,2007.","Final","","Settled","06/29/2011","N","ON OR AROUND JUNE 29, 2011","Y",111358,"","","","","","","","SOCIETE GENERALE NEW YORK BRACH AGRRED TO PAY $111,359.00 FINE","SOCIETE GENERALE NEW YORK BRANCH AGREED TO PAY $111,359.00 FINE"
1028907,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019461,"","","","","N","Foreign","THE SECURITIES AND FUTURES COMMISSION (SFC) (HONG KONG)","Reprimand","REIMBURSEMENT OF CUSTOMERS; ENGAGEMENT OF INDEPENDENT REVIEWER","07/17/2012","N","ON OR AROUND 7/17/2012","","","Other","OVER-THE-COUNTER BONDS, OPTIONS AND STRUCTURED NOTES.","THE SECURITIES AND FUTURES COMMISSION (""SFC"") ALLEGED THAT, IN OVER 3,000 TRANSACTIONS BETWEEN APRIL 2003 AND JANUARY 2006, SOCIETE GENERALE, HONG KONG BRANCH FAILED TO ADEQUATELY DISCLOSE TO CUSTOMERS OF ITS WEALTH MANAGEMENT UNIT CERTAIN FEES AND CHARGES IN SECONDARY MARKET TRANSACTIONS OF OVER-THE-COUNTER BONDS, OPTIONS AND STRUCTURED NOTES (""OTC TRANSACTIONS"").","Final","","Other","07/17/2012","N","ON OR AROUND","",,"","Y","","Y","","","ENGAGEMENT OF INDEPENDENT REVIEWER","WITHOUT ADMITTING LIABILITY, SOCIETE GENERALE AGREED TO ACCEPT A REPRIMAND FROM THE SFC AND TO REIMBURSE AFFECTED CUSTOMERS THE FULL VALUE OF THE ALLEGEDLY UNDISCLOSED FEES, TOGETHER WITH INTEREST. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO ASSESS THE AMOUNT TO BE PAID TO ELIGIBLE CUSTOMERS. THE TOTAL AMOUNT TO BE REIMBURSED IS EXPECTED TO BE IN EXCESS OF $11 MILLION USD. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO REVIEW THE CONTROLS, SYSTEMS AN PROCEDURES OF ITS WEALTH MANAGEMENT UNIT IN HONG KONG IN RELATION TO ITS CURRENT PRACTICE IN CHARGING CUSTOMERS IN OTC TRANSACTIONS TO ENSURE THAT THEY ARE COMPLIANT WITH LEGAL AND REGULATORY REQUIREMENTS.","WITHOUT ADMITTING LIABILITY, SOCIETE GENERALE AGREED TO ACCEPT A REPRIMAND FROM THE SFC AND TO REIMBURSE AFFECTED CUSTOMERS THE FULL VALUE OF THE ALLEGEDLY UNDISCLOSED FEES, TOGETHER WITH INTEREST. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO ASSESS THE AMOUNT TO BE PAID TO ELIGIBLE CUSTOMERS. THE TOTAL AMOUNT TO BE REIMBURSED IS EXPECTED TO BE IN EXCESS OF $11 MILLION USD. SOCIETE GENERALE ALSO AGREED TO ENGAGE AN INDEPENDENT REVIEWER TO REVIEW THE CONTROLS, SYSTEMS AN PROCEDURES OF ITS WEALTH MANAGEMENT UNIT IN HONG KONG IN RELATION TO ITS CURRENT PRACTICE IN CHARGING CUSTOMERS IN OTC TRANSACTIONS TO ENSURE THAT THEY ARE COMPLIANT WITH LEGAL AND REGULATORY REQUIREMENTS."
1028907,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019462,"","","","","N","Foreign","AUTORITE DES MARCHES FINANCIERS (""AMF"")","Civil and Administrative Penalt(ies) /Fine(s)","","11/01/2010","N","APPROXIMATIVE DATE THE INVESTIGATION WAS SENT TO THE SANCTIONS COMMISSION","","","No Product","","THE AMF FINED SOCIETE GENERALE AND ANOTHER FRENCH BANK 500,000 EUROS ($651,200.00 USD) EACH FOR FAILING TO ENSURE THE CONFIDENTIALITY OF INFORMATION WHEN TESTING INTEREST IN BOND SALES IN 2009.","Final","","Decision","03/22/2012","N","APPROXIMATIVE DATE","Y",651200,"","","","","","","","THE AMF FINED SOCIETE GENERALE AND ANOTHER FRENCH BANK 500,000 EUR ($651,200.00 USD) EACH FOR FAILING TO ENSURE THE CONFIDENTIALITY OF INFORMATION WHEN TESTING IN BOND SALES IN 2009.","THE AMF FINED SOCIETE GENERALE AND ANOTHER FRENCH BANK 500,000 EUROS ($651,200.00 USD) EACH FOR FAILING TO ENSURE THE CONFIDENTIALITY OF INFORMATION WHEN TESTING INTEREST IN BOND SALES IN 2009."
1028907,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019464,"","","","","N","Foreign","AUTORITE DES MARCHES FINANCIERS (AMF)","Civil and Administrative Penalt(ies) /Fine(s)","","11/22/2011","N","ON OR ABOUT 11/22/2011","","","No Product","","FOLLOWING AN INVESTIGATION, THE AMF ISSUED A DECISION FINDING THAT, IN CONNECTION WITH SELLING ASSETS BETWEEN JUNE 2007 AND JUNE 2008, SG ASSET MANAGEMENT (""SGAM"") FAILED TO EXECUTE OR EFFECTIVELY FULFIL CERTAIN RISK CONTROL AND COMPLIANCE FUNCTIONS. FOLLOWING AN INVESTIGATION, THE AMF ISSUED A DECISION FINDING THAT SG ASSET MANAGAMENT ALTERNATIVE INVESTMENTS (""SGAM AI"") FAILED TO EXECUTE OR EFFECTIVELY FULFIL CERTAIN RISK CONTROL AND COMPLIANCE FUNCTIONS IN CONNECTION WITH OVERTAKING RATIOS AND CONFLICTS OF INTEREST WITH AFFILIATE SGAM BANK. IN ADDITION, IN CONNECTION WITH ONE INVESTEMENT FUND THE AMF FOUND THAT SGAM AI PUTS ITS INTERETS BEFORE THOSE OF THE INVESTORS IN THE FUND BY MAINTAINING THE FUND'S INVESTMENT IN SGAM AI CREDIT COURT TERME.","Final","","Settled","11/22/2011","N","ON OR ABOUT 11/22/2011","Y",3280000,"","","","","","","SGAM WAS FINED 1 MILLION EUROS. SGAM AI WAS FINED 1.5 MILLION EUROS. TOTAL FINE OF BOTH ENTITIES WAS FOR 2.5 MILLION EUROS = $3,280,000 US DOLLARS.","SGAM WAS FINED 1 MILLION EUROS. SGAM AI WAS FINED 1.5 MILLION EUROS. TOTAL FINE OF BOTH ENTITIES WAS FOR 2.5 MILLION EUROS = $3,280,000 US DOLLARS.","SGAM WAS FINED 1 MILLION EUROS. SGAM AI WAS FINED 1.5 MILLION EUROS. TOTAL FINE OF BOTH ENTITIES WAS FOR 2.5 MILLION EUROS = $3,280,000 US DOLLARS."
