"FilingID","Primary Business","Business Name"
"800162","INVESTMENT MANAGEMENT FOR PRIVATE FUNDS",""
"825788","COMMERCIAL PROPERTY OWNERSHIP, MANAGEMENT AND BROKERAGE","GRAMERCY MANAGEMENT, INC, HOUSTON STONEGATE LLC"
"827620","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"823700","SERVE AS THE GENERAL PARTNER OF PRIVATE EQUITY INVESTMENT FUNDS FORMED IN JAPAN",""
"826605","INVESTMENT MANAGEMENT / HOLDING COMPANY","CHASM CAPITAL MANAGEMENT LLC"
"827948","MANAGEMENT SERVICES PROVIDED TO STEEL PARTNERS HOLDINGS L.P.",""
"825074","THE FIRM INVESTS INTO DYNAMIC, GROWTH COMPANIES IN THE UK LOWER-TO-MID MARKET IN COMPANIES VALUED FROM £10M TO £75M IN A VARIETY OF SITUATIONS INCLUDING, INTER ALIA, MINORITY INVESTMENTS, MANAGEMENT BUYOUTS / BUY-INS, DEVELOPMENT AND REPLACEMENT CAPITAL.",""
"832402","MANAGEMENT SERVICES PROVIDED TO STEEL PARTNERS HOLDINGS L.P.",""
"821909","APPLICANT'S PRIMARY BUSINESS ACTIVITIES ARE THE MANAGEMENT OF TWO PRIVATE AIRCRAFT HELD BY SUBSIDIARIES.",""
"832781","REAL ESTATE SYNDICATION: THE POOLING OF MONEY FROM NUMEROUS INVESTORS AND ORGANIZING THESE FUNDS AS A WHOLE INTO REAL ESTATE PROJECTS FOR A COMMON PURPOSE OR A COMMON GOAL;SUCH AS LARGE SCALE REAL ESTATE DEVELOPMENT.",""
"834557","LFG PROVIDES LITIGATION FUNDING (I.E., APPEAL FUNDING, CLASS ACTION CASES, JUDGMENTS ON APPEAL, CASES ON REMAND & COMPLEX SETTLEMENTS) TO ATTORNEYS & THEIR CLIENTS. LFG IS A LICENSED LENDER & BROKER UNDER THE CALIFORNIA FINANCE LENDERS LAW.",""
"837468","REAL ESTATE LENDING; FINANCE AND INVESTMENTS; AND THE INTRASTATE SALE (UNDER EXEMPTION) OF LOANS SECURED BY DEEDS OF TRUST",""
"838224","MANAGEMENT OF PROPRIETARY TRADING FIRM","TRILLIUM TRADING, LLC"
"843785","VENTURE CAPITAL INVESTMENT MANAGEMENT FIRM",""
"846388","VENTURE CAPITAL INVESTMENT MANAGEMENT FIRM",""
"846917","EARLY STAGE VENTURE CAPITAL FIRM",""
"850711","SERVING AS GENERAL PARTNER AND MANAGER OF PRIVATE FUNDS DOMICILIED OUTSIDE THE US AND CONDUCLING BUSINESS OUTSIDE OF  THE US.",""
"851461","SERVING AS GENERAL PARTNER AND MANAGER OF PRIVATE FUNDS DOMICILIED OUTSIDE THE US AND CONDUCLING BUSINESS OUTSIDE OF  THE US.",""
"851692","SERVING AS GENERAL PARTNER AND MANAGER OF PRIVATE FUNDS DOMICILIED OUTSIDE THE US AND CONDUCLING BUSINESS OUTSIDE OF  THE US.",""
"847737","THE APPLICANT IS A SPECIALIST FIRM THAT PROVIDES COMPENSATION PLANNING SERVICES AND EMPLOYEE REWARD PLANS INVOLVING OFFSHORE TRUSTS AND COMPANIES FOR FIRMS OPERATING MAINLY IN THE UK'S FINANCIAL SERVICES SECTOR.",""
"854739","THE PRIMARY BUSINESS OF EXWORKS CAPITAL, LLC IS PROVIDING DEBT FINANCING SERVICES.",""
"855237","RESEARCH SERVICES.",""
"856927","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"846897","WE ARE A PRIVATE WEALTH MANAGEMENT COMPANY FOR ULTRA HIGH NET WORTH INDIVIDUALS AND SMALL INSTITUTIONS (FOR NON-US CLIENTS).",""
"843764","REAL ESTATE INVESTMENT, MANAGEMENT, DEVELOPMENT AND BROKERAGE.","STERLING BAY COMPANIES, LLC; STERLING BAY PROPERTY MANAGEMENT, LLC; STERLING BAY DEVELOPMENT MGMT, LLC; STERLING BAY REALTY, LLC"
"862302","WE ARE A PRIVATE WEALTH MANAGEMENT COMPANY FOR ULTRA HIGH NET WORTH INDIVIDUALS AND SMALL INSTITUTIONS (FOR NON-US CLIENTS).",""
"845442","GLOBAL FINANCIAL ADVISORY INCLUDE M&A AND STRATEGIC ADVISORY AND FINANCING ADVISORY (INCLUDING RESTRUCTURING) TO GOVERNMENTS, CORPORATIONS, INSTITUTIONS AND INDIVIDUALS.",""
"865769","LFG PROVIDES LITIGATION FUNDING (I.E., APPEAL FUNDING, CLASS ACTION CASES, JUDGMENTS ON APPEAL, CASES ON REMAND & COMPLEX SETTLEMENTS) TO ATTORNEYS & THEIR CLIENTS. LFG IS A LICENSED LENDER & BROKER UNDER THE CALIFORNIA FINANCE LENDERS LAW.",""
"865894","FUND OF FUNDS",""
"854639","TECHNOLOGY BROKERAGE AND OPEN INNOVATION SERVICES PROVIDER",""
"870293","WE PURCHASE AND MANAGE FOR INVESTMENT, TAX LIEN CERTIFICATES. WE ALSO ORIGINATE AND SERVICE PRIVATE FIRST MORTGAGES.","NEW WAVE LOANS RESIDENTIAL, LLC"
"869376","FUND MANAGER AND INVESTMENT MANAGER TO PRIVATE INVESTMENT FUNDS, INCLUDING HEDGE FUNDS AND MULTI-STRATEGY INVESTMENT FUNDS.",""
"871833","ADVISORY",""
"874598","EARLY STAGE VENTURE CAPITAL FIRM",""
"876064","COMMERCIAL PROPERTY OWNERSHIP, MANAGEMENT AND BROKERAGE","GRAMERCY MANAGEMENT, INC, HOUSTON STONEGATE LLC"
"865042","PRIVATE EQUITY ADVISORS",""
"876868","REAL ESTATE FUND AND INVESTMENT MANAGEMENT",""
"867611","PORTFOLIO MANAGER AND REGISTERED REPRESENTATIVE OF NEUBERGER BERMAN LLC",""
"879844","VENTURE CAPITAL",""
"883918","TO PROVIDE NON-INVESTMENT ADVISORY TYPE CONSULTING SERVICES TO VARIOUS PRIVATE COMPANIES.",""
"884300","REAL ESTATE LENDING; FINANCE AND INVESTMENTS; AND THE INTRASTATE SALE (UNDER EXEMPTION) OF LOANS SECURED BY DEEDS OF TRUST",""
"881332","MAINLY INVOLVED BUT NOT LIMITED TO HIGH YIELD AND HIGH GRADE BOND (FIXED INCOME BONDS) TRADING IN ASIAN MARKETS WITH HEDGING INSTRUMENTS INCLUDING FUTURES, OPTIONS, CDS AND NDF/FX OPTIONS ETC..",""
"885946","VENTURE CAPITAL",""
"885852","MANAGE FUNDS THAT MAKE DEBT/EQUITY INVESTMENTS IN GROWTH COMPANIES.",""
"885062","INVESTMENT MANAGEMENT FOR PRIVATE FUNDS",""
"885883","INVESTIGATIVE SERVICES, FORENSIC AUDITING, AND MANAGEMENT CONSULTING.",""
"869947","GGI HAS DEVELOPED AND EXECUTED A SERIES OF INNOVATIVE PROGRAMS AIMED AT STRENGTHENING THE ENTREPRENEURIAL ECOSYSTEM IN PUERTO RICO. GGI'S ULTIMATE GOAL IS TO LEAD IN BUILDING AN ENTREPRENEURIAL ECOSYSTEM THAT DEVELOPS GLOBAL ENTREPRENEURS AND VENTURES.","ENTERPRIZE EVENTS, INC."
"884794","INVESTMENT IN LOW INCOME HOUSING TAX CREDIT PROJECTS.",""
"887801","GGI HAS DEVELOPED AND EXECUTED A SERIES OF INNOVATIVE PROGRAMS AIMED AT STRENGTHENING THE ENTREPRENEURIAL ECOSYSTEM IN PUERTO RICO. GGI'S ULTIMATE GOAL IS TO LEAD IN BUILDING AN ENTREPRENEURIAL ECOSYSTEM THAT DEVELOPS GLOBAL ENTREPRENEURS AND VENTURES.","ENTERPRIZE EVENTS, INC."
"888048","THE PRIMARY BUSINESS OF WYNN-CROSBY MANAGEMENT, LTD. INVOLVES THE ACQUISITION, MANAGEMENT, DEVELOPMENT AND OPERATION OF OIL AND NATURAL GAS PROPERTIES, INTERESTS AND RELATED ASSETS.",""
"887944","WE ARE A FUND MANAGEMENT COMPANY.",""
"889243","REPORTING AND ADMINISTRATIVE SERVICES",""
"887813","STELAC CAPITAL PARTNERS IS A PRIVATE EQUITY INVESTMENT FIRM FOCUSED PRIMARILY ON SMALL COMPANIES IN THE UNITED STATES AND REST OF WORLD. WE PROVIDE GROWTH CAPITAL TO SMALL BUSINESSES. OVER 95% OF OUR ASSETS COME FROM OUTSIDE OF THE UNITED STATES.",""
