"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1029961,"BNY MELLON FUND SERVICES (IRELAND) LIMITED","RIVERSIDE TWO","SIR JOHN ROGERSON'S QUAY, GRAND CANAL DOCK","DUBLIN 2","","Ireland","","N","353 1 790 3555","","A third-party unaffiliated record keeper","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM"
1029961,"CITCO FUND SERVICES (IRELAND) LIMITED","BLOCK 6, CUSTOM HOUSE PLAZA, IFSC","","DUBLIN 1","","Ireland","","N","353(1)637 7300","","A third-party unaffiliated record keeper","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM"
1029961,"DB FUND SERVICES LLC","1761 EAST ST. ANDREWS PLACE","","SANTA ANA","CA","United States","92705","N","7142476335","","One of your branch offices or affiliates","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM."
1029961,"JT DATA CENTRE","LA GRANDE ROUTE DE ST MARTIN","","ST SAVIOUR, CHANNEL ISLANDS","","Jersey","","N","+44 1534 882 3","","Other","DATA BACK-UP AND ARCHIVING."
1028898,"SOCIETE GENERALE S.A.","17 COURS VALMY, TOURS SOCIETE GENERALE","","PARIS LA DEFENSE","","France","92987","N","33 1 42149000","","One of your branch offices or affiliates","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1028898,"GLOBEOP FINANCIAL SERVICES LLC","ONE SOUTH ROAD","","HARRISON","NY","United States","10528","N","19146703600","","A third-party unaffiliated record keeper","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISER ACT OF 1940."
1028898,"SG HAMBROS FUND MANAGERS (JERSEY) LIMITED","18 ESPLANADE","","ST HELIER","","Jersey","JE4 8RT","N","44 1534 815555","","One of your branch offices or affiliates","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1028898,"INTERNATIONAL FUNDS SERVICES (IRELAND) LIMITED","BISHOP SQUARE REDMOND'S HILL","","DUBLIN","","Ireland","","N","01135317075013","","A third-party unaffiliated record keeper","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1028898,"SG HAMBROS TRUST COMPANY (CHANNEL ISLANDS) LIMITED","18 ESPLANADE","","ST HELIER","","Jersey","JE4 8RT","N","44 1534 815555","","One of your branch offices or affiliates","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1029991,"CITCO FUND SERVICES (IRELAND) LIMITED","CUSTOM HOUSE PLAZA BLOCK 6","INTERNATIONAL FINANCIAL SERVICES CENTRE","DUBLIN","","Ireland","","N","353214836675","","A third-party unaffiliated record keeper","THE BOOKS AND RECORDS KEPT BY CITCO FUND SERVICES CONSIST OF THOSE RECORDS TYPICALLY KEPT BY A FUND ADMINISTRATOR INCLUDING, BUT NOT LIMITED TO, CORPORATE AND FINANCIAL RECORDS, INVESTOR RELATIONSHIP RECORDS AND FUND PORTFOLIO MANAGEMENT RECORDS."
1028106,"IDFC LIMITED","2ND FLOOR, THE CAPITAL COURT","OLOF PALME MARG, MUNIRKA","NEW DELHI","","India","110067","N","911143311000","911126713359","One of your branch offices or affiliates","BUSINESS RELATED RECORDS"
1025609,"VISTRA NETHERLANDS","SCHIPHOL BOULEVARD 231","","AMSTERDAM","","Netherlands","1118 BH","N","0031885609950","","A third-party unaffiliated record keeper","ALL FUND ADMINISTRATION FOR H2 EQUITY PARTNERS FUND V HAS BEEN OUTSOURCED TO PROFESSIONAL SERVICES FIRM VISTRA (NETHERLANDS). VISTRA REPORTS TO THE BOARD OF H2EP"
1026600,"SS&C TECHNOLOGIES, INC.","675 THIRD AVENUE","12TH FLOOR","NEW YORK","NY","United States","10017","N","(212) 455-6306","","A third-party unaffiliated record keeper","AS THE THIRD-PARTY ADMINISTRATOR TO VIEX OPPORTUNITIES FUND (SERIES ONE AND SERIES TWO), SS&C MAINTAINS COPIES OF ALL ACCOUNTING- AND INVESTOR-RELATED BOOKS AND RECORDS."
1026600,"INTERNATIONAL FUND MANAGEMENT CORP.","203 MAIN STREET","","FLEMINGTON","NJ","United States","08822","N","908-730-0070","","A third-party unaffiliated record keeper","AS THE THIRD-PARTY ADMINISTRATOR TO THE VIEX SPECIAL OPPORTUNITIES FUNDS, IFM MAINTAINS COPIES OF MOST ACCOUNTING- AND INVESTOR-RELATED BOOKS AND RECORDS."
1028890,"MAPLES CORPORATE SERVICES LIMITED","PO BOX 309, UGLAND HOUSE","","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","+1 345 949 806","+1 345 949 808","A third-party unaffiliated record keeper","CORPORATE RECORDS"
1028890,"MUFG ALTERNATIVE FUND SERVICES (CAYMAN) LIMITED","154 UNIVERSITY AVENUE, SUITE 700","","TORONTO","","Canada","ON M5H 3Y9","N","+1-416 9714700","+1-416 9714701","A third-party unaffiliated record keeper","THE ADMINISTRATOR PROVIDES A RANGE OF SERVICES, INCLUDING MAINTAINING THE REGISTER OF SHAREHOLDERS OF THE FUND, RECEIVING AND PROCESSING SUBSCRIPTION AND REDEMPTION AGREEMENTS OR APPLICATIONS, SUBMITTING TO SHAREHOLDERS A STATEMENT OF THEIR HOLDINGS IN THE FUND UPON REQUEST, CALCULATION OF NET ASSET VALUE, MAINTENANCE OF ACCOUNTING REPORTS, PREPARATION OF FINANCIAL STATEMENTS FOR AUDIT PURPOSES AND LIAISON WITH AUDITORS."
1028890,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY, 2ND FLOOR","PO BOX 31106","CAMANA BAY, GRAND CAYMAN","","Cayman Islands","KY1-1205","N","+65 6571 1000","+65 6571 1032","A third-party unaffiliated record keeper","THE ADMINISTRATOR PROVIDES A RANGE OF SERVICES, INCLUDING MAINTAINING THE REGISTER OF SHAREHOLDERS OF THE FUND, RECEIVING AND PROCESSING SUBSCRIPTION AND REDEMPTION AGREEMENTS OR APPLICATIONS, SUBMITTING TO SHAREHOLDERS A STATEMENT OF THEIR HOLDINGS IN THE FUND UPON REQUEST, CALCULATION OF NET ASSET VALUE, MAINTENANCE OF ACCOUNTING REPORTS, PREPARATION OF FINANCIAL STATEMENTS FOR AUDIT PURPOSES AND LIAISON WITH AUDITORS."
1019419,"CAVU VENTURE PARTNERS, LLC","1240 SHADOW HILL WAY","","BEVERLY HILLS","CA","United States","90210","Y","(212) 716-2673","","One of your branch offices or affiliates","LEGAL DOCUMENTS AND FINANCIAL RECORDS"
1019419,"VMS FUND ADMINISTRATION, LLC","300 CARNEGIE CENTER","SUITE 200","PRINCETON","NJ","United States","08540","N","(609) 430-8422","","A third-party unaffiliated record keeper","LEGAL DOCUMENTS AND FINANCIAL RECORDS"
1019419,"CAVU VENTURE PARTNERS, LLC","706 GUADALUPE STREET","","AUSTIN","TX","United States","78701","N","(212) 716-2673","","One of your branch offices or affiliates","LEGAL DOCUMENTS AND FINANCIAL RECORDS"
1031102,"UMB FUND SERVICES","2225 WASHINGTON BLVD, SUITE 300","","OGDEN","UT","United States","84401","N","(801) 866-0530","(801) 866-0531","A third-party unaffiliated record keeper","PRIVATE INVESTMENT FUND ACCOUNTING AND CERTAIN SHAREHOLDER SERVICE RECORDS"
1031102,"GEMINI HEDGE FUND SERVICES, LLC","80 ARKAY DRIVE","SUITE 110","HAUPPAUGE","NY","United States","11488","N","631.470.2779","","A third-party unaffiliated record keeper","PRIVATE INVESTMENT FUND ACCOUNTING AND CERTAIN SHAREHOLDER SERVICES"
1032929,"TORO SARL","2, RUE D'ALSACE","","LUXEMBOURG CITY","","Luxembourg","","N","+33175773600","+33172704747","One of your branch offices or affiliates","CONTRACT NOTES, TRANSACTION CONFIRMATIONS"
1018457,"MORGAN STANLEY  FUND SERVICES","7-11 SIR JOHN ROGERSON'S QUAY","FLOOR 5","DUBLIN","","Ireland","DUBLIN 2","N","0035317998709","","A third-party unaffiliated record keeper","THE MANAGER OUTSOURCES THE MANAGEMENT AND RECORD KEEPING OF THE BOOKS AND RECORDS OF THE FUND."
1032993,"TRIDENT FUND SERVICES, INC.","3060 PEACHTREE ROAD, NW","SUITE 1415","ATLANTA","GA","United States","30305","N","404-920-0226Q","","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATED TO PRIVATE FUND'S OPERATIONS."
1030984,"KCS HONG KONG LIMITED","36/F., TOWER 2, TIME SQUARE,","1 MATHESON STREET, CAUSEWAY BAY","HONG KONG","","Hong kong","","N","852 3589 8707","852 3188 8222","A third-party unaffiliated record keeper","CORPORATE DOCUMENTS"
1027548,"BNY MELLON FUND SERVICES (IRELAND) LIMITED","GUILD HOUSE","GUILD STREET, IFSC","DUBLIN","","Ireland","1","N","+ 353 15427920","","A third-party unaffiliated record keeper","THIRD PARTY ADMINISTRATOR. THE ABOVE NAMED THIRD-PARTY ADMINISTRATOR IS THE PRIMARY BOOKS OF RECORD AND INCLUDES RECORDS IN RELATION TO ANTI-MONEY LAUNDERING IDENTIFICATION VERIFICATION DOCUMENTS CONCERNING THE INVESTORS IN THE FUNDS"
1027548,"UBS FUND SERVICES (IRELAND) LTD","1 GEORGES QUAY PLAZA","","DUBLIN","","Ireland","2","N","+3531436 3600","","A third-party unaffiliated record keeper","THIRD PARTY ADMINISTRATOR. RECORDS INCLUDE DOCUMENTS AND INFORMATION IN RELATION TO ANTI-MONEY LAUNDERING DUE DILIGENCE CONCERNING THE INVESTORS IN THE FUNDS"
1024396,"CITCO FUND SERVICES (IRELAND) LIMITED","TELLENGANA HOUSE","BLACKROCK ROAD","CORK","","Ireland","CORK","N","+353 (0)21 483","+353 (0)21 48","Other","THE FIRM ACTS AS THE ADMINISTRATOR TO THE PRIVATE FUNDS ADVISED BY EVERETT CAPITAL ADVISERS UK LLP AND MAINTAINS CERTAIN OF THE PRIVATE FUNDS' ACCOUNTING BOOKS AND RECORDS"
1037640,"MG STOVER & CO.","1350 17TH STREET","SUITE 200","DENVER","CO","United States","80202-1525","N","(303) 410-4400","(303) 648-4864","A third-party unaffiliated record keeper","PRINCIPAL LOCATION OF ACCOUNTING RECORDS AND GENERAL LEDGER"
1009414,"INFRASTRUCTURE CAPITAL GROUP LIMITED","LEVEL 38, 120 COLLINS ST","","MELBOURNE, VIC","","Australia","3000","N","61 3 8680 3500","61 3 8680 3555","One of your branch offices or affiliates","STATUTORY RECORDS (I.E., REGISTER OF OFFICEHOLDERS, SHAREHOLDERS, BOARD PAPERS AND MINUTES)"
1024096,"STANDISH MANAGEMENT","505 HAMILTON AVENUE","SUITE 210","PALO ALTO","CA","United States","94301","N","415-2736810","","A third-party unaffiliated record keeper","STANDISH IS THE ADMINISTRATOR FOR XIANG HE FUND I, L.P."
1027079,"ALPS FUND SERVICES, INC.","10500 NE 8TH STREET","STE 1000","BELLEVUE","WA","United States","98004","N","212-902-1000","","A third-party unaffiliated record keeper","IN ITS CAPACITY AS THIRD-PARTY ADMINISTRATOR FOR TCP MULTI-STRATEGY FUND LP,  ALPS FUND SERVICES, INC. MAINTAINS CERTAIN BOOKS AND RECORDS FOR THE FUND."
1029413,"MUFG FUND SERVICES (IRELAND) LIMITED","ORMONDE HOUSE","12/13 LOWER LEESON STREET","DUBLIN 2","","Ireland","","N","+353 1 647 050","","A third-party unaffiliated record keeper","THIS IS THE ADDRESS OF THE FUND ADMINISTRATOR THAT WILL HOLD BOOKS AND RECORDS RELATING TO THE ADMINISTRATION OF THE FUND"
1033590,"VIRTUS TRUST LIMITED","BORDEAUX COURT (#634)","LES ECHELONS","ST PETER PORT","","Guernsey","GY1 1AR","N","+44 1481722833","","Other","CONTRACT NOTES, TRANSACTION CONFIRMATIONS"
1030455,"SPANNING BY EMC","501 CONGRESS AVE","SUITE 200","AUSTIN","TX","United States","78701","N","XXX.XXX.XXXX","","Other","THIRD PARTY RECORD KEEPING/DATA STORAGE AND BACK-UP"
1030603,"CITCO FUND SERVICES (SAN FRANCISCO), INC.","560 MISSION STREET, 26TH FLOOR","","SAN FRANCISCO","CA","United States","94105","N","415.228.0390","415.228.0335","A third-party unaffiliated record keeper","FINANCIAL STATEMENTS AND SUPPORTING DOCUMENT AND BOOKS AND RECORDS NECESSARY TO CALCULATE NET ASSET VALUE OF THE PARTNERSHIP AND EACH INVESTOR HOLDINGS."
1030603,"CITCO (CANADA) INC.","2 BLOOR STREET EAST, SUITE 2700","","TORONTO","","Canada","M4W 1A8","N","416.966.9200","416.966.9210","A third-party unaffiliated record keeper","MAINTAINING A REGISTER OF INVESTORS; DOCUMENTS NECESSARY FOR ISSUANCE, TRANSFER AND INVESTOR WITHDRAWAL REQUESTS; UNAUDITED INVESTOR STATEMENTS; AND PARTNERSHIP FINANCIAL STATEMENTS."
1037745,"FINANCIAL TRACKING TECHNOLOGIES, LLC","1111 EAST PUTNAM AVENUE","","RIVERSIDE","CT","United States","06878","N","2033402356","","A third-party unaffiliated record keeper","EMPLOYEE PERSONAL ACCOUNT RECORDS"
1037745,"INSTITUTIONAL SHAREHOLDER SERVICES INC","702 KING FARM BOULEVARD","SUITE 400","ROCKVILLE","MD","United States","20850-4045","N","3015560500","3015560491","A third-party unaffiliated record keeper","PROXY VOTING RECORDS"
1037745,"RECALL SECURE DESTRUCTION SERVICES","5400 NE MAIN STREET","","MINNEAPOLIS","MN","United States","55421-1138","N","7635715719","7635717078","A third-party unaffiliated record keeper","DOCUMENT STORAGE"
1037745,"BROADRIDGE","51 MERCEDES WAY","","EDGEWOOD","NY","United States","11717","N","6312547183","6312547556","A third-party unaffiliated record keeper","PROXY VOTING RECORDS"
1037745,"BACKSTOP SOLUTIONS GROUP","233 SOUTH WACKER DRIVE","SUITE 3960","CHICAGO","IL","United States","60606","N","3122777700","3127750217","A third-party unaffiliated record keeper","INVESTOR RECORDS ON HOSTED SYSTEM"
1037745,"BUSINESS DATA RECORD SERVICES","201 NINTH AVENUE SW","","NEW BRIGHTON","MN","United States","55112","N","6516318663","","A third-party unaffiliated record keeper","DOCUMENT STORAGE"
1037745,"FINANCIAL RECOVERY TECHNOLOGIES LLC","TEN CABOT ROAD","SUITE 210","MEDFORD","MA","United States","02155","N","3396741021","7813951913","A third-party unaffiliated record keeper","SECURITIES CLASS ACTION RECORDS"
1037745,"BLACK RIVER ASSET MANAGEMENT (UK) LIMITED","VELOCITY V1","BROOKLANDS DRIVE","WEYBRIDGE, SURREY","","United Kingdom","KT13 0SL","N","441932861000","441932861286","One of your branch offices or affiliates","ACCOUNTING AND TRADE RECORDS"
1037745,"WELLS FARGO GLOBAL FUND SERVICES","3601 WEST 76TH STREET","","EDINA","MN","United States","55435","N","9528574700","","A third-party unaffiliated record keeper","ADMINISTRATOR - FUND ACCOUNTING AND TRADE RECORDS"
1037745,"AUTONOMY CORP (FKA: ZANTAZ, INC).","5758 WEST LAS POSITAS BLVD","","PLEASANTON","CA","United States","94588","N","8772439955","","A third-party unaffiliated record keeper","EMAIL ARCHIVAL SERVICE"
1037745,"SMARSH","921 SW WASHINGTON STREET","SUITE 540","PORTLAND","OR","United States","97205","N","8667627741","9719989967","A third-party unaffiliated record keeper","EMAIL ARCHIVAL SERVICE"
1037375,"VIEWQWEST PTE. LTD.","200 PANDAN LOOP, #07-04","PANTECH 21","SINGAPORE","","Singapore","128388","N","65-6491-1010","65-6491-1078","Other","VIEWQWEST PTE. LTD. (""VIEWQWEST"") PROVIDES COMPUTER CONSULTING AND RELATED SERVICES.  VIEWQWEST PROVIDES, HOUSES AND MAINTAINS SERVERS FOR FLOWERING TREE INVESTMENT MANAGEMENT (""FTIM"") WHICH CONTAINS FTIM'S ELECTRONIC RECORDS."
1038525,"HF CONSULTING LTD.","P.O. BOX 472","50 TOWN RANGE","GIBRALTAR","","Gibraltar","","N","350-20040000","","One of your branch offices or affiliates","INVESTOR AND OTHER FINANCIAL RECORDS."
1028512,"JP MORGAN HEDGE FUND SERVICES (IRELAND) LIMITED","1 GEORGE'S DOCK","INTERNATIONAL FINANCIAL SERVICES CENTRE","DUBLIN","","Ireland","","N","353 (0)1 845 7","","A third-party unaffiliated record keeper","FRM INVESTMENT MANAGEMENT LIMITED SERVES AS AN INVESTMENT ADVISER TO A POOLED INVESTMENT VEHICLE.  RECORDS RELATED TO SUCH VEHICLE MAY BE MAINTAINED AT THIS LOCATION."
1028512,"FINANCIAL RISK MANAGEMENT LIMITED","RIVERBANK HOUSE","2 SWAN LANE","LONDON","","United Kingdom","EC4R 3AD","N","+44 20 7144 10","+44 20 7144 20","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE ADVISERS ACT ARE MAINTAINED AT THIS LOCATION FROM TIME TO TIME."
1029276,"DE BRUIJN & CO","JOHANNES VERHULSTSTRAAT","88","AMSTERDAM","","Netherlands","1071NK","N","0031205789800","","A third-party unaffiliated record keeper","DE BRUIJN & CI IS OUR ACCOUNTANT WHO DOES OUR BOOKKEEPING. WE UPLOAD MAINLY INVOICES TO A DOCUMENT MANAGEMENT SYSTEM CALLED BASECONE."
1033529,"GRM STORAGE","215 COLES STREET","","JERSEY CITY","NJ","United States","07310","N","866-947-6932","201-798-4427","Other","SANSAR CAPITAL MANAGEMENT, LLC STORES THE FOLLOWING AT GRM STORAGE:  CONFIRMATIONS, ACCOUNTING RECORDS AND OTHER OPERATIONAL DOCUMENTATION RELATED TO CERTAIN POOLED INVESTMENT VEHICLES THAT ARE NOT REGISTERED INVESTMENT COMPANIES UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED, AND ARE MANAGED BY SANSAR CAPITAL MANAGEMENT, LLC."
1033529,"CITI HEDGE FUND SERVICES NORTH AMERICA, INC.","480 WASHINGTON BOULEVARD","","JERSEY CITY","NJ","United States","07310","N","973-758-1981","973-461-2503","Other","CITI HEDGE FUND SERVICES NORTH AMERICA, INC. PREVIOUSLY SERVED AS THE ADMINISTRATOR FOR THE ONSHORE FUNDS ADVISED BY SANSAR CAPITAL MANAGEMENT, LLC AND HELD  ALL ONSHORE INVESTOR RECORDS.  CITI HEDGE FUND SERVICES NORTH AMERICA, INC. MAINTAINS THE BOOKS AND RECORDS DATED BEFORE OCTOBER 1, 2014."
1033529,"CITIGROUP FUND SERVICES CANADA, INC.","2920 MATHESON BLVD. EAST","","MISSISSAUGA, ONTARIO","","Canada","L4W 5J4","N","905-214-8170","905-212-8615","Other","CITIGROUP FUND SERVICES CANADA, INC. PREVIOUSLY SERVED AS THE ADMINISTRATOR FOR THE OFFSHORE FUNDS ADVISED BY SANSAR CAPITAL MANAGEMENT, LLC AND HELD ALL OFFSHORE INVESTOR RECORDS.  CITIGROUP FUND SERVICES CANADA, INC. MAINTAINS THE BOOKS AND RECORDS DATED BEFORE OCTOBER 1, 2014."
1033529,"SANSAR CAPITAL ASIA PTE. LTD.","16 RAFFLES QUAY, #40-02A","HONG LEONG BUILDING","SINGAPORE","","Singapore","048581","N","+65 63727615","+65 63727628","One of your branch offices or affiliates","HOLDS CERTAIN INVESTOR RECORDS AND CORRESPONDENCE."
1033529,"GLOBEOP FINANCIAL SERVICES LLC","ONE SOUTH ROAD","","HARRISON","NY","United States","10528","N","3459475953","3459467652","Other","HOLDS ALL ONSHORE INVESTOR RECORDS DATED OCTOBER 1, 2014 AND ONWARD."
1033529,"GLOBEOP FINANCIAL SERVICES (CAYMAN) LIMITED","45 MARKET STREET, SUITE 3205, 2ND FLOOR","GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1 - 9003","N","3459475953","3459467652","Other","HOLDS ALL OFFSHORE INVESTOR RECORDS DATED OCTOBER 1, 2014 AND ONWARD."
1026743,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY, 2ND FLOOR","CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","+ [         ]","","A third-party unaffiliated record keeper","RELEVANT DOCUMENTATION IN RESPECT OF EACH OF THE COMPOSITE CAPITAL MASTER FUND LP, COMPOSITE CAPITAL FUND LIMITED AND COMPOSITE CAPITAL FUND LP"
1031414,"INFRASTRUCTURE CAPITAL GROUP LIMITED","LEVEL 38, 120 COLLINS ST","","MELBOURNE, VIC","","Australia","3000","N","61 3 8680 3500","61 3 8680 3555","One of your branch offices or affiliates","STATUTORY RECORDS (I.E., REGISTER OF OFFICEHOLDERS, SHAREHOLDERS, BOARD PAPERS AND MINUTES)"
1031621,"IRE (HONG KONG) LIMITED","41/F CHAMPION TOWER,","THREE GARDEN ROAD, CENTRAL,","HONG KONG","","China","","N","+852.3128.6000","","One of your branch offices or affiliates","ACCOUNTING BOOKS AND RECORDS"
1023407,"EAS ACCOUNTING SERVICES, CPA LLC","353 LEXINGTON AVENUE, SUITE 1202","","NEW YORK","NY","United States","10016","N","212-953-9001","","A third-party unaffiliated record keeper","COPY OF QUICK BOOKS ACCOUNTING FILE."
1029865,"GLOBEOP FINANCIAL SERVICES (CAYMAN) LIMITED","45 MARKET STREET","SUITE 3205, 2ND FLOOR, GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-9003","N","345-943-3330","","A third-party unaffiliated record keeper","FUND-RELATED BOOKS AND RECORDS."
1029865,"INTERNATIONAL FUND SERVICES (IRELAND) LIMITED","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN","","Ireland","","N","35(0)317075000","35(0)317075100","A third-party unaffiliated record keeper","FUND-RELATED BOOKS AND RECORDS"
1024907,"SWIGEL CAPITAL MANAGEMENT LLC","16301 NE 8TH ST.","SUITE 161","BELLEVUE","WA","United States","98008-3962","N","4255027521","","One of your branch offices or affiliates","CASH JOURNAL, FINANCIAL STATEMENTS,INCOME AND EXPENSE ACCOUNT RECORDS,ORIGINAL BILLS/RECEIPTS, INTERNAL AUDIT PAPERWORK, DISCRETIONARY ACCOUNT RECORDS, SEPARATE CLIENT ACCOUNT LEDGERS, ALL WRITTEN AGREEMENTS, ALL WRITTEN AND ELECTRONIC CLIENT COMMUNICATION, ALL FUND OFFERING DOCUMENTS, ALL ADVISER LLC DOCUMENTS AND CONTACT INFO."
1030458,"HSKS GREENLAGH","3RD FLOOR, BUTT DYKE HOUSE","33 PARK ROW","NOTTINGHAM","","United Kingdom","NG1 6EE","N","+441159859517","","A third-party unaffiliated record keeper","ACCOUNTING RECORDS OF BROOK BAY CAPITAL (UK) LLP."
1032188,"SS&C TECHNOLOGIES, INC","675 THIRD AVENUE","15 FLOOR","NEW YORK","NY","United States","10017","N","212-455-6339","212-824-1445","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS FOR CENTURION LONG -TERM STRATEGIES OVERSEAS, LTD."
1027660,"CBRE GLOBAL INVESTORS (ASIA PACIFIC) LIMITED","3501 TWO EXCHANGE SQUARE","8 CONNAUGHT PLACE","CENTRAL","","Hong kong","","N","+852-2846-3000","+852 2501 0609","One of your branch offices or affiliates","DOCUMENTS INCLUDING LIMITED PARTNERSHIP AGREEMENT AND NET ASSET VALUE STATEMENTS FOR MANAGEMENT CO-INVESTMENT VEHICLE, LMTC LP."
1027660,"TRICOR BUSINESS OUTSOURCING","80 ROBINSON ROAD","#02-00","SINGAPORE","","Singapore","068898","N","+65-6236-3333","+65-6236-4399","A third-party unaffiliated record keeper","GENERAL LEDGERS, PROFIT AND LOSS STATEMENTS, BALANCE SHEETS AND REGULATORY RETURNS."
1027660,"CBRE GLOBAL INVESTMENT PARTNERS LIMITED","THIRD FLOOR, ONE NEW CHANGE","","LONDON","","United Kingdom","EC4M 9AF","N","44 20 78099000","44 20 78099001","One of your branch offices or affiliates","CORPORATE FILES, INCLUDING DEEDS, ORIGINAL SIGNED DOCUMENTS, TAX, CLIENT FILES CONTAINING SUBSCRIPTION DOCUMENTS AND INFORMATION ON TARGET FUNDS."
1035600,"SS&C TECHNOLOGIES","80 LAMBERTON ROAD","ATTN: INVESTOR SERVICES","WINDSOR","CT","United States","06095","N","860 298 4500","","A third-party unaffiliated record keeper","BOOKS AND RECORDS OF THE FUND MANAGED BY THE ADVISOR INCLUDING TRADE RECORDS AND SUBSCRIPTION-RELATED DOCUMENTS"
1038672,"WILEY REIN LLP, C/O ROBERT BENTON & JILL FRANZEN","1776 K STREET NW","","WASHINGTON","DC","United States","20006","N","202.719.7142","202.719.7049","A third-party unaffiliated record keeper","INVESTOR RECORDS, FINANCIAL RECORDS."
1027889,"RESOURCE CAPITAL INVESTMENT CORPORATION","1910 PALOMAR POINT WAY","SUITE 200","CARLSBAD","CA","United States","92008","N","800-611-0827","460-444-5253","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO INVESTORS IN PRIVATE FUNDS AND INVESTMENTS MADE BY SUCH PRIVATE FUNDS"
1029803,"BARING NORTH AMERICA LLC","INDEPENDENCE WHARF","470 ATLANTIC AVENUE","BOSTON","MA","United States","02210","N","617-946-5200","","One of your branch offices or affiliates","BARING NORTH AMERICA LLC MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO A FEW CLIENTS OF BARING ASSET MANAGEMENT LIMITED."
1029803,"RESTORE PLC","8 BEAM REACH","COLDHARBOUR LANE","RAINHAM ESSEX","","United Kingdom","RM13 9YB","N","01708 527 600","01708 527651","A third-party unaffiliated record keeper","RESTORE PLC IS USED TO RETAIN CERTAIN BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE KEPT ON-SITE.  SUCH BOOKS AND RECORDS ARE ARCHIVED AT RESTORE PLC."
1029803,"INSTITUTIONAL SHAREHOLDER SERVICES","702 KING FARM BOULEVARD","SUITE 400","ROCKVILLE","MD","United States","20850-4045","N","405.366.5101","405.366.5050","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATING TO APPLICANT'S PROXY VOTING ACTIVITIES ARE MAINTAINED BY INSTITUTIONAL SHAREHOLDER SERVICES"
1029803,"BARING ASSET MANAGEMENT (ASIA) LIMITED","19/F EDINBURGH TOWER, 15 QUEEN'S ROAD","THE LANDMARK","HONG KONG","","China","","N","852-2841-1411","852-2845-9050","One of your branch offices or affiliates","BARING ASSET MANAGEMENT (ASIA) LIMITED MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO CERTAIN TRADE ACTIVITY UNDERTAKEN."
1032826,"OPUS FUND SERVICES","1812 HIGH GROVE LANE","SUITE 101","NAPERVILLE","IL","United States","60540","N","(312) 256-9974","","Other","CERTAIN BOOKS AND RECORDS RELATED TO PRIVATE FUNDS."
1029406,"RBC INVESTOR SERVICES TRUST SINGAPORE LIMITED","77 ROBINSON ROAD #18-00","","SINGAPORE","","Singapore","068896","N","65 6230 1932","65 6532 0215","A third-party unaffiliated record keeper","FUND'S BOOKS AND RECORDS"
1029406,"MAPLES AND CALDER","PO BOX 309, UGLAND HOUSE, SOUTH CHURCH STREET","","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","1 345 949 8066","1 345 949 8080","A third-party unaffiliated record keeper","FUND'S BOOK AND RECORDS"
1029406,"RCMA ASIA PTE LTD","1 TEMASEK AVENUE","#16-01 MILLENIA TOWER","SINGAPORE","","Singapore","039192","N","65 6505 9995","","One of your branch offices or affiliates","MANAGER'S ACCOUNTING RECORDS"
