"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
"989406","CETERA ADVISOR NETWORKS LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"989524","CAPITAL MANAGEMENT SECURITIES, INC.","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"989925","POPULAR ONE","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"990408","CHAPIN DAVIS INSURANCE INC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990575","CHAPIN DAVIS INSURANCE INC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990481","BETH ZILKA (INDEPENDENTLY LICENSED)","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990696","SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990696","C-HALL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"984378","QUASAR DISTRIBUTORS, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"989542","CHARLES BENWAY, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"990858","INDIVIDUALS IN THEIR SEPARATE CAPACITY","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"987496","N/A","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"985800","AMERICAN FINANCIAL GROUP, LTD","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991387","SPC INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991387","SELLA & MARTINIC, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"991395","SPC INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991395","SELLA & MARTINIC, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"986362","ASH BROKERAGE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"979718","JAFFEE TILCHIN WEALTH MANAGEMENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"980285","GUIDANCE TAX & ACCOUNTING, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"983996","TORCHLIGHT LOAN SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","RATED SPECIAL SERVICER"
"981173","NICHOLAS D'AMBROSIO","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"979424","K2 ADVISORS, LLC -- RELYING ADVISER","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"984783","ANN TAYLOR TANSEY & CO.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"984783","DANIELS & DANIELS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"959700","GC SYNEXUS CAPITAL LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"985947","HORSHAM GYM ONE LLC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FRANCHISE BUSINESS"
"985947","HILLCREST AVENUE LLC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FRANCHISE BUSINESS"
"985947","LEDGERITY LLC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOKKEEPING SERVICES"
"985144","MODERN WOODMEN GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"967830","AMERICAN BENEFITS PLANNING GROUP INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"967830","FREEDOM DIVORCE ADVISORS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL PLANNING"
"964106","MCCANNON TYLER & ASSOCIATES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"986054","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"985885","CAPITAL MANAGEMENT SECURITIES, INC. - BROKER DEALER","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"986546","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"986875","STERLING FINANCIAL, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"987475","EFS ADVISORS, LLC","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"985017","HOCHMAN COLE FINANCIAL SERVICES, INC.","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"987694","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"975616","JONATHAN M. SATOVSKY (INDIVIDUAL CAPACITY)","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"982013","JONES BARCLAY BOSTON TAX SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"979003","FRIEDLER GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"977714","HENNION AND WALSH, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"988406","MODERN WOODMEN GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"984156","CORNELIUS, STEGENT & PRICE, LLP","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"986357","MINSHALL & COMPANY, INC.","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"988860","NONE","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"988272","FOOTHILL SECURITIES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"989459","SIGNIFICA FRINGE BENEFIT SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"989483","SIGNIFICA FRINGE BENEFIT SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"989198","SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"989198","C-HALL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"977517","GOOD LIFE IA, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"989617","MINSHALL & COMPANY, INC.","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"983016","KUMLANDER, DONOFRIO, HAY & PEHL, CPAS LLP","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989684","CONSOLIDATED SECURITIES","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"988866","NONE","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"986246","ALLEN TRUST COMPANY","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"989668","CANDACE SHIRA ASSOCIATES, LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"977905","PACER FINANCIAL, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990956","ROCKWAY WEALTH PARTNERS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"990956","FIVE TALENTS FINANCIAL MANAGEMETN GROUP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"990956","DESLA WEALTH MANAGEMENT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"990987","SIGNIFICA FRINGE BENEFIT SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990443","HALL & DETTOR, LLP","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"990443","BRYAN J BOOHER, CPA, PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"980150","LPL FINANCIAL","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"991998","KENNETH STEPHENSON: COMPLETE FINANCIAL SOLUTIONS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991998","DAVID WITKOWSKI: SOLE PROPRIETOR,","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"982510","JWM REAL ESTATE, INC.","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"992030","WISDOMTREE COMMODITY SERVICES LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"992030","WISDOMTREE COAL SERVICES LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"992254","SIMPLEX WEALTH AND INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"976653","KEVIN J. MULLINS, CFP, CPA, J.D.","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
"976653","HYMES & ASSOCIATES CPA, P.C.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"976653","EAL (DELAWARE) CORP.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE DEVLOPMENT"
"976653","WOODHAIL RYE DEVELOPMENT LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE DEVELOPMENT"
"977609","PFG OR PARTNERS FINANCIAL GROUP, LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"967931","LPL FINANCIAL","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997121","CLEARVIEW BY KDI, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FACILITATES THE SHARING OF INVESTMENT INFORMATION FROM FOUNDATIONS AND ENDOWMENTS"
"994751","BLUM MANAGEMENT GROUP, INC.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994751","SWP IT LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SOFTWARE HOLDING COMPANY"
"994122","JOEL H. FRAMSON, CPA AN ACCOUNTANCY CORPORATION","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1003018","TOMCO INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"994815","GLADSTONE COVERAGE GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"974659","WERBA ADVISORY SERVICES, INC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"998717","TIPTON LAKES COMPANY, INC.","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"997197","PUPLAVA SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"987244","WILLHARDT REAL ESTATE INCOROPORATED","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"969260","LJCOOPER TAX STRATEGIES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"996989","RAFFERTY CAPITAL MARKETS, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"999754","HERMES WEALTH MANAGEMENT, LLC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1001541","STERLING BAY REALTY, LLC","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"1006551","FINANCEWARE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL & RELATED SERVICES TECHNOLOGY PROVIDER"
"993444","GOOD LIFE IA, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"979752","JUNG NOVIKOFF & STEVENS, LLP","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"995731","OCEAN AVENUE ENERGY PARTNERS LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"998867","U.S. BANCORP INSURANCE AND INVESTMENTS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998867","U.S. BANCORP INSURANCE SERVICES OF MONTANA, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998867","U.S. BANCORP INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"985754","WINDHAM GLOBAL SOLUTIONS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL RISK MANAGEMENT SOFTWARE AND CONSULTING"
"991555","OPTIVEST, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"994685","ADVOCACY, INC.","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"994685","ADVOCACY TRUST OF TENNESSEE, LLC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"974433","IRONWOOD FINANCIAL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003597","NORTH SHORE PRIVATE TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"992554","WISDOMTREE COMMODITY SERVICES LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"992554","WISDOMTREE COAL SERVICES LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"999071","RUSSELL CAPITAL INSURANCE GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1002053","NMS INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003263","COLUMBUS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DUE DILEGENCE SERVICES"
"1003263","COLUMBUS REAL ESTATE MANAGEMENT, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE OVERSIGHT"
"982398","HAROLD DAVIDSON & ASSOC. - REAL ESTATE APPRAISER","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE APPRAISER"
"999283","LOTUS LIFE LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"970601","PIPER JAFFRAY & CO.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1002920","INTERNATIONAL EQUITY SERVICES INC","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1004086","ACTUARIAL CONSULTING GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"999216","DEBT ADVISORS GROUP","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DEBT FINANCING CONSULTING"
"990717","RMDR ADVISORS, INC. (NOT UNDER A DIFFERENT NAME)","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005897","WEAVER WEALTH MANAGEMENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"975697","WILSHIRE ASSOCIATES INCORPORATED","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"985340","WILLIAM D. WORLEY INSURANCE BROKER, SOLE PRORPIETOR","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005392","GC SECURITIES","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT BANKING AND CAPITAL MARKETS SERVICES"
"1005392","MERCER CONSUMER","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1005392","MERCER SECURITIES","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1005392","MARSH & MCLENNAN SECURITIES","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","STRUCTURED FINANCIAL RISK SOLUTIONS"
"1005590","ENVISO EQUITY, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MANAGING MEMBER OF 3 PRIVATE FUNDS"
"988788","UBS WEALTH MANAGEMENT AMERICAS","Y","N","N","Y","N","Y","N","N","N","N","N","N","N","N",""
"977638","KPI INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"995748","CETERA ADVISOR NETWORKS LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"994920","JAMES P. KING, SCOTT N. HORTON, JUSTIN W. DODSON","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"995973","PFG OR PARTNERS FINANCIAL GROUP, LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996553","HALL & DETTOR, LLP","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"996553","BRYAN J BOOHER, CPA, PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1000050","MAXIE E. WRENN, JR.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996468","BISHOP'S REALTY","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"978971","CONNING INVESTMENT PRODUCTS, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"992103","JMJ CONSULTING, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","ESTATE PLANNING"
"990630","VEDA A. CASSELLS-JONES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"997375","PUPLAVA SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"963590","CETERA ADVISOR NETWORKS, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997676","VIRGINIA CAPITOL FINANCIAL, INC,","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005877","SPC INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005877","SELLA & MARTINIC, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1003825","RODGERS BROTHERS INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003322","RICKY GRUNDEN FINANCIAL SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003276","NFA WEALTH MANAGEMENT","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"994884","FOUNDERS FINANCIAL INSURANCE NETWORK","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"994884","BISHOP ASSOCIATES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","WISE SOLUTIONS MANAGEMENT","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","CHREST CPA TAX AND FINANCIAL PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","RAGER, LEHMAN, & HOUCK PC, CPAS & BUSINESS ADVISORS","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","ESTABROOK AND COMPANY, PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","STEVEN KATZ, CPA LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","CINDY EVERLY, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","COX HOLLIDA & PROFESSIONALS PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","ROY, NOYE & ASSOCIATES CPA PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","REA & SHOEMAKER, P.C.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","ALLENDER CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"994884","FOUNDERS FINANCIAL INS. AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"992096","CHARLES BENWAY, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"999989","HARBOR LIGHT SECURITIES, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"992865","TIDAL GROWTH CONSULTANTS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CONSULTING SERVICES TO OTHER INVESTMENT FIRMS."
"995418","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996136","FREMONT FINANCIAL, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996136","SUN REALTY INC.","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"987346","GNV ADVISORS, LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1001532","SPECTRUM PRIVATE TRUST","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","OFFERING TRUST MANAGEMENT SERVICES TO CLIENTS UNDER THE NAME OF SPECTRUM PRIVATE TRUST"
"1003663","EAGLEVIEW SECURITIES, INC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003663","PENN COMMUNITY BANK","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",""
"1003869","COUNSEL TRUST COMPANY","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"1003888","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"992514","ADVANCED CAPITAL GROUP BENEFITS AND RISK CONSULTING","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004025","GLASS JACOBSON INVESTMENT ADVISORS, LLC D/B/A MY401K","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SALES OF EDUCATIONAL PRODUCTS"
"977308","APRIEM INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1000015","ARBOR COURT CAPITAL","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997503","BRITE MANAGEMENT LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"999594","ROYAL ALLIANCE ASSOCIATES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1004353","AVANT-GARDE WEALTH MANAGEMENT INC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1002311","NEWPORT GCF GP LP","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1002311","NEWPORT GLOBAL CREDIT FUND GP LP","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1004854","THE PRESTIGE ORGANIZATION, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1000781","HORWITZ & ASSOCIATES, INC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"993945","WARD & SCHMERBECK, P.C.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"981238","LSV ADVISORS, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT ADVISER FOR INVESTMENT VEHICLES"
"981238","MSF ADVISORS, L.P.","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT ADVISER FOR INVESTMENT VEHICLES"
"981238","DJT ADVISORS, L.P.","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT ADVISER FOR INVESTMENT VEHICLES"
"981238","DTS ADVISORS, L.P.","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT ADVISER FOR INVESTMENT VEHICLES"
"1001703","MARK CORTAZZO","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"985342","GC SYNEXUS CAPITAL LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1004313","HC INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1001567","SANDERS MORRIS HARRIS LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"994505","MERIDIAN DIVERSIFIED FUND MANAGEMENT LLC (RELYING ADVISER)","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"994505","MERIDIAN DIVERSIFIED FUND LLC (RELYING ADVISER)","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1004148","INSURANCE MANGEMENT SERVICES OF AMERICA LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004678","SAGE, RUTTY & CO., INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005407","SANTANDER INVESTMENT SERVICES","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005864","RMDR ADVISORS, INC. (NOT UNDER A DIFFERENT NAME)","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005809","EMPIRICAL INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005809","EMPIRICAL TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1005809","PYRAMID SAN JUAN ISLANDS, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"997478","PACIFICA PARTNERS TACTICAL OPPORTUNITIES FUND","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","POOLED FUND FOR FIRM'S CLIENTS"
"999705","LLBH PRIVATE WEALTH MANAGEMENT LLC AND INSURANCE SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"992923","WSPC INSURANCE SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1006222","DURSO CAPITAL MANAGEMENT","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL PLANNER"
"1006318","STONNINGTON INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991432","GLASS JACOBSON INVESTMENT ADVISORS, LLC D/B/A MY401K","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SALES OF EDUCATIONAL PRODUCTS"
"964374","LPL FINANCIAL","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"991692","TERRA MORTGAGE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MORTGAGE"
"991692","SAGE FINANCIAL","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MORTGAGE"
"1005754","RICHARD COLMAN ESQ","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
"1006215","ADVISORNET INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1006215","ADVISORNET BENEFITS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1007069","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1000749","SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1000749","C-HALL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1000418","H. BECK, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1000418","ANNEX INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"976026","BHWM TRUST","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"976026","BHWM INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998207","B.I. FINANCIAL AND INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998207","BI FINANCIAL SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998207","BROKERS INTERNATIONAL FINANCIAL AND INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990495","ROLLINS AND VAN LEAR, PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1006866","LPL FINANCIAL, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1007136","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005453","MARK T. VICENCIO, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1005453","KENNETH G. CALA, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"999264","MODERN WOODMEN GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"983242","BAER & BUNGER FINANCIAL & INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"970760","DESTINY CAPITAL SECURITIES CORPORATION","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"995280","BENEFIT STRATEGIES, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","QUALIFIED RETIREMENT PLAN SERVICES"
"999338","DISCERN INVESTMENT ANALYTICS, INC. (SAME NAME)","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1000458","ELLIOTT COVE INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"978518","HORWITZ & ASSOCIATES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"999352","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1000999","CAPITOL SECURITIES MANAGEMENT INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"988384","J. ANDRE WEISBROD","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
