"FilingID","Wrap Fee Program","Sponsor"
1031452,"MORGAN STANLEY DW, INC.","MORGAN STANLEY"
1031452,"RBC WEALTH MANAGEMENT","RBC"
1031452,"ENVESTNET SMA","ENVESTNET, INC."
1031000,"VSR ADVISORY SERVICES WRAP FEE PROGRAM","VSR ADVISORY SERVICES"
1031000,"VSR INVESTMENT PROGRAM WRAP FEE BROCHURE","VSR ADVISORY SERVICES"
1034113,"HORIZON PROGRAM","STIFEL NICOLAUS"
1034113,"INVESTMENT MANAGEMENT SOLUTIONS","MORGAN STANLEY SMITH BARNEY"
1034113,"MAC ELIGIBLE","UBS FINANCIAL SERVICES"
1034113,"MANAGED ACCOUNT PLATFORM","RBC WEALTH MANAGEMENT"
1034113,"OUTSIDE MANAGER PROGRAM","RAYMOND JAMES & ASSOCIATES, INC"
1034113,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
1034113,"PROACTIVE MONEY MANAGEMENT PROGRAM","WORLD EQUITY GROUP"
1034113,"REACT","LEGACY CAPITAL GROUP"
1034113,"RECOMMENDED MANAGERS","RW BAIRD"
1034113,"MANAGER ACCESS SELECT","LPL FINANCIAL LLC"
1034113,"PAS PLATFORM","LOCKWOOD ADVISORS, INC."
1034113,"MANAGER SELECT","LPL FINANCIAL"
1034113,"SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE"
1034113,"DMA/MASTERS","WELLS FARGO ADVISORS"
1034155,"KKAMG WRAP FEE PROGRAM","KERNODLE & KATON ASSET MANAGEMENT GROUP, LLC"
1029247,"MANAGED FUNDS PORTFOLIO","D.A. DAVIDSON & CO."
1029247,"SEPARATE ACCOUNT MANAGEMENT","D.A. DAVIDSON & CO."
1029247,"MANAGED ACCOUNT CONSULTING","D.A. DAVIDSON & CO."
1029247,"PARAGON","D.A. DAVIDSON & CO."
1029247,"CHOICE","D.A. DAVIDSON & CO."
1029247,"UNIFIED MANAGED ACCOUNT","D.A. DAVIDSON & CO."
1029247,"RUSSELL MODEL STRATEGIES","D.A. DAVIDSON & CO."
1034485,"SELECT ONE","GIRARD SECURITIES, GENEOS SECURITIES"
1034485,"WEATHER STONE","WEATHER STONE"
1034487,"PRIME ASSET MANAGEMENT II","FIRST ALLIED ADVISORY SERVICES"
1034487,"ELITE ASSET MANAGEMENT","FIRST ALLIED ADVISORY SERVICES"
1034487,"FIRST ALLIED ADVISOR SELECT","FIRST ALLIED ADVISORY SERVICES"
1034487,"SEI INVESTMENT MANAGEMENT CORP.","FIRST ALLIED ADVISORY SERVICES"
1034487,"FTJ FUND CHOICE","FIRST ALLIED ADVISORY SERVICES"
1034487,"PORTFOLIO ONE","FIRST ALLIED ADVISORY SERVICES"
1034527,"BRIDGEWORTH WRAP FEE PROGRAM","BRIDGEWORTH, LLC"
1036134,"LOCKWOOD MANAGED ACCOUNT UTILITY","PERSHING"
1036134,"SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE"
1036134,"ENVESTNET","ENVESTNET ADVISORY CORP."
1036134,"WRAP PROGRAM","CHARLES SCHWAB"
1036134,"ABNER HERRMAN & BROCK WRAP FEE PROGRAM","ABNER, HERRMAN & BROCK"
1036134,"SEPERATE ACCOUNT NETWORK","FIDELITY"
1036134,"STIFEL MANAGED ASSETS","STIFEL, NICOLAUS & COMPANY"
1036134,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY"
1036134,"MANAGED ASSETS CONSULTING PROGRAM","UBS FINANCIAL SERVICES"
1036134,"NETWORK INVESTMENT CONSULTING SERVICES","WELLS FARGO ADVISORS"
1036134,"MANAGERS CIRCUIT","JP MORGAN"
1036134,"S-MAPADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY SERVICES"
1036134,"MANAGER SELECT","LINSCO PRIVATE LEDGER"
1036134,"THE PROGRAM","SEASIDE NATIONAL BANK & TRUST"
1036134,"CANTELLA CLASSIC PLATINUM PROGRAM","CANTELLA & CO. INC."
1036134,"MAP","RBC WEALTH MANAGEMENT"
1027509,"MANAGED ACCOUNTS PROGRAM","SNOWDEN CAPITAL ADVISORS"
1027509,"LOCKWOOD SPONSORED PROGRAM","LOCKWOOD"
1027509,"SPA","MERRILL LYNCH"
1027509,"ADVISORY SOLUTIONS","EDWARD JONES"
1027509,"MANAGED ACCOUNT SOLUTIONS","ENVESTNET"
1027509,"MANAGED ACCOUNT COMMAND (MAC)","LOCKWOOD"
1027509,"CONSULTING SERVICES","RAYMOND JAMES"
1027509,"OPPORTUNITY PROGRAM","STIFEL & CO."
1027509,"MANAGED ACCOUNT PLATFORM","WELLS FARGO BANK"
1027509,"ACCESS","CHARLES SCHWAB"
1027509,"CONSULTS","MERRILL LYNCH"
1027509,"MANAGED ASSETS PROGRAM","STEPHENS, INC."
1027509,"UMA","MERRILL LYNCH"
1027509,"SELECTS PORTFOLIO SOLUTIONS","MERRILL LYNCH/US TRUST"
1027509,"FIDUCIARY SERVICES (FS)","MORGAN STANLEY WEALTH MGMT"
1027509,"SELECT UMA","MORGAN STANLEY WEALTH MGMT"
1027509,"CONSULTING EVALUATION SVCS","MORGAN STANLEY WEALTH MGMT"
1027509,"ACCESS","UBS"
1027509,"MAC","UBS"
1027509,"STRATEGIC WEALTH PORTFOLIO","UBS"
1027509,"MASTERS","WELLS FARGO ADVISORS"
1027509,"INVESTMENT ADVISOR PROGRAM (IAP)","MERRILL LYNCH"
1027509,"ELITE MANAGER PROGRAM","RELIANCE TRUST"
1027509,"SELECT SEPARATE ACCOUNT PLATFORM","AMERIPRISE"
1027509,"UMA","BB&T/FDX ADVISORS"
1027509,"MANAGER SELECTION PROGRAM","CITI PRIVATE BANK"
1027509,"ADVISOR SELECT","DEUTSCHE BANK"
1033520,"VISION 2020 ADVISOR MANAGED PORTFOLIOS","WOODBURY FINANCIAL SERVICES, INC."
1033629,"UBS ACCESS AND STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES, INC."
1033629,"STIFEL MANAGER-TRADED AND MODEL-BASED PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
1038717,"SECURIAN SIGNATURE","SECURIAN FINANCIAL SERVICES, INC."
1041449,"WEALTHSIMPLE WRAP FEE PROGRAM","WEALTHSIMPLE US, LTD."
1041464,"SHEPHERD FINANCIAL WRAP PROGRAM","SHEPHERD FINANCIAL PARTNERS, LLC"
1041665,"BPM (BAIRD PREFERRED MANAGERS)","ROBERT W. BAIRD & CO., INC."
1041685,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY SMITH BARNEY"
1041858,"ALL CAP EQUITY SERIES (ACES)","FFC CAPITAL MANAGEMENT"
1041858,"LIQUIDITY MANAGEMENT SERIES (LMS)","FFC CAPITAL MANAGEMENT"
1041858,"TOTAL PORTFOLIO SERIES (TPS)","FFC CAPITAL MANAGEMENT"
1041871,"MAC, ACCESS, SWP","UBS"
1041871,"MORGAN STANLEY FS, CES AND SELECT UMA","MORGAN STANLEY"
1041871,"LOCKWOOD MANAGED ACCOUNT UTILITY","LOCKWOOD"
1041871,"MANAGED ACCOUNT EDGE","JP MORGAN"
1041871,"ENVESTNET ASSET MANAGEMENT UMA","ENVESTNET ASSET MANAGEMENT"
1041871,"MANAGER SELECT AND WRAP","LPL FINANCIAL CORPORATION"
1041871,"CHARLES SCHWAB ACCESS","CHARLES SCHWAB & CO INC."
1041871,"RBC TOTAL PORTFOLIO PROGRAM AND UMA","RBC WEALTH MANAGEMENT"
1041871,"UMA","STEPHENS, INC."
1041871,"NORTHERN TRUST UMA","NORTHERN TRUST"
1041871,"CITI PRIVATE BANK UMA AND WRAP","CITI PRIVATE BANK"
1041871,"UMA","FIRST REPUBLIC MANAGEMENT, INC."
1041871,"UMA","WELLS FARGO ADVISORS, LLC"
1041871,"UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS INC."
1041871,"UMA","EQUITABLE TRUST"
1041871,"UMA","CALLAN"
1041871,"UMA","WRAPMANAGER"
1041871,"UMA","TRI STAR TRUST"
1041871,"MANAGED ASSETS PROGRAM","TD AMERITRADE"
1041103,"LADENBURG THALMANN ASSET MANAGEMENT - PRIVATE INVESTMENT MANAGEMENT (PIM)","LADENBURG THALMANN ASSET MANAGEMENT INC."
1041103,"LADENBURG ASSET MANAGEMENT PROGRAM (LAMP)","LADENBURG THALMANN ASSET MANAGEMENT INC."
1041103,"LADENBURG THALMANN ASSET MANAGEMENT INC. - INVESTMENT CONSULTANT SERVICES (ICS)","LADENBURG THALMANN ASSET MANAGEMENT INC."
1041103,"LADENBURG THALMANN ASSET MANAGEMENT INC. - ARCHITECT PROGRAM","LADENBURG THALMANN ASSET MANAGEMENT INC."
1041103,"KFI WRAP FEE PROGRAM","KUHN FINANCIAL INC."
1041103,"MANAGED OPPORTUNITIES","SECURITY AMERICA ADVISORS, INC."
1041103,"KLAAS INVESTMENT PORTFOLIOS","KLAAS FINANCIAL ASSET ADVISORS, LLC"
1041103,"HFS FINANCIAL SERVICES WRAP PROGRAM","HFS FINANCIAL SERVICES, LLC."
1041103,"ENCOMPASS SMA PROGRAM","SSN ADVISORY, INC."
1042245,"LADENBURG THALMANN ASSET MANAGEMENT - PRIVATE INVESTMENT MANAGEMENT (PIM)","LADENBURG THALMANN ASSET MANAGEMENT INC."
1042245,"LADENBURG THALMANN ASSET MANAGEMENT INC. - INVESTMENT CONSULTANT SERVICES (ICS)","LADENBURG THALMANN ASSET MANAGEMENT INC."
1042245,"LADENBURG THALMANN ASSET MANAGEMENT INC. - ARCHITECT PROGRAM","LADENBURG THALMANN ASSET MANAGEMENT INC."
1042245,"LADENBURG ASSET MANAGEMENT PROGRAM (LAMP)","LADENBURG THALMANN ASSET MANAGEMENT INC."
1042245,"KFI WRAP FEE PROGRAM","KUHN FINANCIAL INC."
1042245,"MANAGED OPPORTUNITIES","SECURITY AMERICA ADVISORS, INC."
1042245,"KLAAS INVESTMENT PORTFOLIOS","KLAAS FINANCIAL ASSET ADVISORS, LLC"
1042245,"HFS FINANCIAL SERVICES WRAP PROGRAM","HFS FINANCIAL SERVICES, LLC."
1042245,"ENCOMPASS SMA PROGRAM","SSN ADVISORY, INC."
1042477,"PROFESSIONAL MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042477,"SELECT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042477,"INDEPENDENT MANAGED ASSETS PROGRAM D","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042477,"MANAGER'S CHOICE","AMERICAN PORTFOLIOS FINANCIAL SERVICES, INC."
1042477,"BLUE SHORES CAPITAL WRAP-FEE PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042477,"CORRESPONDENT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042477,"LINCOLN MANAGED ASSETS PROGRAM","LINCOLN FINANCIAL ADVISORS CORP. & INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042477,"INDEPENDENT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
1042525,"FS PLATFORM","MORGAN STANLEY WEALTH MANAGEMENT"
1042525,"FS PLATFORM TAX ADV","MORGAN STANLEY WEALTH MANAGEMENT"
1042525,"SELECT UMA","MORGAN STANLEY WEALTH MANAGEMENT"
1042525,"SELECT UMA TAX ADV","MORGAN STANLEY WEALTH MANAGEMENT"
1042525,"MAA PLATFORM","MERRILL LYNCH"
1042525,"MANAGED ACCOUNT CONSULTING PLATFORM","UBS"
1042525,"MANAGED ACCOUNT CONSULTING PLATFORM NRC","UBS"
1042525,"MANAGED ACCOUNT SELECT PLATFORM","CHARLES SCHWAB"
1042525,"MANAGED ACCOUNT SELECT PLATFORM TAX ADV","CHARLES SCHWAB"
1042525,"MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO BANK / INVESTMENTS"
1042525,"MANAGED DIVERSIFIED PORTFOLIOS TAX ADV","WELLS FARGO BANK / INVESTMENTS"
1042525,"OUTSIDE MANAGER PROGRAM - DUAL CONTRACT","RAYMOND JAMES"
1042525,"PREFERRED ADVISORS PLATFORM","CREDIT SUISSE"
1042525,"PREFERRED ADVISORS PLATFORM NRC","CREDIT SUISSE"
1042525,"PREFERRED ADVISORS PLATFORM TAX ADV","CREDIT SUISSE"
1042525,"PREMIER PORTFOLIO SERVICES PLATFORM","AMERIPRISE"
1042525,"SEI INVESTMENT MANAGEMENT CORP - UMA","SEI"
1042525,"SINGLE CONTRACT","ENVESTNET"
1042525,"FS - SINGLE CONTRACT","CITI PRIVATE BANK"
1042525,"FS - SINGLE CONTRACT NRC","CITI PRIVATE BANK"
1042525,"PRIVATE ADVISORS NETWORK TAX ADV","WELLS FARGO ADVISORS"
1042525,"UMA","WELLS FARGO ADVISORS"
1042525,"FS - SINGLE CONTRACT TAX ADV","CITI PRIVATE BANK"
1042525,"SINGLE CONTRACT TAX ADV","ENVESTNET"
1042525,"SPS","MERRILL LYNCH"
1042525,"STIFEL OPPORTUNITY / MANAGED ASSETS PROGRAM","STIFEL, NICOLAUS & CO, INC."
1042525,"STRATEGIC WEALTH PORTFOLIO","UBS"
1042525,"STRATEGIC WEALTH PORTFOLIO TAX ADV","UBS"
1042525,"UMA","CITI  PRIVATE BANK"
1042525,"UMA PLATFORM","MERRILL LYNCH"
1042525,"UMA PLATFORM NRC","MERRILL LYNCH"
1042525,"UMA TAX ADV","CITI PRIVATE BANK"
1042525,"DMA MULTI-STRAGTEGY","WELLS FARGO ADVISORS"
1042525,"MASTER PLATFORM MULTI-STRATEGY","WELLS FARGO"
1042525,"UMA NRC","CITI PRIVATE BANK"
1042525,"DUAL CONTRACT TAX ADV","PERSHING ADVISOR SOLUTIONS"
1042525,"MANAGED ACCOUNT CONSULTING PLATFORM TAX ADV","UBS"
1042525,"DUAL CONTRACT TAX ADV","STIFEL, NICOLAUS & CO, INC."
1042525,"MAA PLATFORM NRC","MERRILL LYNCH"
1042525,"MAA PLATFORM  MULTI-STRATEGY","MERRILL LYNCH"
1042525,"UMA PLATFORM MULTI-STRATEGY","MERRILL LYNCH"
1042525,"MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH"
1042525,"MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM NRC","MERRILL LYNCH"
1042525,"MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM  MULTI-STRATEGY","MERRILL LYNCH"
1042525,"SPA","MERRILL LYNCH"
1042525,"DUAL CONTRACT","FIDELITY"
1042525,"DUAL CONTRACT TAX ADV","FIDELITY"
1042525,"ACCESS PLATFORM","CHARLES SCHWAB"
1042525,"3RD PARTY MODEL PROGRAM","ENVESTNET"
1042525,"3RD PARTY MODEL PROGRAM TAX ADV","ENVESTNET"
1042525,"ACCESS PLATFORM TAX ADV","UBS"
1042525,"ACCESS PLATFORM","UBS"
1042525,"ADVISOR SELCT PLATFORM TAX ADV","DEUTSCHE BANK"
1042525,"ADVISOR SELECT PROGRAM","DEUTSCHE BANK"
1042525,"CES","MORGAN STANLEY WEALTH MANAGEMENT"
1027375,"CAPITAL GUARDIAN MAC","CAPITAL GUARDIAN, LLC/LOCKWOOD ADVISORS, INC."
1027375,"ELITE CHOICE PROGRAM","SMH CAPITAL/LOCKWOOD ADVISORS, INC."
1027375,"INVESTMENT ADVISORY SERVICE PROGRAM","OPPENHEIMER ASSET MANAGEMENT, INC."
1027375,"LOCKWOOD SPONSORED PROGRAM AKA OPEN ARCHITECTURE SMA","WADDELL & REED FINANCIAL ADVISORS"
1027375,"LOCKWOOD SPONSORED PROGRAMS","LOCKWOOD ADVISORS, INC."
1027375,"LOCKWOOD/PERSHING ADVISOR SOLUTIONS","WALNUT STREET SECURITIES, INC."
1027375,"MANAGER SELECT","LPL FINANCIAL"
1027375,"PERSHING MANAGED ACCOUNT SOLUTIONS","PERSHING LLC, A BNY MELLON COMPANY"
1027375,"PROAM","NBC SECURITIES"
1027375,"SSI OUTSIDE MONEY MANAGER PLATFORM - GLOBALT","SYNOVUS SECURITIES, INC."
1027375,"MANAGED ACCOUNT COMMAND","LOCKWOOD ADVISORS, INC."
1027375,"MANAGER ACCESS SELECT","LPL FINANCIAL"
1027375,"AMERICAN PORTFOLIOS MAC","AMERICAN PORTFOLIOS FINANCIAL SERVICES INC.,/LOCKWOOD ADVISERS, INC."
1027375,"LPL MANAGER SELECT","AXA ADVISORS"
1031097,"KRAUS CAPITAL WRAP PROGRAM","KRAUS CAPITAL MANAGEMENT, LLC"
1029381,"WWM WRAP FEE PROGRAM","WASHINGTON WEALTH MANAGEMENT"
1034475,"LIGHTHOUSE WRAP FEE PROGRAM","LIGHTHOUSE FINANCIAL ADVISORS, INC."
1035363,"STRATEGIC WEALTH MANAGEMENT","LPL FINANCIAL"
1035363,"PERSONAL WEALTH PORTFOLIO","LPL FINANCIAL"
1035363,"MODEL WEALTH PORTFOLIOS","LPL FINANCIAL"
1035363,"OPTIMUM MODEL PORTFOLIOS","LPL FINANCIAL"
1035363,"MANAGER ACCESS SELECT","LPL FINANCIAL"
1035363,"MANAGER ACCESS NETWORK","LPL FINANCIAL"
1035475,"V WEALTH ADVISORS WRAP FEE PROGRAM","V WEALTH ADVISORS"
1035458,"CO-SPONSORED SEPARATE ACCOUNT PROGRAM","LOCKWOOD ADVISORS, INC."
1035458,"ENVESTNET PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET/ASSET MANAGEMENT, INC."
1035458,"MANAGER SELECT PROGRAM","LINSCO/PRIVATE LEDGER CORP."
1035458,"STIFEL MANAGED ASSETS PROGRAM","STIFEL NICOLAUS & COMPANY, INC."
1035458,"AMERIPRISE PREMIER PORTFOLIO SERVICES","AMERIPRISE FINANCIAL SERVICES, INC."
1035458,"MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC."
1035458,"PERSHING MANAGED ACCOUNT SOLUTIONS","LOCKWOOD ADVISORS, INC."
1035458,"UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC."
1035458,"INDIVIDUALLY MANAGED ACCOUNT PROGRAM","PLACEMARK INVESTMENTS, INC."
1035458,"MULTI-MANAGER PROGRAM","ENVESTNET PMC, INC."
1035458,"PORTFOLIO MANAGER PROGRAM","CHASE INVESTMENT SERVICES CORP."
1035458,"NAVIGATOR PROGRAM","J.P. MORGAN SECURITIES LLC"
1035458,"J.P. MORGAN SECURITIES STRATIS PROGRAM (STRATEGIC INVESTMENT SERVICES)","J.P. MORGAN SECURITIES LLC"
1035458,"ADHESION MANAGED ACCOUNTS PLATFORM","ADHESION WEALTH ADVISOR SOLUTIONS INC."
1035458,"AMC PREMIER SEPERATELY MANAGED ACCOUNT PROGRAM","SUN TRUST INVESTMENT SERVICES, INC."
1035458,"EDWARD JONES ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT PROGRAM","EDWARD D. JONES & CO., L.P."
1035458,"AMC PINNACLE UNIFIED MANAGED ACCOUNT PROGRAM","SUN TRUST INVESTMENT SERVICES, INC."
1035458,"SELECTS PORTFOLIO SOLUTIONS PLATFORM (SPS)","MANAGED ACCOUNT ADVISORS LLC"
1035458,"UNIFIED MANAGED ACCOUNT PROGRAM","MANAGED ACCOUNT ADVISORS LLC."
1035458,"PERSONAL WEALTH PORTFOLIOS PROGRAM","LINSCO/PRIVATE LEDGER CORP."
1035458,"CONSULTS PROGRAM","MANAGED ACCOUNT ADVISORS, LLC"
1035458,"SELECT UMA","MORGAN STANLEY SMITH BARNEY LLC, AND CITIGROUP GLOBAL MARKETS INC."
1035458,"FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY LLC, AND CITIGROUP GLOBAL MARKETS INC."
1035458,"THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
1035458,"MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC."
1035458,"SAWTOOTH MANAGED ACCOUNT PROGRAM","SAWTOOTH ASSET MANAGEMENT"
1035458,"MULTIPLE OVERLAY MODEL MANAGER PROGRAM","LOCKWOOD ADVISORS, INC."
1026847,"MILLER INVESTMENT MANAGEMENT COMPANY WRAP PROGRAM","MILLER INVESTMENT MANAGEMENT COMPANY LLC"
1035928,"VISION INVESTMENT ADVISORS LLC","VISION INVESTMENT ADVISORS LLC"
1035977,"AFFILIATED ADVISORY SERVICES (TDA)","KALOS MANAGEMENT, INC."
1035977,"PROFESSIONAL INVESTMENT STRATEGIES","KALOS MANAGEMENT, INC."
1035977,"AFFILIATED ADVISORY SERVICES (SCHWAB)","KALOS MANAGEMENT, INC."
1035977,"AFFILIATED ADVISORY SERVICES (KALOS)","KALOS MANAGMENT, INC."
1035977,"PLACEMARK MANAGED ACCOUNT WRAP FEE PROGRAM","KALOS MANAGEMENT, INC."
1037472,"WIREGRASS WRAP FEE PROGRAM","WIREGRASS INVESTMENT MANAGEMENT LLC"
1038167,"CYPRESS CAPITAL WRAP PROGRAM","CYPRESS CAPITAL, LLC"
1038184,"BOND & DEVICK WRAP PROGRAM","BOND & DEVICK FINANCIAL NETWORK, INC., DBA BOND & DEVICK"
1038419,"INVESTMENT MANAGEMENT ACCOUNT (IMA)","FINANCIAL ADVOCATES INVESTMENT MANAGEMENT"
1038071,"SGWM WRAP FEE PROGRAM","STOEVER GLASS WEALTH MANAGEMENT (SGWM)"
1038421,"BEACON FOCUS PROGRAM","BEACON FINANCIAL ADVISORY LLC"
1041954,"MSSB-IA","MORGANSTANLEY SMITHBARNEY"
1042372,"STRATEGIC SOLUTIONS","FLEXIBLE PLAN INVESTMENTS LTD"
1042372,"GVCM PERSONALIZED MANAGED ACCOUNT PROGRAM","GLOBAL VIEW CAPITAL MANAGEMENT"
1042517,"COMPASS ACCOUNT PROGRAM","THURSTON, SPRINGER, MILLER, HERD & TITAK, INC."
1042611,"PREMIER GUIDED PORTFOLIOS PROGRAM","TD PRIVATE CLIENT WEALTH LLC"
1042611,"STRATEGIC PORTFOLIOS PROGRAM","TD PRIVATE CLIENT WEALTH LLC"
1042611,"GUIDED PORTFOLIOS PROGRAM","TD PRIVATE CLIENT WEALTH LLC"
1042631,"ADVISORS SOLUTIONS","AMERICAN PORTFOLIO FINANCIAL SERVICES, INC."
1042631,"PPS ADVISORS, INC. WRAP FEE PROGRAM","PPS ADVISORS, INC."
1042581,"MAP","PERSHING"
1041533,"WELLS FARGO & COMPANY WRAP FEE PROGRAM","WELLS FARGO & COMPANY"
1041533,"OPPENHEIMER & COMPANY WRAP FEE PROGRAM","OPPENHEIMER & COMPANY"
1039914,"ENVESTNET MANAGED ACCOUNT SOLUTIONS","ENVESTNET INC."
1039914,"SEI SEPARATELY MANAGED ACCOUNT PROGRAM","SEI INVESTMENT MANAGEMENT CORPORATION"
1039914,"WRAP FEE PROGRAM","NAPLES ASSET MANAGEMENT COMPANY, LLC"
1042834,"IMS","MORGAN STANLEY"
1042834,"PRIVATE ADVISORS","WELLS FARGO"
1041948,"CHASE STRATEGIC PORTOFOLIO","J.P. MORGAN SECURITIES LLC"
1041948,"MUTUAL FUND ADVISORY PORTFOLIO","J.P. MORGAN SECURITIES LLC"
1029796,"FORMULAFOLIOS TURNKEY ASSET MANAGEMENT PROGRAM","FORMULAFOLIO INVESTMENTS, LLC"
1032066,"CWM RILEY WRAP FEE PROGRAM","CONCERT WEALTH MANAGEMENT, INC."
1032106,"CWM RILEY WRAP FEE PROGRAM","CONCERT WEALTH MANAGEMENT, INC."
1034678,"ADVISER'S PROGRAM","JANNEY MONTGOMERY SCOTT"
1033129,"CONSULTS DIVERSIFIED PORTFOLIOS (CDP)","MERRILL LYNCH"
1033129,"ACCESS - MULTIPLE STRATEGY PORTFOLIOS","UBS FINANCIAL SERVICES INC."
1033129,"DIVERSIFIED PORFTFOLIOS - SELECT PROGRAM","CHARLES SCHWAB & CO."
1036070,"GLOBAL INVESTMENT SOLUTIONS","MORGAN STANLEY SMITH BARNEY LLC"
1036070,"INSTITUTIONAL CASH ADVISORY PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1036070,"STRATEGIC PORTFOLIOS","MORGAN STANLEY SMITH BARNEY LLC"
1036070,"PORTFOLIO MANAGEMENT PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1036070,"CUSTOM SOLUTIONS PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1036070,"SELECT UMA PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1038579,"BECK BODE WEALTH MANAGEMENT WRAP FEE PROGRAM BROCHURE","BECK BODE WEALTH MANAGEMENT, LLC"
1039572,"ALTERNATIVE FOCUS ACCOUNT","JANNEY MONTGOMERY SCOTT LLC"
1039572,"ETF ADVANTAGE","JANNEY MONTGOMERY SCOTT LLC"
1039572,"KEYSTONE","JANNEY MONTGOMERY SCOTT LLC"
1039572,"JANNEY CAPITAL MANAGEMENT DIRECT","JANNEY MONTGOMERY SCOTT LLC"
1037995,"PAGNATO KARP ONE FEE PROGRAM","PAGNATO KARP ONE FEE PROGRAM"
1040624,"PINE VALLEY INVESTMENTS WRAP FEE PROGRAM","PINE VALLEY INVESTMENTS"
1040593,"MASTER PLATFORM MULTI-STRATEGY","WELLS FARGO"
1040593,"UMA NRC","CITI PRIVATE BANK"
1040593,"DUAL CONTRACT TAX ADV","PERSHING ADVISOR SOLUTIONS"
1040593,"MANAGED ACCOUNT CONSULTING PLATFORM TAX ADV","UBS"
1040593,"DUAL CONTRACT TAX ADV","STIFEL, NICOLAUS & CO, INC."
1040593,"MAA PLATFORM NRC","MERRILL LYNCH"
1040593,"MAA PLATFORM  MULTI-STRATEGY","MERRILL LYNCH"
1040593,"UMA PLATFORM MULTI-STRATEGY","MERRILL LYNCH"
1040593,"MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH"
1040593,"MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM NRC","MERRILL LYNCH"
1040593,"MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM  MULTI-STRATEGY","MERRILL LYNCH"
1040593,"SPA","MERRILL LYNCH"
1040593,"DUAL CONTRACT","FIDELITY"
1040593,"DUAL CONTRACT TAX ADV","FIDELITY"
1040593,"ACCESS PLATFORM","CHARLES SCHWAB"
1040593,"3RD PARTY MODEL PROGRAM","ENVESTNET"
1040593,"3RD PARTY MODEL PROGRAM TAX ADV","ENVESTNET"
1040593,"ACCESS PLATFORM TAX ADV","UBS"
1040593,"ACCESS PLATFORM","UBS"
1040593,"ADVISOR SELCT PLATFORM TAX ADV","DEUTSCHE BANK"
1040593,"ADVISOR SELECT PROGRAM","DEUTSCHE BANK"
1040593,"CES","MORGAN STANLEY WEALTH MANAGEMENT"
1040593,"CES TAX ADV","MORGAN STANLEY WEALTH MANAGEMENT"
1040593,"CONSULTING SOLUTIONS PLATFORM","RBC DAIN RAUSCHER"
1040593,"CONSULTING SOLUTIONS PLATFORM TAX ADV","RBC DAIN RAUSCHER"
1040593,"DMA TAX ADV","WELLS FARGO ADVISORS"
1040593,"MASTERS PLATFORM TAX ADV","WELLS FARGO ADVISORS"
1040593,"PRIVATE ADVISORS NETWORK","WELLS FARGO ADVISORS"
1040593,"UNITED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC."
1040593,"DUAL CONTRACT","JP MORGAN SECURITES"
1040593,"FS PLATFORM","MORGAN STANLEY WEALTH MANAGEMENT"
1040593,"FS PLATFORM TAX ADV","MORGAN STANLEY WEALTH MANAGEMENT"
1040593,"SELECT UMA","MORGAN STANLEY WEALTH MANAGEMENT"
1041113,"RB CAPITAL MANAGEMENT WRAP PROGRAM","RB CAPITAL MANAGEMENT, LLC"
1041113,"MAC","UBS"
